iteration,p0_avg_rock,p0_avg_paper,p0_avg_scissors,p1_avg_rock,p1_avg_paper,p1_avg_scissors,p0_best_response,p1_best_response,full_exploitability
4396,0.328633,0.332727,0.338640,0.328633,0.332727,0.338640,0,0,5.913123e-03
4397,0.328786,0.332651,0.338563,0.328786,0.332651,0.338563,0,0,5.911778e-03
4398,0.328938,0.332576,0.338486,0.328938,0.332576,0.338486,0,0,5.910434e-03
4399,0.329091,0.332500,0.338409,0.329091,0.332500,0.338409,0,0,5.909091e-03
4400,0.329243,0.332424,0.338332,0.329243,0.332424,0.338332,0,0,5.907748e-03
4401,0.329396,0.332349,0.338255,0.329396,0.332349,0.338255,0,0,5.906406e-03
4402,0.329548,0.332273,0.338179,0.329548,0.332273,0.338179,0,0,5.905065e-03
4403,0.329700,0.332198,0.338102,0.329700,0.332198,0.338102,0,0,5.903724e-03
4404,0.329852,0.332123,0.338025,0.329852,0.332123,0.338025,0,0,5.902384e-03
4405,0.330005,0.332047,0.337948,0.330005,0.332047,0.337948,0,0,5.901044e-03
4406,0.330157,0.331972,0.337872,0.330157,0.331972,0.337872,0,0,5.899705e-03
4407,0.330309,0.331897,0.337795,0.330309,0.331897,0.337795,0,0,5.898367e-03
4408,0.330460,0.331821,0.337718,0.330460,0.331821,0.337718,0,0,5.897029e-03
4409,0.330612,0.331746,0.337642,0.330612,0.331746,0.337642,0,0,5.895692e-03
4410,0.330764,0.331671,0.337565,0.330764,0.331671,0.337565,0,0,5.894355e-03
4411,0.330916,0.331596,0.337489,0.330916,0.331596,0.337489,0,0,5.893019e-03
4412,0.331067,0.331521,0.337412,0.331067,0.331521,0.337412,0,0,5.891684e-03
4413,0.331219,0.331445,0.337336,0.331219,0.331445,0.337336,0,0,5.890349e-03
4414,0.331370,0.331370,0.337259,0.331370,0.331370,0.337259,0,0,5.889015e-03
4415,0.331522,0.331295,0.337183,0.331522,0.331295,0.337183,0,0,5.887681e-03
4416,0.331673,0.331220,0.337107,0.331673,0.331220,0.337107,0,0,5.886348e-03
4417,0.331824,0.331145,0.337030,0.331824,0.331145,0.337030,0,0,5.885016e-03
4418,0.331976,0.331070,0.336954,0.331976,0.331070,0.336954,0,0,5.883684e-03
4419,0.332127,0.330995,0.336878,0.332127,0.330995,0.336878,0,0,5.882353e-03
4420,0.332278,0.330921,0.336802,0.332278,0.330921,0.336802,0,0,5.881022e-03
4421,0.332429,0.330846,0.336725,0.332429,0.330846,0.336725,0,0,5.879692e-03
4422,0.332580,0.330771,0.336649,0.332580,0.330771,0.336649,0,0,5.878363e-03
4423,0.332731,0.330696,0.336573,0.332731,0.330696,0.336573,0,0,5.877034e-03
4424,0.332881,0.330621,0.336497,0.332881,0.330621,0.336497,0,0,5.875706e-03
4425,0.333032,0.330547,0.336421,0.333032,0.330547,0.336421,0,0,5.874379e-03
4426,0.333183,0.330472,0.336345,0.333183,0.330472,0.336345,0,0,5.873052e-03
4427,0.333333,0.330397,0.336269,0.333333,0.330397,0.336269,0,0,5.871725e-03
4428,0.333484,0.330323,0.336193,0.333484,0.330323,0.336193,0,0,5.870400e-03
4429,0.333634,0.330248,0.336117,0.333634,0.330248,0.336117,0,0,5.869074e-03
4430,0.333785,0.330174,0.336042,0.333785,0.330174,0.336042,0,0,5.867750e-03
4431,0.333935,0.330099,0.335966,0.333935,0.330099,0.335966,0,0,5.866426e-03
4432,0.334085,0.330025,0.335890,0.334085,0.330025,0.335890,0,0,5.865103e-03
4433,0.334235,0.329950,0.335814,0.334235,0.329950,0.335814,0,0,5.863780e-03
4434,0.334386,0.329876,0.335738,0.334386,0.329876,0.335738,0,0,5.862458e-03
4435,0.334536,0.329802,0.335663,0.334536,0.329802,0.335663,0,0,5.861136e-03
4436,0.334686,0.329727,0.335587,0.334686,0.329727,0.335587,0,0,5.859815e-03
4437,0.334836,0.329653,0.335511,0.334836,0.329653,0.335511,0,0,5.858495e-03
4438,0.334985,0.329579,0.335436,0.334985,0.329579,0.335436,0,0,5.857175e-03
4439,0.335135,0.329505,0.335360,0.335135,0.329505,0.335360,0,0,5.855856e-03
4440,0.335285,0.329430,0.335285,0.335285,0.329430,0.335285,0,0,5.854537e-03
4441,0.335434,0.329356,0.335209,0.335434,0.329356,0.335209,0,0,5.853219e-03
4442,0.335584,0.329282,0.335134,0.335584,0.329282,0.335134,0,0,5.851902e-03
4443,0.335734,0.329208,0.335059,0.335734,0.329208,0.335059,0,0,5.850585e-03
4444,0.335883,0.329134,0.334983,0.335883,0.329134,0.334983,0,0,5.849269e-03
4445,0.336032,0.329060,0.334908,0.336032,0.329060,0.334908,0,0,5.847953e-03
4446,0.336182,0.328986,0.334832,0.336182,0.328986,0.334832,0,0,5.846638e-03
4447,0.336331,0.328912,0.334757,0.336331,0.328912,0.334757,0,0,5.845324e-03
4448,0.336480,0.328838,0.334682,0.336480,0.328838,0.334682,0,0,5.844010e-03
4449,0.336629,0.328764,0.334607,0.336629,0.328764,0.334607,0,0,5.842697e-03
4450,0.336778,0.328690,0.334532,0.336778,0.328690,0.334532,0,0,5.841384e-03
4451,0.336927,0.328616,0.334456,0.336927,0.328616,0.334456,0,0,5.840072e-03
4452,0.337076,0.328543,0.334381,0.337076,0.328543,0.334381,0,0,5.838760e-03
4453,0.337225,0.328469,0.334306,0.337225,0.328469,0.334306,0,0,5.837449e-03
4454,0.337374,0.328395,0.334231,0.337374,0.328395,0.334231,0,0,5.836139e-03
4455,0.337522,0.328321,0.334156,0.337522,0.328321,0.334156,0,0,5.834829e-03
4456,0.337671,0.328248,0.334081,0.337671,0.328248,0.334081,0,0,5.833520e-03
4457,0.337820,0.328174,0.334006,0.337820,0.328174,0.334006,0,0,5.832212e-03
4458,0.337968,0.328100,0.333931,0.337968,0.328100,0.333931,0,0,5.830904e-03
4459,0.338117,0.328027,0.333857,0.338117,0.328027,0.333857,0,0,5.829596e-03
4460,0.338265,0.327953,0.333782,0.338265,0.327953,0.333782,0,0,5.828290e-03
4461,0.338413,0.327880,0.333707,0.338413,0.327880,0.333707,0,0,5.826983e-03
4462,0.338562,0.327806,0.333632,0.338562,0.327806,0.333632,0,0,5.825678e-03
4463,0.338710,0.327733,0.333557,0.338710,0.327733,0.333557,0,0,5.824373e-03
4464,0.338858,0.327660,0.333483,0.338858,0.327660,0.333483,0,0,5.823068e-03
4465,0.339006,0.327586,0.333408,0.339006,0.327586,0.333408,0,0,5.821764e-03
4466,0.339154,0.327513,0.333333,0.339154,0.327513,0.333333,0,0,5.820461e-03
4467,0.339078,0.327663,0.333259,0.339078,0.327663,0.333259,1,1,5.819158e-03
4468,0.339002,0.327814,0.333184,0.339002,0.327814,0.333184,1,1,5.817856e-03
4469,0.338926,0.327964,0.333110,0.338926,0.327964,0.333110,1,1,5.816555e-03
4470,0.338850,0.328115,0.333035,0.338850,0.328115,0.333035,1,1,5.815254e-03
4471,0.338775,0.328265,0.332961,0.338775,0.328265,0.332961,1,1,5.813953e-03
4472,0.338699,0.328415,0.332886,0.338699,0.328415,0.332886,1,1,5.812654e-03
4473,0.338623,0.328565,0.332812,0.338623,0.328565,0.332812,1,1,5.811354e-03
4474,0.338547,0.328715,0.332737,0.338547,0.328715,0.332737,1,1,5.810056e-03
4475,0.338472,0.328865,0.332663,0.338472,0.328865,0.332663,1,1,5.808758e-03
4476,0.338396,0.329015,0.332589,0.338396,0.329015,0.332589,1,1,5.807460e-03
4477,0.338321,0.329165,0.332515,0.338321,0.329165,0.332515,1,1,5.806163e-03
4478,0.338245,0.329315,0.332440,0.338245,0.329315,0.332440,1,1,5.804867e-03
4479,0.338170,0.329464,0.332366,0.338170,0.329464,0.332366,1,1,5.803571e-03
4480,0.338094,0.329614,0.332292,0.338094,0.329614,0.332292,1,1,5.802276e-03
4481,0.338019,0.329763,0.332218,0.338019,0.329763,0.332218,1,1,5.800982e-03
4482,0.337943,0.329913,0.332144,0.337943,0.329913,0.332144,1,1,5.799688e-03
4483,0.337868,0.330062,0.332070,0.337868,0.330062,0.332070,1,1,5.798394e-03
4484,0.337793,0.330212,0.331996,0.337793,0.330212,0.331996,1,1,5.797101e-03
4485,0.337717,0.330361,0.331922,0.337717,0.330361,0.331922,1,1,5.795809e-03
4486,0.337642,0.330510,0.331848,0.337642,0.330510,0.331848,1,1,5.794517e-03
4487,0.337567,0.330660,0.331774,0.337567,0.330660,0.331774,1,1,5.793226e-03
4488,0.337492,0.330809,0.331700,0.337492,0.330809,0.331700,1,1,5.791936e-03
4489,0.337416,0.330958,0.331626,0.337416,0.330958,0.331626,1,1,5.790646e-03
4490,0.337341,0.331107,0.331552,0.337341,0.331107,0.331552,1,1,5.789356e-03
4491,0.337266,0.331256,0.331478,0.337266,0.331256,0.331478,1,1,5.788068e-03
4492,0.337191,0.331404,0.331404,0.337191,0.331404,0.331404,1,1,5.786779e-03
4493,0.337116,0.331553,0.331331,0.337116,0.331553,0.331331,1,1,5.785492e-03
4494,0.337041,0.331702,0.331257,0.337041,0.331702,0.331257,1,1,5.784205e-03
4495,0.336966,0.331851,0.331183,0.336966,0.331851,0.331183,1,1,5.782918e-03
4496,0.336891,0.331999,0.331110,0.336891,0.331999,0.331110,1,1,5.781632e-03
4497,0.336816,0.332148,0.331036,0.336816,0.332148,0.331036,1,1,5.780347e-03
4498,0.336741,0.332296,0.330962,0.336741,0.332296,0.330962,1,1,5.779062e-03
4499,0.336667,0.332444,0.330889,0.336667,0.332444,0.330889,1,1,5.777778e-03
4500,0.336592,0.332593,0.330815,0.336592,0.332593,0.330815,1,1,5.776494e-03
4501,0.336517,0.332741,0.330742,0.336517,0.332741,0.330742,1,1,5.775211e-03
4502,0.336442,0.332889,0.330668,0.336442,0.332889,0.330668,1,1,5.773928e-03
4503,0.336368,0.333037,0.330595,0.336368,0.333037,0.330595,1,1,5.772647e-03
4504,0.336293,0.333185,0.330522,0.336293,0.333185,0.330522,1,1,5.771365e-03
4505,0.336218,0.333333,0.330448,0.336218,0.333333,0.330448,1,1,5.770084e-03
4506,0.336144,0.333481,0.330375,0.336144,0.333481,0.330375,1,1,5.768804e-03
4507,0.336069,0.333629,0.330302,0.336069,0.333629,0.330302,1,1,5.767524e-03
4508,0.335995,0.333777,0.330228,0.335995,0.333777,0.330228,1,1,5.766245e-03
4509,0.335920,0.333925,0.330155,0.335920,0.333925,0.330155,1,1,5.764967e-03
4510,0.335846,0.334072,0.330082,0.335846,0.334072,0.330082,1,1,5.763689e-03
4511,0.335771,0.334220,0.330009,0.335771,0.334220,0.330009,1,1,5.762411e-03
4512,0.335697,0.334367,0.329936,0.335697,0.334367,0.329936,1,1,5.761135e-03
4513,0.335623,0.334515,0.329863,0.335623,0.334515,0.329863,1,1,5.759858e-03
4514,0.335548,0.334662,0.329790,0.335548,0.334662,0.329790,1,1,5.758583e-03
4515,0.335474,0.334810,0.329717,0.335474,0.334810,0.329717,1,1,5.757307e-03
4516,0.335400,0.334957,0.329644,0.335400,0.334957,0.329644,1,1,5.756033e-03
4517,0.335325,0.335104,0.329571,0.335325,0.335104,0.329571,1,1,5.754759e-03
4518,0.335251,0.335251,0.329498,0.335251,0.335251,0.329498,1,1,5.753485e-03
4519,0.335177,0.335398,0.329425,0.335177,0.335398,0.329425,1,1,5.752212e-03
4520,0.335103,0.335545,0.329352,0.335103,0.335545,0.329352,1,1,5.750940e-03
4521,0.335029,0.335692,0.329279,0.335029,0.335692,0.329279,1,1,5.749668e-03
4522,0.334955,0.335839,0.329206,0.334955,0.335839,0.329206,1,1,5.748397e-03
4523,0.334881,0.335986,0.329134,0.334881,0.335986,0.329134,1,1,5.747126e-03
4524,0.334807,0.336133,0.329061,0.334807,0.336133,0.329061,1,1,5.745856e-03
4525,0.334733,0.336279,0.328988,0.334733,0.336279,0.328988,1,1,5.744587e-03
4526,0.334659,0.336426,0.328915,0.334659,0.336426,0.328915,1,1,5.743318e-03
4527,0.334585,0.336572,0.328843,0.334585,0.336572,0.328843,1,1,5.742049e-03
4528,0.334511,0.336719,0.328770,0.334511,0.336719,0.328770,1,1,5.740782e-03
4529,0.334437,0.336865,0.328698,0.334437,0.336865,0.328698,1,1,5.739514e-03
4530,0.334363,0.337012,0.328625,0.334363,0.337012,0.328625,1,1,5.738248e-03
4531,0.334289,0.337158,0.328553,0.334289,0.337158,0.328553,1,1,5.736981e-03
4532,0.334216,0.337304,0.328480,0.334216,0.337304,0.328480,1,1,5.735716e-03
4533,0.334142,0.337450,0.328408,0.334142,0.337450,0.328408,1,1,5.734451e-03
4534,0.334068,0.337596,0.328335,0.334068,0.337596,0.328335,1,1,5.733186e-03
4535,0.333995,0.337743,0.328263,0.333995,0.337743,0.328263,1,1,5.731922e-03
4536,0.333921,0.337888,0.328190,0.333921,0.337888,0.328190,1,1,5.730659e-03
4537,0.333848,0.338034,0.328118,0.333848,0.338034,0.328118,1,1,5.729396e-03
4538,0.333774,0.338180,0.328046,0.333774,0.338180,0.328046,1,1,5.728134e-03
4539,0.333700,0.338326,0.327974,0.333700,0.338326,0.327974,1,1,5.726872e-03
4540,0.333627,0.338472,0.327901,0.333627,0.338472,0.327901,1,1,5.725611e-03
4541,0.333554,0.338617,0.327829,0.333554,0.338617,0.327829,1,1,5.724351e-03
4542,0.333480,0.338763,0.327757,0.333480,0.338763,0.327757,1,1,5.723090e-03
4543,0.333407,0.338908,0.327685,0.333407,0.338908,0.327685,1,1,5.721831e-03
4544,0.333333,0.339054,0.327613,0.333333,0.339054,0.327613,1,1,5.720572e-03
4545,0.333260,0.339199,0.327541,0.333260,0.339199,0.327541,1,1,5.939287e-03
4546,0.333187,0.339125,0.327689,0.333187,0.339125,0.327689,2,2,5.937981e-03
4547,0.333113,0.339050,0.327836,0.333113,0.339050,0.327836,2,2,5.936675e-03
4548,0.333040,0.338976,0.327984,0.333040,0.338976,0.327984,2,2,5.935370e-03
4549,0.332967,0.338901,0.328132,0.332967,0.338901,0.328132,2,2,5.934066e-03
4550,0.332894,0.338827,0.328279,0.332894,0.338827,0.328279,2,2,5.932762e-03
4551,0.332821,0.338752,0.328427,0.332821,0.338752,0.328427,2,2,5.931459e-03
4552,0.332748,0.338678,0.328575,0.332748,0.338678,0.328575,2,2,5.930156e-03
4553,0.332675,0.338603,0.328722,0.332675,0.338603,0.328722,2,2,5.928854e-03
4554,0.332602,0.338529,0.328869,0.332602,0.338529,0.328869,2,2,5.927552e-03
4555,0.332529,0.338455,0.329017,0.332529,0.338455,0.329017,2,2,5.926251e-03
4556,0.332456,0.338381,0.329164,0.332456,0.338381,0.329164,2,2,5.924951e-03
4557,0.332383,0.338306,0.329311,0.332383,0.338306,0.329311,2,2,5.923651e-03
4558,0.332310,0.338232,0.329458,0.332310,0.338232,0.329458,2,2,5.922351e-03
4559,0.332237,0.338158,0.329605,0.332237,0.338158,0.329605,2,2,5.921053e-03
4560,0.332164,0.338084,0.329752,0.332164,0.338084,0.329752,2,2,5.919754e-03
4561,0.332091,0.338010,0.329899,0.332091,0.338010,0.329899,2,2,5.918457e-03
4562,0.332018,0.337936,0.330046,0.332018,0.337936,0.330046,2,2,5.917160e-03
4563,0.331946,0.337862,0.330193,0.331946,0.337862,0.330193,2,2,5.915863e-03
4564,0.331873,0.337788,0.330340,0.331873,0.337788,0.330340,2,2,5.914567e-03
4565,0.331800,0.337714,0.330486,0.331800,0.337714,0.330486,2,2,5.913272e-03
4566,0.331728,0.337640,0.330633,0.331728,0.337640,0.330633,2,2,5.911977e-03
4567,0.331655,0.337566,0.330779,0.331655,0.337566,0.330779,2,2,5.910683e-03
4568,0.331582,0.337492,0.330926,0.331582,0.337492,0.330926,2,2,5.909389e-03
4569,0.331510,0.337418,0.331072,0.331510,0.337418,0.331072,2,2,5.908096e-03
4570,0.331437,0.337344,0.331219,0.331437,0.337344,0.331219,2,2,5.906804e-03
4571,0.331365,0.337270,0.331365,0.331365,0.337270,0.331365,2,2,5.905512e-03
4572,0.331292,0.337197,0.331511,0.331292,0.337197,0.331511,2,2,5.904220e-03
4573,0.331220,0.337123,0.331657,0.331220,0.337123,0.331657,2,2,5.902930e-03
4574,0.331148,0.337049,0.331803,0.331148,0.337049,0.331803,2,2,5.901639e-03
4575,0.331075,0.336976,0.331949,0.331075,0.336976,0.331949,2,2,5.900350e-03
4576,0.331003,0.336902,0.332095,0.331003,0.336902,0.332095,2,2,5.899061e-03
4577,0.330931,0.336828,0.332241,0.330931,0.336828,0.332241,2,2,5.897772e-03
4578,0.330858,0.336755,0.332387,0.330858,0.336755,0.332387,2,2,5.896484e-03
4579,0.330786,0.336681,0.332533,0.330786,0.336681,0.332533,2,2,5.895197e-03
4580,0.330714,0.336608,0.332678,0.330714,0.336608,0.332678,2,2,5.893910e-03
4581,0.330642,0.336534,0.332824,0.330642,0.336534,0.332824,2,2,5.892623e-03
4582,0.330569,0.336461,0.332970,0.330569,0.336461,0.332970,2,2,5.891338e-03
4583,0.330497,0.336387,0.333115,0.330497,0.336387,0.333115,2,2,5.890052e-03
4584,0.330425,0.336314,0.333261,0.330425,0.336314,0.333261,2,2,5.888768e-03
4585,0.330353,0.336241,0.333406,0.330353,0.336241,0.333406,2,2,5.887484e-03
4586,0.330281,0.336167,0.333551,0.330281,0.336167,0.333551,2,2,5.886200e-03
4587,0.330209,0.336094,0.333697,0.330209,0.336094,0.333697,2,2,5.884917e-03
4588,0.330137,0.336021,0.333842,0.330137,0.336021,0.333842,2,2,5.883635e-03
4589,0.330065,0.335948,0.333987,0.330065,0.335948,0.333987,2,2,5.882353e-03
4590,0.329993,0.335875,0.334132,0.329993,0.335875,0.334132,2,2,5.881072e-03
4591,0.329922,0.335801,0.334277,0.329922,0.335801,0.334277,2,2,5.879791e-03
4592,0.329850,0.335728,0.334422,0.329850,0.335728,0.334422,2,2,5.878511e-03
4593,0.329778,0.335655,0.334567,0.329778,0.335655,0.334567,2,2,5.877231e-03
4594,0.329706,0.335582,0.334712,0.329706,0.335582,0.334712,2,2,5.875952e-03
4595,0.329634,0.335509,0.334856,0.329634,0.335509,0.334856,2,2,5.874674e-03
4596,0.329563,0.335436,0.335001,0.329563,0.335436,0.335001,2,2,5.873396e-03
4597,0.329491,0.335363,0.335146,0.329491,0.335363,0.335146,2,2,5.872118e-03
4598,0.329419,0.335290,0.335290,0.329419,0.335290,0.335290,2,2,5.870841e-03
4599,0.329348,0.335217,0.335435,0.329348,0.335217,0.335435,2,2,5.869565e-03
4600,0.329276,0.335145,0.335579,0.329276,0.335145,0.335579,2,2,5.868290e-03
4601,0.329205,0.335072,0.335724,0.329205,0.335072,0.335724,2,2,5.867014e-03
4602,0.329133,0.334999,0.335868,0.329133,0.334999,0.335868,2,2,5.865740e-03
4603,0.329062,0.334926,0.336012,0.329062,0.334926,0.336012,2,2,5.864466e-03
4604,0.328990,0.334853,0.336156,0.328990,0.334853,0.336156,2,2,5.863192e-03
4605,0.328919,0.334781,0.336300,0.328919,0.334781,0.336300,2,2,5.861919e-03
4606,0.328847,0.334708,0.336445,0.328847,0.334708,0.336445,2,2,5.860647e-03
4607,0.328776,0.334635,0.336589,0.328776,0.334635,0.336589,2,2,5.859375e-03
4608,0.328705,0.334563,0.336732,0.328705,0.334563,0.336732,2,2,5.858104e-03
4609,0.328633,0.334490,0.336876,0.328633,0.334490,0.336876,2,2,5.856833e-03
4610,0.328562,0.334418,0.337020,0.328562,0.334418,0.337020,2,2,5.855563e-03
4611,0.328491,0.334345,0.337164,0.328491,0.334345,0.337164,2,2,5.854293e-03
4612,0.328420,0.334273,0.337308,0.328420,0.334273,0.337308,2,2,5.853024e-03
4613,0.328349,0.334200,0.337451,0.328349,0.334200,0.337451,2,2,5.851756e-03
4614,0.328277,0.334128,0.337595,0.328277,0.334128,0.337595,2,2,5.850488e-03
4615,0.328206,0.334055,0.337738,0.328206,0.334055,0.337738,2,2,5.849220e-03
4616,0.328135,0.333983,0.337882,0.328135,0.333983,0.337882,2,2,5.847953e-03
4617,0.328064,0.333911,0.338025,0.328064,0.333911,0.338025,2,2,5.846687e-03
4618,0.327993,0.333838,0.338168,0.327993,0.333838,0.338168,2,2,5.845421e-03
4619,0.327922,0.333766,0.338312,0.327922,0.333766,0.338312,2,2,5.844156e-03
4620,0.327851,0.333694,0.338455,0.327851,0.333694,0.338455,2,2,5.842891e-03
4621,0.327780,0.333622,0.338598,0.327780,0.333622,0.338598,2,2,5.841627e-03
4622,0.327709,0.333550,0.338741,0.327709,0.333550,0.338741,2,2,5.840363e-03
4623,0.327638,0.333478,0.338884,0.327638,0.333478,0.338884,2,2,5.839100e-03
4624,0.327568,0.333405,0.339027,0.327568,0.333405,0.339027,2,2,5.837838e-03
4625,0.327497,0.333333,0.339170,0.327497,0.333333,0.339170,2,2,5.836576e-03
4626,0.327642,0.333261,0.339097,0.327642,0.333261,0.339097,0,0,5.835314e-03
4627,0.327787,0.333189,0.339023,0.327787,0.333189,0.339023,0,0,5.834054e-03
4628,0.327933,0.333117,0.338950,0.327933,0.333117,0.338950,0,0,5.832793e-03
4629,0.328078,0.333045,0.338877,0.328078,0.333045,0.338877,0,0,5.831533e-03
4630,0.328223,0.332973,0.338804,0.328223,0.332973,0.338804,0,0,5.830274e-03
4631,0.328368,0.332902,0.338731,0.328368,0.332902,0.338731,0,0,5.829016e-03
4632,0.328513,0.332830,0.338657,0.328513,0.332830,0.338657,0,0,5.827757e-03
4633,0.328658,0.332758,0.338584,0.328658,0.332758,0.338584,0,0,5.826500e-03
4634,0.328803,0.332686,0.338511,0.328803,0.332686,0.338511,0,0,5.825243e-03
4635,0.328947,0.332614,0.338438,0.328947,0.332614,0.338438,0,0,5.823986e-03
4636,0.329092,0.332543,0.338365,0.329092,0.332543,0.338365,0,0,5.822730e-03
4637,0.329237,0.332471,0.338292,0.329237,0.332471,0.338292,0,0,5.821475e-03
4638,0.329381,0.332399,0.338219,0.329381,0.332399,0.338219,0,0,5.820220e-03
4639,0.329526,0.332328,0.338147,0.329526,0.332328,0.338147,0,0,5.818966e-03
4640,0.329670,0.332256,0.338074,0.329670,0.332256,0.338074,0,0,5.817712e-03
4641,0.329815,0.332184,0.338001,0.329815,0.332184,0.338001,0,0,5.816458e-03
4642,0.329959,0.332113,0.337928,0.329959,0.332113,0.337928,0,0,5.815206e-03
4643,0.330103,0.332041,0.337855,0.330103,0.332041,0.337855,0,0,5.813953e-03
4644,0.330248,0.331970,0.337783,0.330248,0.331970,0.337783,0,0,5.812702e-03
4645,0.330392,0.331898,0.337710,0.330392,0.331898,0.337710,0,0,5.811451e-03
4646,0.330536,0.331827,0.337637,0.330536,0.331827,0.337637,0,0,5.810200e-03
4647,0.330680,0.331756,0.337565,0.330680,0.331756,0.337565,0,0,5.808950e-03
4648,0.330824,0.331684,0.337492,0.330824,0.331684,0.337492,0,0,5.807701e-03
4649,0.330968,0.331613,0.337419,0.330968,0.331613,0.337419,0,0,5.806452e-03
4650,0.331112,0.331542,0.337347,0.331112,0.331542,0.337347,0,0,5.805203e-03
4651,0.331255,0.331470,0.337274,0.331255,0.331470,0.337274,0,0,5.803955e-03
4652,0.331399,0.331399,0.337202,0.331399,0.331399,0.337202,0,0,5.802708e-03
4653,0.331543,0.331328,0.337129,0.331543,0.331328,0.337129,0,0,5.801461e-03
4654,0.331686,0.331257,0.337057,0.331686,0.331257,0.337057,0,0,5.800215e-03
4655,0.331830,0.331186,0.336985,0.331830,0.331186,0.336985,0,0,5.798969e-03
4656,0.331973,0.331114,0.336912,0.331973,0.331114,0.336912,0,0,5.797724e-03
4657,0.332117,0.331043,0.336840,0.332117,0.331043,0.336840,0,0,5.796479e-03
4658,0.332260,0.330972,0.336768,0.332260,0.330972,0.336768,0,0,5.795235e-03
4659,0.332403,0.330901,0.336695,0.332403,0.330901,0.336695,0,0,5.793991e-03
4660,0.332547,0.330830,0.336623,0.332547,0.330830,0.336623,0,0,5.792748e-03
4661,0.332690,0.330759,0.336551,0.332690,0.330759,0.336551,0,0,5.791506e-03
4662,0.332833,0.330688,0.336479,0.332833,0.330688,0.336479,0,0,5.790264e-03
4663,0.332976,0.330617,0.336407,0.332976,0.330617,0.336407,0,0,5.789022e-03
4664,0.333119,0.330547,0.336334,0.333119,0.330547,0.336334,0,0,5.787781e-03
4665,0.333262,0.330476,0.336262,0.333262,0.330476,0.336262,0,0,5.786541e-03
4666,0.333405,0.330405,0.336190,0.333405,0.330405,0.336190,0,0,5.785301e-03
4667,0.333548,0.330334,0.336118,0.333548,0.330334,0.336118,0,0,5.784062e-03
4668,0.333690,0.330263,0.336046,0.333690,0.330263,0.336046,0,0,5.782823e-03
4669,0.333833,0.330193,0.335974,0.333833,0.330193,0.335974,0,0,5.781585e-03
4670,0.333976,0.330122,0.335902,0.333976,0.330122,0.335902,0,0,5.780347e-03
4671,0.334118,0.330051,0.335830,0.334118,0.330051,0.335830,0,0,5.779110e-03
4672,0.334261,0.329981,0.335759,0.334261,0.329981,0.335759,0,0,5.777873e-03
4673,0.334403,0.329910,0.335687,0.334403,0.329910,0.335687,0,0,5.776637e-03
4674,0.334545,0.329840,0.335615,0.334545,0.329840,0.335615,0,0,5.775401e-03
4675,0.334688,0.329769,0.335543,0.334688,0.329769,0.335543,0,0,5.774166e-03
4676,0.334830,0.329699,0.335471,0.334830,0.329699,0.335471,0,0,5.772931e-03
4677,0.334972,0.329628,0.335400,0.334972,0.329628,0.335400,0,0,5.771697e-03
4678,0.335114,0.329558,0.335328,0.335114,0.329558,0.335328,0,0,5.770464e-03
4679,0.335256,0.329487,0.335256,0.335256,0.329487,0.335256,0,0,5.769231e-03
4680,0.335398,0.329417,0.335185,0.335398,0.329417,0.335185,0,0,5.767998e-03
4681,0.335540,0.329346,0.335113,0.335540,0.329346,0.335113,0,0,5.766766e-03
4682,0.335682,0.329276,0.335042,0.335682,0.329276,0.335042,0,0,5.765535e-03
4683,0.335824,0.329206,0.334970,0.335824,0.329206,0.334970,0,0,5.764304e-03
4684,0.335966,0.329136,0.334899,0.335966,0.329136,0.334899,0,0,5.763074e-03
4685,0.336108,0.329065,0.334827,0.336108,0.329065,0.334827,0,0,5.761844e-03
4686,0.336249,0.328995,0.334756,0.336249,0.328995,0.334756,0,0,5.760614e-03
4687,0.336391,0.328925,0.334684,0.336391,0.328925,0.334684,0,0,5.759386e-03
4688,0.336532,0.328855,0.334613,0.336532,0.328855,0.334613,0,0,5.758157e-03
4689,0.336674,0.328785,0.334542,0.336674,0.328785,0.334542,0,0,5.756930e-03
4690,0.336815,0.328715,0.334470,0.336815,0.328715,0.334470,0,0,5.755702e-03
4691,0.336957,0.328645,0.334399,0.336957,0.328645,0.334399,0,0,5.754476e-03
4692,0.337098,0.328574,0.334328,0.337098,0.328574,0.334328,0,0,5.753250e-03
4693,0.337239,0.328504,0.334256,0.337239,0.328504,0.334256,0,0,5.752024e-03
4694,0.337380,0.328435,0.334185,0.337380,0.328435,0.334185,0,0,5.750799e-03
4695,0.337521,0.328365,0.334114,0.337521,0.328365,0.334114,0,0,5.749574e-03
4696,0.337662,0.328295,0.334043,0.337662,0.328295,0.334043,0,0,5.748350e-03
4697,0.337803,0.328225,0.333972,0.337803,0.328225,0.333972,0,0,5.747126e-03
4698,0.337944,0.328155,0.333901,0.337944,0.328155,0.333901,0,0,5.745903e-03
4699,0.338085,0.328085,0.333830,0.338085,0.328085,0.333830,0,0,5.744681e-03
4700,0.338226,0.328015,0.333759,0.338226,0.328015,0.333759,0,0,5.743459e-03
4701,0.338367,0.327946,0.333688,0.338367,0.327946,0.333688,0,0,5.742237e-03
4702,0.338507,0.327876,0.333617,0.338507,0.327876,0.333617,0,0,5.741016e-03
4703,0.338648,0.327806,0.333546,0.338648,0.327806,0.333546,0,0,5.739796e-03
4704,0.338789,0.327736,0.333475,0.338789,0.327736,0.333475,0,0,5.738576e-03
