iteration,p0_avg_rock,p0_avg_paper,p0_avg_scissors,p1_avg_rock,p1_avg_paper,p1_avg_scissors,p0_best_response,p1_best_response,full_exploitability
1155,0.344291,0.321799,0.333910,0.344291,0.321799,0.333910,0,0,1.211073e-02
1156,0.344857,0.321521,0.333621,0.344857,0.321521,0.333621,0,0,1.210026e-02
1157,0.345423,0.321244,0.333333,0.345423,0.321244,0.333333,0,0,1.208981e-02
1158,0.345988,0.320966,0.333046,0.345988,0.320966,0.333046,0,0,1.294219e-02
1159,0.345690,0.321552,0.332759,0.345690,0.321552,0.332759,1,1,1.293103e-02
1160,0.345392,0.322136,0.332472,0.345392,0.322136,0.332472,1,1,1.291990e-02
1161,0.345095,0.322719,0.332186,0.345095,0.322719,0.332186,1,1,1.290878e-02
1162,0.344798,0.323302,0.331900,0.344798,0.323302,0.331900,1,1,1.289768e-02
1163,0.344502,0.323883,0.331615,0.344502,0.323883,0.331615,1,1,1.288660e-02
1164,0.344206,0.324464,0.331330,0.344206,0.324464,0.331330,1,1,1.287554e-02
1165,0.343911,0.325043,0.331046,0.343911,0.325043,0.331046,1,1,1.286449e-02
1166,0.343616,0.325621,0.330763,0.343616,0.325621,0.330763,1,1,1.285347e-02
1167,0.343322,0.326199,0.330479,0.343322,0.326199,0.330479,1,1,1.284247e-02
1168,0.343028,0.326775,0.330197,0.343028,0.326775,0.330197,1,1,1.283148e-02
1169,0.342735,0.327350,0.329915,0.342735,0.327350,0.329915,1,1,1.282051e-02
1170,0.342442,0.327925,0.329633,0.342442,0.327925,0.329633,1,1,1.280956e-02
1171,0.342150,0.328498,0.329352,0.342150,0.328498,0.329352,1,1,1.279863e-02
1172,0.341858,0.329071,0.329071,0.341858,0.329071,0.329071,1,1,1.278772e-02
1173,0.341567,0.329642,0.328790,0.341567,0.329642,0.328790,1,1,1.277683e-02
1174,0.341277,0.330213,0.328511,0.341277,0.330213,0.328511,1,1,1.276596e-02
1175,0.340986,0.330782,0.328231,0.340986,0.330782,0.328231,1,1,1.275510e-02
1176,0.340697,0.331351,0.327952,0.340697,0.331351,0.327952,1,1,1.274427e-02
1177,0.340407,0.331919,0.327674,0.340407,0.331919,0.327674,1,1,1.273345e-02
1178,0.340119,0.332485,0.327396,0.340119,0.332485,0.327396,1,1,1.272265e-02
1179,0.339831,0.333051,0.327119,0.339831,0.333051,0.327119,1,1,1.271186e-02
1180,0.339543,0.333616,0.326842,0.339543,0.333616,0.326842,1,1,1.270110e-02
1181,0.339255,0.334179,0.326565,0.339255,0.334179,0.326565,1,1,1.269036e-02
1182,0.338969,0.334742,0.326289,0.338969,0.334742,0.326289,1,1,1.267963e-02
1183,0.338682,0.335304,0.326014,0.338682,0.335304,0.326014,1,1,1.266892e-02
1184,0.338397,0.335865,0.325738,0.338397,0.335865,0.325738,1,1,1.265823e-02
1185,0.338111,0.336425,0.325464,0.338111,0.336425,0.325464,1,1,1.264755e-02
1186,0.337826,0.336984,0.325190,0.337826,0.336984,0.325190,1,1,1.263690e-02
1187,0.337542,0.337542,0.324916,0.337542,0.337542,0.324916,1,1,1.262626e-02
1188,0.337258,0.338099,0.324643,0.337258,0.338099,0.324643,1,1,1.261564e-02
1189,0.336975,0.338655,0.324370,0.336975,0.338655,0.324370,1,1,1.260504e-02
1190,0.336692,0.339211,0.324097,0.336692,0.339211,0.324097,1,1,1.259446e-02
1191,0.336409,0.339765,0.323826,0.336409,0.339765,0.323826,1,1,1.258389e-02
1192,0.336127,0.340319,0.323554,0.336127,0.340319,0.323554,1,1,1.257334e-02
1193,0.335846,0.340871,0.323283,0.335846,0.340871,0.323283,1,1,1.256281e-02
1194,0.335565,0.341423,0.323013,0.335565,0.341423,0.323013,1,1,1.255230e-02
1195,0.335284,0.341973,0.322742,0.335284,0.341973,0.322742,1,1,1.254181e-02
1196,0.335004,0.342523,0.322473,0.335004,0.342523,0.322473,1,1,1.253133e-02
1197,0.334725,0.343072,0.322204,0.334725,0.343072,0.322204,1,1,1.252087e-02
1198,0.334445,0.343620,0.321935,0.334445,0.343620,0.321935,1,1,1.251043e-02
1199,0.334167,0.344167,0.321667,0.334167,0.344167,0.321667,1,1,1.250000e-02
1200,0.333888,0.344713,0.321399,0.333888,0.344713,0.321399,1,1,1.248959e-02
1201,0.333611,0.345258,0.321131,0.333611,0.345258,0.321131,1,1,1.247920e-02
1202,0.333333,0.345802,0.320865,0.333333,0.345802,0.320865,1,1,1.246883e-02
1203,0.333056,0.346346,0.320598,0.333056,0.346346,0.320598,1,1,1.328904e-02
1204,0.332780,0.346058,0.321162,0.332780,0.346058,0.321162,2,2,1.327801e-02
1205,0.332504,0.345771,0.321725,0.332504,0.345771,0.321725,2,2,1.326700e-02
1206,0.332229,0.345485,0.322287,0.332229,0.345485,0.322287,2,2,1.325601e-02
1207,0.331954,0.345199,0.322848,0.331954,0.345199,0.322848,2,2,1.324503e-02
1208,0.331679,0.344913,0.323408,0.331679,0.344913,0.323408,2,2,1.323408e-02
1209,0.331405,0.344628,0.323967,0.331405,0.344628,0.323967,2,2,1.322314e-02
1210,0.331131,0.344344,0.324525,0.331131,0.344344,0.324525,2,2,1.321222e-02
1211,0.330858,0.344059,0.325083,0.330858,0.344059,0.325083,2,2,1.320132e-02
1212,0.330585,0.343776,0.325639,0.330585,0.343776,0.325639,2,2,1.319044e-02
1213,0.330313,0.343493,0.326194,0.330313,0.343493,0.326194,2,2,1.317957e-02
1214,0.330041,0.343210,0.326749,0.330041,0.343210,0.326749,2,2,1.316872e-02
1215,0.329770,0.342928,0.327303,0.329770,0.342928,0.327303,2,2,1.315789e-02
1216,0.329499,0.342646,0.327855,0.329499,0.342646,0.327855,2,2,1.314708e-02
1217,0.329228,0.342365,0.328407,0.329228,0.342365,0.328407,2,2,1.313629e-02
1218,0.328958,0.342084,0.328958,0.328958,0.342084,0.328958,2,2,1.312551e-02
1219,0.328689,0.341803,0.329508,0.328689,0.341803,0.329508,2,2,1.311475e-02
1220,0.328419,0.341523,0.330057,0.328419,0.341523,0.330057,2,2,1.310401e-02
1221,0.328151,0.341244,0.330606,0.328151,0.341244,0.330606,2,2,1.309329e-02
1222,0.327882,0.340965,0.331153,0.327882,0.340965,0.331153,2,2,1.308258e-02
1223,0.327614,0.340686,0.331699,0.327614,0.340686,0.331699,2,2,1.307190e-02
1224,0.327347,0.340408,0.332245,0.327347,0.340408,0.332245,2,2,1.306122e-02
1225,0.327080,0.340131,0.332790,0.327080,0.340131,0.332790,2,2,1.305057e-02
1226,0.326813,0.339853,0.333333,0.326813,0.339853,0.333333,2,2,1.303993e-02
1227,0.326547,0.339577,0.333876,0.326547,0.339577,0.333876,2,2,1.302932e-02
1228,0.326282,0.339300,0.334418,0.326282,0.339300,0.334418,2,2,1.301871e-02
1229,0.326016,0.339024,0.334959,0.326016,0.339024,0.334959,2,2,1.300813e-02
1230,0.325751,0.338749,0.335500,0.325751,0.338749,0.335500,2,2,1.299756e-02
1231,0.325487,0.338474,0.336039,0.325487,0.338474,0.336039,2,2,1.298701e-02
1232,0.325223,0.338200,0.336577,0.325223,0.338200,0.336577,2,2,1.297648e-02
1233,0.324959,0.337925,0.337115,0.324959,0.337925,0.337115,2,2,1.296596e-02
1234,0.324696,0.337652,0.337652,0.324696,0.337652,0.337652,2,2,1.295547e-02
1235,0.324434,0.337379,0.338188,0.324434,0.337379,0.338188,2,2,1.294498e-02
1236,0.324171,0.337106,0.338723,0.324171,0.337106,0.338723,2,2,1.293452e-02
1237,0.323910,0.336834,0.339257,0.323910,0.336834,0.339257,2,2,1.292407e-02
1238,0.323648,0.336562,0.339790,0.323648,0.336562,0.339790,2,2,1.291364e-02
1239,0.323387,0.336290,0.340323,0.323387,0.336290,0.340323,2,2,1.290323e-02
1240,0.323127,0.336019,0.340854,0.323127,0.336019,0.340854,2,2,1.289283e-02
1241,0.322866,0.335749,0.341385,0.322866,0.335749,0.341385,2,2,1.288245e-02
1242,0.322607,0.335479,0.341915,0.322607,0.335479,0.341915,2,2,1.287208e-02
1243,0.322347,0.335209,0.342444,0.322347,0.335209,0.342444,2,2,1.286174e-02
1244,0.322088,0.334940,0.342972,0.322088,0.334940,0.342972,2,2,1.285141e-02
1245,0.321830,0.334671,0.343499,0.321830,0.334671,0.343499,2,2,1.284109e-02
1246,0.321572,0.334403,0.344026,0.321572,0.334403,0.344026,2,2,1.283079e-02
1247,0.321314,0.334135,0.344551,0.321314,0.334135,0.344551,2,2,1.282051e-02
1248,0.321057,0.333867,0.345076,0.321057,0.333867,0.345076,2,2,1.281025e-02
1249,0.320800,0.333600,0.345600,0.320800,0.333600,0.345600,2,2,1.280000e-02
1250,0.320544,0.333333,0.346123,0.320544,0.333333,0.346123,2,2,1.278977e-02
1251,0.321086,0.333067,0.345847,0.321086,0.333067,0.345847,0,0,1.277955e-02
1252,0.321628,0.332801,0.345571,0.321628,0.332801,0.345571,0,0,1.276935e-02
1253,0.322169,0.332536,0.345295,0.322169,0.332536,0.345295,0,0,1.275917e-02
1254,0.322709,0.332271,0.345020,0.322709,0.332271,0.345020,0,0,1.274900e-02
1255,0.323248,0.332006,0.344745,0.323248,0.332006,0.344745,0,0,1.273885e-02
1256,0.323787,0.331742,0.344471,0.323787,0.331742,0.344471,0,0,1.272872e-02
1257,0.324324,0.331479,0.344197,0.324324,0.331479,0.344197,0,0,1.271860e-02
1258,0.324861,0.331215,0.343924,0.324861,0.331215,0.343924,0,0,1.270850e-02
1259,0.325397,0.330952,0.343651,0.325397,0.330952,0.343651,0,0,1.269841e-02
1260,0.325932,0.330690,0.343378,0.325932,0.330690,0.343378,0,0,1.268834e-02
1261,0.326466,0.330428,0.343106,0.326466,0.330428,0.343106,0,0,1.267829e-02
1262,0.326999,0.330166,0.342835,0.326999,0.330166,0.342835,0,0,1.266825e-02
1263,0.327532,0.329905,0.342563,0.327532,0.329905,0.342563,0,0,1.265823e-02
1264,0.328063,0.329644,0.342292,0.328063,0.329644,0.342292,0,0,1.264822e-02
1265,0.328594,0.329384,0.342022,0.328594,0.329384,0.342022,0,0,1.263823e-02
1266,0.329124,0.329124,0.341752,0.329124,0.329124,0.341752,0,0,1.262826e-02
1267,0.329653,0.328864,0.341483,0.329653,0.328864,0.341483,0,0,1.261830e-02
1268,0.330181,0.328605,0.341214,0.330181,0.328605,0.341214,0,0,1.260835e-02
1269,0.330709,0.328346,0.340945,0.330709,0.328346,0.340945,0,0,1.259843e-02
1270,0.331235,0.328088,0.340677,0.331235,0.328088,0.340677,0,0,1.258851e-02
1271,0.331761,0.327830,0.340409,0.331761,0.327830,0.340409,0,0,1.257862e-02
1272,0.332286,0.327573,0.340141,0.332286,0.327573,0.340141,0,0,1.256874e-02
1273,0.332810,0.327316,0.339874,0.332810,0.327316,0.339874,0,0,1.255887e-02
1274,0.333333,0.327059,0.339608,0.333333,0.327059,0.339608,0,0,1.254902e-02
1275,0.333856,0.326803,0.339342,0.333856,0.326803,0.339342,0,0,1.253918e-02
1276,0.334377,0.326547,0.339076,0.334377,0.326547,0.339076,0,0,1.252937e-02
1277,0.334898,0.326291,0.338811,0.334898,0.326291,0.338811,0,0,1.251956e-02
1278,0.335418,0.326036,0.338546,0.335418,0.326036,0.338546,0,0,1.250977e-02
1279,0.335938,0.325781,0.338281,0.335938,0.325781,0.338281,0,0,1.250000e-02
1280,0.336456,0.325527,0.338017,0.336456,0.325527,0.338017,0,0,1.249024e-02
1281,0.336973,0.325273,0.337754,0.336973,0.325273,0.337754,0,0,1.248050e-02
1282,0.337490,0.325019,0.337490,0.337490,0.325019,0.337490,0,0,1.247077e-02
1283,0.338006,0.324766,0.337227,0.338006,0.324766,0.337227,0,0,1.246106e-02
1284,0.338521,0.324514,0.336965,0.338521,0.324514,0.336965,0,0,1.245136e-02
1285,0.339036,0.324261,0.336703,0.339036,0.324261,0.336703,0,0,1.244168e-02
1286,0.339549,0.324009,0.336441,0.339549,0.324009,0.336441,0,0,1.243201e-02
1287,0.340062,0.323758,0.336180,0.340062,0.323758,0.336180,0,0,1.242236e-02
1288,0.340574,0.323507,0.335919,0.340574,0.323507,0.335919,0,0,1.241272e-02
1289,0.341085,0.323256,0.335659,0.341085,0.323256,0.335659,0,0,1.240310e-02
1290,0.341596,0.323005,0.335399,0.341596,0.323005,0.335399,0,0,1.239349e-02
1291,0.342105,0.322755,0.335139,0.342105,0.322755,0.335139,0,0,1.238390e-02
1292,0.342614,0.322506,0.334880,0.342614,0.322506,0.334880,0,0,1.237432e-02
1293,0.343122,0.322257,0.334621,0.343122,0.322257,0.334621,0,0,1.236476e-02
1294,0.343629,0.322008,0.334363,0.343629,0.322008,0.334363,0,0,1.235521e-02
1295,0.344136,0.321759,0.334105,0.344136,0.321759,0.334105,0,0,1.234568e-02
1296,0.344641,0.321511,0.333847,0.344641,0.321511,0.333847,0,0,1.233616e-02
1297,0.345146,0.321263,0.333590,0.345146,0.321263,0.333590,0,0,1.232666e-02
1298,0.345651,0.321016,0.333333,0.345651,0.321016,0.333333,0,0,1.231717e-02
1299,0.345385,0.321538,0.333077,0.345385,0.321538,0.333077,1,1,1.230769e-02
1300,0.345119,0.322060,0.332821,0.345119,0.322060,0.332821,1,1,1.229823e-02
1301,0.344854,0.322581,0.332565,0.344854,0.322581,0.332565,1,1,1.228879e-02
1302,0.344589,0.323101,0.332310,0.344589,0.323101,0.332310,1,1,1.227936e-02
1303,0.344325,0.323620,0.332055,0.344325,0.323620,0.332055,1,1,1.226994e-02
1304,0.344061,0.324138,0.331801,0.344061,0.324138,0.331801,1,1,1.226054e-02
1305,0.343798,0.324655,0.331547,0.343798,0.324655,0.331547,1,1,1.225115e-02
1306,0.343535,0.325172,0.331293,0.343535,0.325172,0.331293,1,1,1.224178e-02
1307,0.343272,0.325688,0.331040,0.343272,0.325688,0.331040,1,1,1.223242e-02
1308,0.343010,0.326203,0.330787,0.343010,0.326203,0.330787,1,1,1.222307e-02
1309,0.342748,0.326718,0.330534,0.342748,0.326718,0.330534,1,1,1.221374e-02
1310,0.342487,0.327231,0.330282,0.342487,0.327231,0.330282,1,1,1.220442e-02
1311,0.342226,0.327744,0.330030,0.342226,0.327744,0.330030,1,1,1.219512e-02
1312,0.341965,0.328256,0.329779,0.341965,0.328256,0.329779,1,1,1.218583e-02
1313,0.341705,0.328767,0.329528,0.341705,0.328767,0.329528,1,1,1.217656e-02
1314,0.341445,0.329278,0.329278,0.341445,0.329278,0.329278,1,1,1.216730e-02
1315,0.341185,0.329787,0.329027,0.341185,0.329787,0.329027,1,1,1.215805e-02
1316,0.340926,0.330296,0.328778,0.340926,0.330296,0.328778,1,1,1.214882e-02
1317,0.340668,0.330804,0.328528,0.340668,0.330804,0.328528,1,1,1.213961e-02
1318,0.340409,0.331312,0.328279,0.340409,0.331312,0.328279,1,1,1.213040e-02
1319,0.340152,0.331818,0.328030,0.340152,0.331818,0.328030,1,1,1.212121e-02
1320,0.339894,0.332324,0.327782,0.339894,0.332324,0.327782,1,1,1.211204e-02
1321,0.339637,0.332829,0.327534,0.339637,0.332829,0.327534,1,1,1.210287e-02
1322,0.339380,0.333333,0.327286,0.339380,0.333333,0.327286,1,1,1.209373e-02
1323,0.339124,0.333837,0.327039,0.339124,0.333837,0.327039,1,1,1.208459e-02
1324,0.338868,0.334340,0.326792,0.338868,0.334340,0.326792,1,1,1.207547e-02
1325,0.338612,0.334842,0.326546,0.338612,0.334842,0.326546,1,1,1.206637e-02
1326,0.338357,0.335343,0.326300,0.338357,0.335343,0.326300,1,1,1.205727e-02
1327,0.338102,0.335843,0.326054,0.338102,0.335843,0.326054,1,1,1.204819e-02
1328,0.337848,0.336343,0.325809,0.337848,0.336343,0.325809,1,1,1.203913e-02
1329,0.337594,0.336842,0.325564,0.337594,0.336842,0.325564,1,1,1.203008e-02
1330,0.337340,0.337340,0.325319,0.337340,0.337340,0.325319,1,1,1.202104e-02
1331,0.337087,0.337838,0.325075,0.337087,0.337838,0.325075,1,1,1.201201e-02
1332,0.336834,0.338335,0.324831,0.336834,0.338335,0.324831,1,1,1.200300e-02
1333,0.336582,0.338831,0.324588,0.336582,0.338831,0.324588,1,1,1.199400e-02
1334,0.336330,0.339326,0.324345,0.336330,0.339326,0.324345,1,1,1.198502e-02
1335,0.336078,0.339820,0.324102,0.336078,0.339820,0.324102,1,1,1.197605e-02
1336,0.335826,0.340314,0.323859,0.335826,0.340314,0.323859,1,1,1.196709e-02
1337,0.335575,0.340807,0.323617,0.335575,0.340807,0.323617,1,1,1.195815e-02
1338,0.335325,0.341299,0.323376,0.335325,0.341299,0.323376,1,1,1.194922e-02
1339,0.335075,0.341791,0.323134,0.335075,0.341791,0.323134,1,1,1.194030e-02
1340,0.334825,0.342282,0.322893,0.334825,0.342282,0.322893,1,1,1.193139e-02
1341,0.334575,0.342772,0.322653,0.334575,0.342772,0.322653,1,1,1.192250e-02
1342,0.334326,0.343261,0.322413,0.334326,0.343261,0.322413,1,1,1.191363e-02
1343,0.334077,0.343750,0.322173,0.334077,0.343750,0.322173,1,1,1.190476e-02
1344,0.333829,0.344238,0.321933,0.333829,0.344238,0.321933,1,1,1.189591e-02
1345,0.333581,0.344725,0.321694,0.333581,0.344725,0.321694,1,1,1.188707e-02
1346,0.333333,0.345212,0.321455,0.333333,0.345212,0.321455,1,1,1.187825e-02
1347,0.333086,0.345697,0.321217,0.333086,0.345697,0.321217,1,1,1.261128e-02
1348,0.332839,0.345441,0.321720,0.332839,0.345441,0.321720,2,2,1.260193e-02
1349,0.332593,0.345185,0.322222,0.332593,0.345185,0.322222,2,2,1.259259e-02
1350,0.332346,0.344930,0.322724,0.332346,0.344930,0.322724,2,2,1.258327e-02
1351,0.332101,0.344675,0.323225,0.332101,0.344675,0.323225,2,2,1.257396e-02
1352,0.331855,0.344420,0.323725,0.331855,0.344420,0.323725,2,2,1.256467e-02
1353,0.331610,0.344165,0.324225,0.331610,0.344165,0.324225,2,2,1.255539e-02
1354,0.331365,0.343911,0.324723,0.331365,0.343911,0.324723,2,2,1.254613e-02
1355,0.331121,0.343658,0.325221,0.331121,0.343658,0.325221,2,2,1.253687e-02
1356,0.330877,0.343405,0.325718,0.330877,0.343405,0.325718,2,2,1.252763e-02
1357,0.330633,0.343152,0.326215,0.330633,0.343152,0.326215,2,2,1.251841e-02
1358,0.330390,0.342899,0.326711,0.330390,0.342899,0.326711,2,2,1.250920e-02
1359,0.330147,0.342647,0.327206,0.330147,0.342647,0.327206,2,2,1.250000e-02
1360,0.329904,0.342395,0.327700,0.329904,0.342395,0.327700,2,2,1.249082e-02
1361,0.329662,0.342144,0.328194,0.329662,0.342144,0.328194,2,2,1.248164e-02
1362,0.329420,0.341893,0.328687,0.329420,0.341893,0.328687,2,2,1.247249e-02
1363,0.329179,0.341642,0.329179,0.329179,0.341642,0.329179,2,2,1.246334e-02
1364,0.328938,0.341392,0.329670,0.328938,0.341392,0.329670,2,2,1.245421e-02
1365,0.328697,0.341142,0.330161,0.328697,0.341142,0.330161,2,2,1.244510e-02
1366,0.328456,0.340892,0.330651,0.328456,0.340892,0.330651,2,2,1.243599e-02
1367,0.328216,0.340643,0.331140,0.328216,0.340643,0.331140,2,2,1.242690e-02
1368,0.327977,0.340394,0.331629,0.327977,0.340394,0.331629,2,2,1.241782e-02
1369,0.327737,0.340146,0.332117,0.327737,0.340146,0.332117,2,2,1.240876e-02
1370,0.327498,0.339898,0.332604,0.327498,0.339898,0.332604,2,2,1.239971e-02
1371,0.327259,0.339650,0.333090,0.327259,0.339650,0.333090,2,2,1.239067e-02
1372,0.327021,0.339403,0.333576,0.327021,0.339403,0.333576,2,2,1.238165e-02
1373,0.326783,0.339156,0.334061,0.326783,0.339156,0.334061,2,2,1.237263e-02
1374,0.326545,0.338909,0.334545,0.326545,0.338909,0.334545,2,2,1.236364e-02
1375,0.326308,0.338663,0.335029,0.326308,0.338663,0.335029,2,2,1.235465e-02
1376,0.326071,0.338417,0.335512,0.326071,0.338417,0.335512,2,2,1.234568e-02
1377,0.325835,0.338171,0.335994,0.325835,0.338171,0.335994,2,2,1.233672e-02
1378,0.325598,0.337926,0.336476,0.325598,0.337926,0.336476,2,2,1.232777e-02
1379,0.325362,0.337681,0.336957,0.325362,0.337681,0.336957,2,2,1.231884e-02
1380,0.325127,0.337437,0.337437,0.325127,0.337437,0.337437,2,2,1.230992e-02
1381,0.324891,0.337192,0.337916,0.324891,0.337192,0.337916,2,2,1.230101e-02
1382,0.324657,0.336949,0.338395,0.324657,0.336949,0.338395,2,2,1.229212e-02
1383,0.324422,0.336705,0.338873,0.324422,0.336705,0.338873,2,2,1.228324e-02
1384,0.324188,0.336462,0.339350,0.324188,0.336462,0.339350,2,2,1.227437e-02
1385,0.323954,0.336219,0.339827,0.323954,0.336219,0.339827,2,2,1.226551e-02
1386,0.323720,0.335977,0.340303,0.323720,0.335977,0.340303,2,2,1.225667e-02
1387,0.323487,0.335735,0.340778,0.323487,0.335735,0.340778,2,2,1.224784e-02
1388,0.323254,0.335493,0.341253,0.323254,0.335493,0.341253,2,2,1.223902e-02
1389,0.323022,0.335252,0.341727,0.323022,0.335252,0.341727,2,2,1.223022e-02
1390,0.322789,0.335011,0.342200,0.322789,0.335011,0.342200,2,2,1.222142e-02
1391,0.322557,0.334770,0.342672,0.322557,0.334770,0.342672,2,2,1.221264e-02
1392,0.322326,0.334530,0.343144,0.322326,0.334530,0.343144,2,2,1.220388e-02
1393,0.322095,0.334290,0.343615,0.322095,0.334290,0.343615,2,2,1.219512e-02
1394,0.321864,0.334050,0.344086,0.321864,0.334050,0.344086,2,2,1.218638e-02
1395,0.321633,0.333811,0.344556,0.321633,0.333811,0.344556,2,2,1.217765e-02
1396,0.321403,0.333572,0.345025,0.321403,0.333572,0.345025,2,2,1.216893e-02
1397,0.321173,0.333333,0.345494,0.321173,0.333333,0.345494,2,2,1.216023e-02
1398,0.321658,0.333095,0.345247,0.321658,0.333095,0.345247,0,0,1.215154e-02
1399,0.322143,0.332857,0.345000,0.322143,0.332857,0.345000,0,0,1.214286e-02
1400,0.322627,0.332620,0.344754,0.322627,0.332620,0.344754,0,0,1.213419e-02
1401,0.323110,0.332382,0.344508,0.323110,0.332382,0.344508,0,0,1.212553e-02
1402,0.323592,0.332145,0.344262,0.323592,0.332145,0.344262,0,0,1.211689e-02
1403,0.324074,0.331909,0.344017,0.324074,0.331909,0.344017,0,0,1.210826e-02
1404,0.324555,0.331673,0.343772,0.324555,0.331673,0.343772,0,0,1.209964e-02
1405,0.325036,0.331437,0.343528,0.325036,0.331437,0.343528,0,0,1.209104e-02
1406,0.325515,0.331201,0.343284,0.325515,0.331201,0.343284,0,0,1.208244e-02
1407,0.325994,0.330966,0.343040,0.325994,0.330966,0.343040,0,0,1.207386e-02
1408,0.326473,0.330731,0.342796,0.326473,0.330731,0.342796,0,0,1.206529e-02
1409,0.326950,0.330496,0.342553,0.326950,0.330496,0.342553,0,0,1.205674e-02
1410,0.327427,0.330262,0.342310,0.327427,0.330262,0.342310,0,0,1.204819e-02
1411,0.327904,0.330028,0.342068,0.327904,0.330028,0.342068,0,0,1.203966e-02
1412,0.328379,0.329795,0.341826,0.328379,0.329795,0.341826,0,0,1.203114e-02
1413,0.328854,0.329562,0.341584,0.328854,0.329562,0.341584,0,0,1.202263e-02
1414,0.329329,0.329329,0.341343,0.329329,0.329329,0.341343,0,0,1.201413e-02
1415,0.329802,0.329096,0.341102,0.329802,0.329096,0.341102,0,0,1.200565e-02
1416,0.330275,0.328864,0.340861,0.330275,0.328864,0.340861,0,0,1.199718e-02
1417,0.330748,0.328632,0.340621,0.330748,0.328632,0.340621,0,0,1.198872e-02
1418,0.331219,0.328400,0.340381,0.331219,0.328400,0.340381,0,0,1.198027e-02
1419,0.331690,0.328169,0.340141,0.331690,0.328169,0.340141,0,0,1.197183e-02
1420,0.332160,0.327938,0.339901,0.332160,0.327938,0.339901,0,0,1.196341e-02
1421,0.332630,0.327707,0.339662,0.332630,0.327707,0.339662,0,0,1.195499e-02
1422,0.333099,0.327477,0.339424,0.333099,0.327477,0.339424,0,0,1.194659e-02
1423,0.333567,0.327247,0.339185,0.333567,0.327247,0.339185,0,0,1.193820e-02
1424,0.334035,0.327018,0.338947,0.334035,0.327018,0.338947,0,0,1.192982e-02
1425,0.334502,0.326788,0.338710,0.334502,0.326788,0.338710,0,0,1.192146e-02
1426,0.334968,0.326559,0.338472,0.334968,0.326559,0.338472,0,0,1.191310e-02
1427,0.335434,0.326331,0.338235,0.335434,0.326331,0.338235,0,0,1.190476e-02
1428,0.335899,0.326102,0.337999,0.335899,0.326102,0.337999,0,0,1.189643e-02
1429,0.336364,0.325874,0.337762,0.336364,0.325874,0.337762,0,0,1.188811e-02
1430,0.336827,0.325646,0.337526,0.336827,0.325646,0.337526,0,0,1.187980e-02
1431,0.337291,0.325419,0.337291,0.337291,0.325419,0.337291,0,0,1.187151e-02
1432,0.337753,0.325192,0.337055,0.337753,0.325192,0.337055,0,0,1.186322e-02
1433,0.338215,0.324965,0.336820,0.338215,0.324965,0.336820,0,0,1.185495e-02
1434,0.338676,0.324739,0.336585,0.338676,0.324739,0.336585,0,0,1.184669e-02
1435,0.339136,0.324513,0.336351,0.339136,0.324513,0.336351,0,0,1.183844e-02
1436,0.339596,0.324287,0.336117,0.339596,0.324287,0.336117,0,0,1.183020e-02
1437,0.340056,0.324061,0.335883,0.340056,0.324061,0.335883,0,0,1.182197e-02
1438,0.340514,0.323836,0.335650,0.340514,0.323836,0.335650,0,0,1.181376e-02
1439,0.340972,0.323611,0.335417,0.340972,0.323611,0.335417,0,0,1.180556e-02
1440,0.341430,0.323387,0.335184,0.341430,0.323387,0.335184,0,0,1.179736e-02
1441,0.341886,0.323162,0.334951,0.341886,0.323162,0.334951,0,0,1.178918e-02
1442,0.342342,0.322938,0.334719,0.342342,0.322938,0.334719,0,0,1.178101e-02
1443,0.342798,0.322715,0.334488,0.342798,0.322715,0.334488,0,0,1.177285e-02
1444,0.343253,0.322491,0.334256,0.343253,0.322491,0.334256,0,0,1.176471e-02
1445,0.343707,0.322268,0.334025,0.343707,0.322268,0.334025,0,0,1.175657e-02
1446,0.344160,0.322046,0.333794,0.344160,0.322046,0.333794,0,0,1.174845e-02
1447,0.344613,0.321823,0.333564,0.344613,0.321823,0.333564,0,0,1.174033e-02
1448,0.345066,0.321601,0.333333,0.345066,0.321601,0.333333,0,0,1.173223e-02
1449,0.344828,0.322069,0.333103,0.344828,0.322069,0.333103,1,1,1.172414e-02
1450,0.344590,0.322536,0.332874,0.344590,0.322536,0.332874,1,1,1.171606e-02
1451,0.344353,0.323003,0.332645,0.344353,0.323003,0.332645,1,1,1.170799e-02
1452,0.344116,0.323469,0.332416,0.344116,0.323469,0.332416,1,1,1.169993e-02
1453,0.343879,0.323934,0.332187,0.343879,0.323934,0.332187,1,1,1.169188e-02
1454,0.343643,0.324399,0.331959,0.343643,0.324399,0.331959,1,1,1.168385e-02
1455,0.343407,0.324863,0.331731,0.343407,0.324863,0.331731,1,1,1.167582e-02
1456,0.343171,0.325326,0.331503,0.343171,0.325326,0.331503,1,1,1.166781e-02
1457,0.342936,0.325789,0.331276,0.342936,0.325789,0.331276,1,1,1.165981e-02
1458,0.342700,0.326251,0.331049,0.342700,0.326251,0.331049,1,1,1.165182e-02
1459,0.342466,0.326712,0.330822,0.342466,0.326712,0.330822,1,1,1.164384e-02
1460,0.342231,0.327173,0.330595,0.342231,0.327173,0.330595,1,1,1.163587e-02
1461,0.341997,0.327633,0.330369,0.341997,0.327633,0.330369,1,1,1.162791e-02
1462,0.341763,0.328093,0.330144,0.341763,0.328093,0.330144,1,1,1.161996e-02
1463,0.341530,0.328552,0.329918,0.341530,0.328552,0.329918,1,1,1.161202e-02
