iteration,p0_a1,p0_a2,p0_a3,p1_a1,p1_a2,p1_a3,br_p0,br_p1,full_exploitability
1782,0.418722,0.389574,0.191704,0.283632,0.586883,0.129484,1,1,0.141413
1783,0.418487,0.389916,0.191597,0.283473,0.587115,0.129412,1,1,0.141390
1784,0.418253,0.390258,0.191489,0.283315,0.587346,0.129339,1,1,0.141366
1785,0.418019,0.390599,0.191382,0.283156,0.587577,0.129267,1,1,0.141342
1786,0.417785,0.390940,0.191275,0.282998,0.587808,0.129195,1,1,0.141318
1787,0.417552,0.391280,0.191168,0.282840,0.588038,0.129122,1,1,0.141294
1788,0.417318,0.391620,0.191061,0.282682,0.588268,0.129050,1,1,0.141270
1789,0.417085,0.391960,0.190955,0.282524,0.588498,0.128978,1,1,0.141246
1790,0.416853,0.392299,0.190848,0.282366,0.588728,0.128906,1,1,0.141222
1791,0.416620,0.392638,0.190742,0.282209,0.588957,0.128834,1,1,0.141198
1792,0.416388,0.392977,0.190635,0.282051,0.589186,0.128763,1,1,0.141174
1793,0.416156,0.393315,0.190529,0.281894,0.589415,0.128691,1,1,0.141150
1794,0.415924,0.393653,0.190423,0.281737,0.589644,0.128619,1,1,0.141126
1795,0.415693,0.393990,0.190317,0.281580,0.589872,0.128548,1,1,0.141102
1796,0.415462,0.394327,0.190211,0.281424,0.590100,0.128476,1,1,0.141078
1797,0.415231,0.394664,0.190106,0.281267,0.590328,0.128405,1,1,0.141053
1798,0.415000,0.395000,0.190000,0.281111,0.590556,0.128333,1,1,0.141029
1799,0.414770,0.395336,0.189895,0.280955,0.590783,0.128262,1,1,0.141005
1800,0.414539,0.395671,0.189789,0.280799,0.591010,0.128191,1,1,0.140981
1801,0.414309,0.396007,0.189684,0.280643,0.591237,0.128120,1,1,0.140956
1802,0.414080,0.396341,0.189579,0.280488,0.591463,0.128049,1,1,0.140932
1803,0.413850,0.396676,0.189474,0.280332,0.591690,0.127978,1,1,0.140907
1804,0.413621,0.397010,0.189369,0.280177,0.591916,0.127907,1,1,0.140883
1805,0.413392,0.397344,0.189264,0.280022,0.592142,0.127836,1,1,0.140858
1806,0.413164,0.397677,0.189159,0.279867,0.592367,0.127765,1,1,0.140834
1807,0.412935,0.398010,0.189055,0.279713,0.592593,0.127695,1,1,0.140809
1808,0.412707,0.398343,0.188950,0.279558,0.592818,0.127624,1,1,0.140785
1809,0.412479,0.398675,0.188846,0.279404,0.593043,0.127554,1,1,0.140760
1810,0.412252,0.399007,0.188742,0.279249,0.593267,0.127483,1,1,0.140735
1811,0.412024,0.399338,0.188638,0.279095,0.593491,0.127413,1,1,0.140711
1812,0.411797,0.399669,0.188534,0.278942,0.593716,0.127343,1,1,0.140686
1813,0.411570,0.400000,0.188430,0.278788,0.593939,0.127273,1,1,0.140661
1814,0.411344,0.400330,0.188326,0.278634,0.594163,0.127203,1,1,0.140636
1815,0.411117,0.400660,0.188222,0.278481,0.594386,0.127133,1,1,0.140612
1816,0.410891,0.400990,0.188119,0.278328,0.594609,0.127063,1,1,0.140587
1817,0.410665,0.401319,0.188015,0.278175,0.594832,0.126993,1,1,0.140562
1818,0.410440,0.401648,0.187912,0.278022,0.595055,0.126923,1,1,0.140537
1819,0.410214,0.401977,0.187809,0.277869,0.595277,0.126853,1,1,0.140512
1820,0.409989,0.402305,0.187706,0.277717,0.595499,0.126784,1,1,0.140487
1821,0.409764,0.402633,0.187603,0.277564,0.595721,0.126714,1,1,0.140462
1822,0.409539,0.402961,0.187500,0.277412,0.595943,0.126645,1,1,0.140437
1823,0.409315,0.403288,0.187397,0.277260,0.596164,0.126575,1,1,0.140412
1824,0.409091,0.403614,0.187295,0.277108,0.596386,0.126506,1,1,0.140387
1825,0.408867,0.403941,0.187192,0.276957,0.596606,0.126437,1,1,0.140362
1826,0.408643,0.404267,0.187090,0.276805,0.596827,0.126368,1,1,0.140337
1827,0.408420,0.404593,0.186987,0.276654,0.597048,0.126299,1,1,0.140311
1828,0.408197,0.404918,0.186885,0.276503,0.597268,0.126230,1,1,0.140286
1829,0.407974,0.405243,0.186783,0.276352,0.597488,0.126161,1,1,0.140261
1830,0.407751,0.405568,0.186681,0.276201,0.597707,0.126092,1,1,0.140236
1831,0.407529,0.405892,0.186579,0.276050,0.597927,0.126023,1,1,0.140210
1832,0.407306,0.406216,0.186478,0.275900,0.598146,0.125954,1,1,0.140185
1833,0.407084,0.406540,0.186376,0.275749,0.598365,0.125886,1,1,0.140160
1834,0.406863,0.406863,0.186275,0.275599,0.598584,0.125817,1,1,0.140134
1835,0.406641,0.407186,0.186173,0.275449,0.598802,0.125749,1,1,0.140381
1836,0.406420,0.407508,0.186072,0.275299,0.598477,0.126224,1,2,0.140416
1837,0.406199,0.407830,0.185971,0.275150,0.598151,0.126699,1,2,0.140450
1838,0.405978,0.408152,0.185870,0.275000,0.597826,0.127174,1,2,0.140484
1839,0.405758,0.408474,0.185769,0.274851,0.597501,0.127648,1,2,0.140518
1840,0.405537,0.408795,0.185668,0.274701,0.597177,0.128122,1,2,0.140551
1841,0.405317,0.409116,0.185567,0.274552,0.596853,0.128595,1,2,0.140585
1842,0.405098,0.409436,0.185466,0.274403,0.596529,0.129067,1,2,0.140618
1843,0.404878,0.409756,0.185366,0.274255,0.596206,0.129539,1,2,0.140652
1844,0.404659,0.410076,0.185265,0.274106,0.595883,0.130011,1,2,0.140685
1845,0.404440,0.410395,0.185165,0.273958,0.595560,0.130482,1,2,0.140718
1846,0.404221,0.410714,0.185065,0.273810,0.595238,0.130952,1,2,0.140751
1847,0.404002,0.411033,0.184965,0.273661,0.594916,0.131422,1,2,0.140783
1848,0.403784,0.411351,0.184865,0.273514,0.594595,0.131892,1,2,0.140816
1849,0.403566,0.411669,0.184765,0.273366,0.594273,0.132361,1,2,0.140848
1850,0.403348,0.411987,0.184665,0.273218,0.593952,0.132829,1,2,0.140880
1851,0.403130,0.412304,0.184566,0.273071,0.593632,0.133297,1,2,0.140912
1852,0.402913,0.412621,0.184466,0.272923,0.593312,0.133765,1,2,0.140944
1853,0.402695,0.412938,0.184367,0.272776,0.592992,0.134232,1,2,0.140976
1854,0.402478,0.413254,0.184267,0.272629,0.592672,0.134698,1,2,0.141008
1855,0.402262,0.413570,0.184168,0.272482,0.592353,0.135164,1,2,0.141039
1856,0.402045,0.413886,0.184069,0.272336,0.592034,0.135630,1,2,0.141070
1857,0.401829,0.414201,0.183970,0.272189,0.591716,0.136095,1,2,0.141102
1858,0.401613,0.414516,0.183871,0.272043,0.591398,0.136559,1,2,0.141133
1859,0.401397,0.414831,0.183772,0.271897,0.591080,0.137023,1,2,0.141163
1860,0.401182,0.415145,0.183673,0.271751,0.590763,0.137487,1,2,0.141194
1861,0.400966,0.415459,0.183575,0.271605,0.590446,0.137950,1,2,0.141225
1862,0.400751,0.415773,0.183476,0.271459,0.590129,0.138412,1,2,0.141255
1863,0.400536,0.416086,0.183378,0.271314,0.589812,0.138874,1,2,0.141285
1864,0.400322,0.416399,0.183280,0.271168,0.589496,0.139335,1,2,0.141315
1865,0.400107,0.416711,0.183182,0.271023,0.589181,0.139796,1,2,0.141345
1866,0.399893,0.417024,0.183084,0.270878,0.588865,0.140257,1,2,0.141375
1867,0.399679,0.417335,0.182986,0.270733,0.588550,0.140717,1,2,0.141405
1868,0.399465,0.417647,0.182888,0.270588,0.588235,0.141176,1,2,0.141434
1869,0.399252,0.417958,0.182790,0.270444,0.587921,0.141635,1,2,0.141464
1870,0.399038,0.418269,0.182692,0.270299,0.587607,0.142094,1,2,0.141493
1871,0.398825,0.418580,0.182595,0.270155,0.587293,0.142552,1,2,0.141522
1872,0.398613,0.418890,0.182497,0.270011,0.586980,0.143010,1,2,0.141551
1873,0.398400,0.419200,0.182400,0.269867,0.586667,0.143467,1,2,0.141580
1874,0.398188,0.419510,0.182303,0.269723,0.586354,0.143923,1,2,0.141609
1875,0.397975,0.419819,0.182206,0.269579,0.586042,0.144379,1,2,0.141637
1876,0.397764,0.420128,0.182109,0.269436,0.585729,0.144835,1,2,0.141666
1877,0.397552,0.420436,0.182012,0.269292,0.585418,0.145290,1,2,0.141694
1878,0.397340,0.420745,0.181915,0.269149,0.585106,0.145745,1,2,0.141722
1879,0.397129,0.421053,0.181818,0.269006,0.584795,0.146199,1,2,0.141750
1880,0.396918,0.421360,0.181722,0.268863,0.584485,0.146652,1,2,0.141778
1881,0.396707,0.421668,0.181625,0.268720,0.584174,0.147106,1,2,0.141805
1882,0.396497,0.421975,0.181529,0.268577,0.583864,0.147558,1,2,0.141833
1883,0.396286,0.422281,0.181432,0.268435,0.583554,0.148011,1,2,0.141860
1884,0.396076,0.422587,0.181336,0.268293,0.583245,0.148462,1,2,0.141888
1885,0.395866,0.422893,0.181240,0.268151,0.582936,0.148914,1,2,0.141915
1886,0.395657,0.423199,0.181144,0.268008,0.582627,0.149364,1,2,0.141942
1887,0.395447,0.423504,0.181048,0.267867,0.582319,0.149815,1,2,0.141969
1888,0.395238,0.423810,0.180952,0.267725,0.582011,0.150265,1,2,0.141995
1889,0.395029,0.424114,0.180857,0.267583,0.581703,0.150714,1,2,0.142022
1890,0.394820,0.424419,0.180761,0.267442,0.581395,0.151163,1,2,0.142049
1891,0.394612,0.424723,0.180666,0.267301,0.581088,0.151611,1,2,0.142075
1892,0.394403,0.425026,0.180570,0.267159,0.580781,0.152059,1,2,0.142101
1893,0.394195,0.425330,0.180475,0.267018,0.580475,0.152507,1,2,0.142127
1894,0.393987,0.425633,0.180380,0.266878,0.580169,0.152954,1,2,0.142153
1895,0.393780,0.425936,0.180285,0.266737,0.579863,0.153400,1,2,0.142179
1896,0.393572,0.426238,0.180190,0.266596,0.579557,0.153846,1,2,0.142204
1897,0.393365,0.426540,0.180095,0.266456,0.579252,0.154292,1,2,0.142230
1898,0.393158,0.426842,0.180000,0.266316,0.578947,0.154737,1,2,0.142255
1899,0.392951,0.427144,0.179905,0.266176,0.578643,0.155181,1,2,0.142281
1900,0.392744,0.427445,0.179811,0.266036,0.578339,0.155626,1,2,0.142306
1901,0.392538,0.427746,0.179716,0.265896,0.578035,0.156069,1,2,0.142331
1902,0.392332,0.428046,0.179622,0.265756,0.577731,0.156513,1,2,0.142356
1903,0.392126,0.428346,0.179528,0.265617,0.577428,0.156955,1,2,0.142380
1904,0.391920,0.428646,0.179433,0.265477,0.577125,0.157398,1,2,0.142405
1905,0.391715,0.428946,0.179339,0.265338,0.576822,0.157840,1,2,0.142429
1906,0.391509,0.429245,0.179245,0.265199,0.576520,0.158281,1,2,0.142454
1907,0.391304,0.429544,0.179151,0.265060,0.576218,0.158722,1,2,0.142478
1908,0.391099,0.429843,0.179058,0.264921,0.575916,0.159162,1,2,0.142502
1909,0.390895,0.430141,0.178964,0.264783,0.575615,0.159602,1,2,0.142526
1910,0.390690,0.430439,0.178870,0.264644,0.575314,0.160042,1,2,0.142550
1911,0.390486,0.430737,0.178777,0.264506,0.575013,0.160481,1,2,0.142574
1912,0.390282,0.431034,0.178683,0.264368,0.574713,0.160920,1,2,0.142597
1913,0.390078,0.431332,0.178590,0.264230,0.574413,0.161358,1,2,0.142621
1914,0.389875,0.431628,0.178497,0.264092,0.574113,0.161795,1,2,0.142644
1915,0.389671,0.431925,0.178404,0.263954,0.573813,0.162233,1,2,0.142667
1916,0.389468,0.432221,0.178311,0.263816,0.573514,0.162669,1,2,0.142690
1917,0.389265,0.432517,0.178218,0.263679,0.573215,0.163106,1,2,0.142713
1918,0.389062,0.432812,0.178125,0.263542,0.572917,0.163542,1,2,0.142736
1919,0.388860,0.433108,0.178032,0.263404,0.572618,0.163977,1,2,0.142759
1920,0.388658,0.433403,0.177940,0.263267,0.572320,0.164412,1,2,0.142781
1921,0.388456,0.433697,0.177847,0.263131,0.572023,0.164847,1,2,0.142804
1922,0.388254,0.433992,0.177755,0.262994,0.571726,0.165281,1,2,0.142826
1923,0.388052,0.434286,0.177662,0.262857,0.571429,0.165714,1,2,0.142848
1924,0.387850,0.434579,0.177570,0.262721,0.571132,0.166147,1,2,0.142870
1925,0.387649,0.434873,0.177478,0.262584,0.570835,0.166580,1,2,0.142892
1926,0.387448,0.435166,0.177386,0.262448,0.570539,0.167012,1,2,0.142914
1927,0.387247,0.435459,0.177294,0.262312,0.570244,0.167444,1,2,0.142936
1928,0.387047,0.435751,0.177202,0.262176,0.569948,0.167876,1,2,0.142957
1929,0.386846,0.436044,0.177110,0.262040,0.569653,0.168307,1,2,0.142979
1930,0.386646,0.436335,0.177019,0.261905,0.569358,0.168737,1,2,0.143000
1931,0.386446,0.436627,0.176927,0.261769,0.569064,0.169167,1,2,0.143021
1932,0.386246,0.436918,0.176836,0.261634,0.568769,0.169597,1,2,0.143043
1933,0.386047,0.437209,0.176744,0.261499,0.568475,0.170026,1,2,0.143064
1934,0.385847,0.437500,0.176653,0.261364,0.568182,0.170455,1,2,0.143084
1935,0.385648,0.437790,0.176562,0.261229,0.567888,0.170883,1,2,0.143105
1936,0.385449,0.438080,0.176471,0.261094,0.567595,0.171311,1,2,0.143126
1937,0.385250,0.438370,0.176380,0.260959,0.567303,0.171738,1,2,0.143146
1938,0.385052,0.438660,0.176289,0.260825,0.567010,0.172165,1,2,0.143167
1939,0.384853,0.438949,0.176198,0.260690,0.566718,0.172591,1,2,0.143187
1940,0.384655,0.439238,0.176107,0.260556,0.566426,0.173018,1,2,0.143207
1941,0.384457,0.439527,0.176016,0.260422,0.566135,0.173443,1,2,0.143227
1942,0.384259,0.439815,0.175926,0.260288,0.565844,0.173868,1,2,0.143247
1943,0.384062,0.440103,0.175835,0.260154,0.565553,0.174293,1,2,0.143267
1944,0.383864,0.440391,0.175745,0.260021,0.565262,0.174717,1,2,0.143287
1945,0.383667,0.440678,0.175655,0.259887,0.564972,0.175141,1,2,0.143306
1946,0.383470,0.440965,0.175565,0.259754,0.564682,0.175565,1,2,0.143326
1947,0.383273,0.441252,0.175475,0.259620,0.564392,0.175988,1,2,0.143345
1948,0.383077,0.441538,0.175385,0.259487,0.564103,0.176410,1,2,0.143364
1949,0.382881,0.441825,0.175295,0.259354,0.563813,0.176832,1,2,0.143383
1950,0.382684,0.442111,0.175205,0.259221,0.563525,0.177254,1,2,0.143402
1951,0.382488,0.442396,0.175115,0.259089,0.563236,0.177675,1,2,0.143421
1952,0.382293,0.442682,0.175026,0.258956,0.562948,0.178096,1,2,0.143440
1953,0.382097,0.442967,0.174936,0.258824,0.562660,0.178517,1,2,0.143459
1954,0.381902,0.443252,0.174847,0.258691,0.562372,0.178937,1,2,0.143477
1955,0.381707,0.443536,0.174757,0.258559,0.562085,0.179356,1,2,0.143495
1956,0.381512,0.443820,0.174668,0.258427,0.561798,0.179775,1,2,0.143514
1957,0.381317,0.444104,0.174579,0.258295,0.561511,0.180194,1,2,0.143532
1958,0.381122,0.444388,0.174490,0.258163,0.561224,0.180612,1,2,0.143550
1959,0.380928,0.444671,0.174401,0.258032,0.560938,0.181030,1,2,0.143568
1960,0.380734,0.444954,0.174312,0.257900,0.560652,0.181448,1,2,0.143586
1961,0.380540,0.445237,0.174223,0.257769,0.560367,0.181864,1,2,0.143604
1962,0.380346,0.445519,0.174134,0.257637,0.560081,0.182281,1,2,0.143621
1963,0.380153,0.445802,0.174046,0.257506,0.559796,0.182697,1,2,0.143639
1964,0.379959,0.446083,0.173957,0.257375,0.559512,0.183113,1,2,0.143656
1965,0.379766,0.446365,0.173869,0.257245,0.559227,0.183528,1,2,0.143674
1966,0.379573,0.446646,0.173780,0.257114,0.558943,0.183943,1,2,0.143691
1967,0.379380,0.446927,0.173692,0.256983,0.558659,0.184358,1,2,0.143708
1968,0.379188,0.447208,0.173604,0.256853,0.558376,0.184772,1,2,0.143725
1969,0.378995,0.447489,0.173516,0.256722,0.558092,0.185185,1,2,0.143742
1970,0.378803,0.447769,0.173428,0.256592,0.557809,0.185598,1,2,0.143759
1971,0.378611,0.448049,0.173340,0.256462,0.557527,0.186011,1,2,0.143775
1972,0.378419,0.448328,0.173252,0.256332,0.557244,0.186424,1,2,0.143792
1973,0.378228,0.448608,0.173165,0.256203,0.556962,0.186835,1,2,0.143808
1974,0.378036,0.448887,0.173077,0.256073,0.556680,0.187247,1,2,0.143825
1975,0.377845,0.449165,0.172989,0.255943,0.556399,0.187658,1,2,0.143841
1976,0.377654,0.449444,0.172902,0.255814,0.556117,0.188069,1,2,0.143857
1977,0.377463,0.449722,0.172815,0.255685,0.555836,0.188479,1,2,0.143873
1978,0.377273,0.450000,0.172727,0.255556,0.555556,0.188889,1,2,0.143889
1979,0.377082,0.450278,0.172640,0.255427,0.555275,0.189298,1,2,0.143905
1980,0.376892,0.450555,0.172553,0.255298,0.554995,0.189707,1,2,0.143920
1981,0.376702,0.450832,0.172466,0.255169,0.554715,0.190116,1,2,0.143936
1982,0.376512,0.451109,0.172379,0.255040,0.554435,0.190524,1,2,0.143952
1983,0.376322,0.451385,0.172292,0.254912,0.554156,0.190932,1,2,0.143967
1984,0.376133,0.451662,0.172205,0.254783,0.553877,0.191339,1,2,0.143982
1985,0.375944,0.451938,0.172119,0.254655,0.553598,0.191746,1,2,0.143997
1986,0.375755,0.452213,0.172032,0.254527,0.553320,0.192153,1,2,0.144012
1987,0.375566,0.452489,0.171946,0.254399,0.553042,0.192559,1,2,0.144027
1988,0.375377,0.452764,0.171859,0.254271,0.552764,0.192965,1,2,0.144042
1989,0.375188,0.453039,0.171773,0.254144,0.552486,0.193370,1,2,0.144057
1990,0.375000,0.453313,0.171687,0.254016,0.552209,0.193775,1,2,0.144072
1991,0.374812,0.453588,0.171601,0.253889,0.551932,0.194180,1,2,0.144086
1992,0.374624,0.453862,0.171515,0.253761,0.551655,0.194584,1,2,0.144101
1993,0.374436,0.454135,0.171429,0.253634,0.551378,0.194987,1,2,0.144115
1994,0.374248,0.454409,0.171343,0.253507,0.551102,0.195391,1,2,0.144129
1995,0.374061,0.454682,0.171257,0.253380,0.550826,0.195794,1,2,0.144144
1996,0.373874,0.454955,0.171171,0.253253,0.550551,0.196196,1,2,0.144158
1997,0.373687,0.455228,0.171086,0.253127,0.550275,0.196598,1,2,0.144172
1998,0.373500,0.455500,0.171000,0.253000,0.550000,0.197000,1,2,0.144185
1999,0.373313,0.455772,0.170915,0.252874,0.549725,0.197401,1,2,0.144199
2000,0.373127,0.456044,0.170829,0.252747,0.549451,0.197802,1,2,0.144213
2001,0.372941,0.456316,0.170744,0.252621,0.549176,0.198203,1,2,0.144226
2002,0.372754,0.456587,0.170659,0.252495,0.548902,0.198603,1,2,0.144240
2003,0.372569,0.456858,0.170574,0.252369,0.548628,0.199002,1,2,0.144253
2004,0.372383,0.457129,0.170489,0.252243,0.548355,0.199402,1,2,0.144267
2005,0.372197,0.457399,0.170404,0.252118,0.548082,0.199801,1,2,0.144280
2006,0.372012,0.457669,0.170319,0.251992,0.547809,0.200199,1,2,0.144293
2007,0.371827,0.457939,0.170234,0.251867,0.547536,0.200597,1,2,0.144306
2008,0.371642,0.458209,0.170149,0.251741,0.547264,0.200995,1,2,0.144319
2009,0.371457,0.458478,0.170065,0.251616,0.546992,0.201392,1,2,0.144331
2010,0.371272,0.458748,0.169980,0.251491,0.546720,0.201789,1,2,0.144344
2011,0.371088,0.459016,0.169896,0.251366,0.546448,0.202186,1,2,0.144357
2012,0.370904,0.459285,0.169811,0.251241,0.546177,0.202582,1,2,0.144369
2013,0.370720,0.459553,0.169727,0.251117,0.545906,0.202978,1,2,0.144382
2014,0.370536,0.459821,0.169643,0.250992,0.545635,0.203373,1,2,0.144394
2015,0.370352,0.460089,0.169559,0.250868,0.545364,0.203768,1,2,0.144406
2016,0.370168,0.460357,0.169475,0.250743,0.545094,0.204163,1,2,0.144418
2017,0.369985,0.460624,0.169391,0.250619,0.544824,0.204557,1,2,0.144430
2018,0.369802,0.460891,0.169307,0.250495,0.544554,0.204950,1,2,0.144442
2019,0.369619,0.461158,0.169223,0.250371,0.544285,0.205344,1,2,0.144454
2020,0.369436,0.461424,0.169139,0.250247,0.544016,0.205737,1,2,0.144466
2021,0.369254,0.461691,0.169056,0.250124,0.543747,0.206130,1,2,0.144477
2022,0.369071,0.461957,0.168972,0.250000,0.543478,0.206522,1,2,0.144489
2023,0.368889,0.462222,0.168889,0.249877,0.543210,0.206914,1,2,0.144500
2024,0.368707,0.462488,0.168806,0.249753,0.542942,0.207305,1,2,0.144512
2025,0.368525,0.462753,0.168722,0.249630,0.542674,0.207696,1,2,0.144523
2026,0.368343,0.463018,0.168639,0.249507,0.542406,0.208087,1,2,0.144534
2027,0.368162,0.463282,0.168556,0.249384,0.542139,0.208477,1,2,0.144545
2028,0.367980,0.463547,0.168473,0.249261,0.541872,0.208867,1,2,0.144556
2029,0.367799,0.463811,0.168390,0.249138,0.541605,0.209257,1,2,0.144567
2030,0.367618,0.464075,0.168307,0.249016,0.541339,0.209646,1,2,0.144578
2031,0.367437,0.464338,0.168224,0.248893,0.541072,0.210034,1,2,0.144589
2032,0.367257,0.464602,0.168142,0.248771,0.540806,0.210423,1,2,0.144599
2033,0.367076,0.464865,0.168059,0.248649,0.540541,0.210811,1,2,0.144610
2034,0.366896,0.465128,0.167976,0.248527,0.540275,0.211198,1,2,0.144620
2035,0.366716,0.465390,0.167894,0.248405,0.540010,0.211586,1,2,0.144631
2036,0.366536,0.465653,0.167812,0.248283,0.539745,0.211973,1,2,0.144641
2037,0.366356,0.465915,0.167729,0.248161,0.539480,0.212359,1,2,0.144651
2038,0.366176,0.466176,0.167647,0.248039,0.539216,0.212745,1,2,0.144661
2039,0.365997,0.466438,0.167565,0.247918,0.538951,0.213131,1,2,0.144671
2040,0.365818,0.466699,0.167483,0.247796,0.538688,0.213516,1,2,0.144681
2041,0.365639,0.466960,0.167401,0.247675,0.538424,0.213901,1,2,0.144691
2042,0.365460,0.467221,0.167319,0.247554,0.538160,0.214286,1,2,0.144701
2043,0.365281,0.467482,0.167237,0.247433,0.537897,0.214670,1,2,0.144710
2044,0.365103,0.467742,0.167155,0.247312,0.537634,0.215054,1,2,0.144720
2045,0.364924,0.468002,0.167074,0.247191,0.537372,0.215437,1,2,0.144729
2046,0.364746,0.468262,0.166992,0.247070,0.537109,0.215820,1,2,0.144739
2047,0.364568,0.468521,0.166911,0.246950,0.536847,0.216203,1,2,0.144748
2048,0.364390,0.468780,0.166829,0.246829,0.536585,0.216585,1,2,0.144757
2049,0.364213,0.469039,0.166748,0.246709,0.536324,0.216967,1,2,0.144766
2050,0.364035,0.469298,0.166667,0.246589,0.536062,0.217349,1,2,0.144775
2051,0.363858,0.469557,0.166585,0.246469,0.535801,0.217730,1,2,0.144784
2052,0.363681,0.469815,0.166504,0.246349,0.535540,0.218111,1,2,0.144793
2053,0.363504,0.470073,0.166423,0.246229,0.535280,0.218491,1,2,0.144802
2054,0.363327,0.470331,0.166342,0.246109,0.535019,0.218872,1,2,0.144811
2055,0.363150,0.470588,0.166262,0.245989,0.534759,0.219251,1,2,0.144819
2056,0.362974,0.470845,0.166181,0.245870,0.534500,0.219631,1,2,0.144828
2057,0.362797,0.471102,0.166100,0.245750,0.534240,0.220010,1,2,0.144836
2058,0.362621,0.471359,0.166019,0.245631,0.533981,0.220388,1,2,0.144844
2059,0.362445,0.471616,0.165939,0.245512,0.533721,0.220767,1,2,0.144853
2060,0.362270,0.471872,0.165858,0.245393,0.533463,0.221145,1,2,0.144861
2061,0.362094,0.472128,0.165778,0.245274,0.533204,0.221522,1,2,0.144869
2062,0.361919,0.472384,0.165698,0.245155,0.532946,0.221899,1,2,0.144877
2063,0.361743,0.472639,0.165617,0.245036,0.532688,0.222276,1,2,0.144885
2064,0.361568,0.472894,0.165537,0.244918,0.532430,0.222652,1,2,0.144893
2065,0.361393,0.473149,0.165457,0.244799,0.532172,0.223029,1,2,0.144901
2066,0.361219,0.473404,0.165377,0.244681,0.531915,0.223404,1,2,0.144908
2067,0.361044,0.473659,0.165297,0.244563,0.531658,0.223780,1,2,0.144916
