iteration,p0_avg_heads,p0_avg_tails,p1_avg_heads,p1_avg_tails,p0_best_response,p1_best_response,full_exploitability
1094,0.515068,0.484932,0.493151,0.506849,1,1,2.191781e-02
1095,0.514599,0.485401,0.492701,0.507299,1,1,2.189781e-02
1096,0.514129,0.485871,0.492252,0.507748,1,1,2.187785e-02
1097,0.513661,0.486339,0.491803,0.508197,1,1,2.185792e-02
1098,0.513194,0.486806,0.491356,0.508644,1,1,2.183803e-02
1099,0.512727,0.487273,0.490909,0.509091,1,1,2.181818e-02
1100,0.512262,0.487738,0.490463,0.509537,1,1,2.179837e-02
1101,0.511797,0.488203,0.490018,0.509982,1,1,2.177858e-02
1102,0.511333,0.488667,0.489574,0.510426,1,1,2.175884e-02
1103,0.510870,0.489130,0.489130,0.510870,1,1,2.173913e-02
1104,0.510407,0.489593,0.488688,0.511312,1,1,2.171946e-02
1105,0.509946,0.490054,0.488246,0.511754,1,1,2.169982e-02
1106,0.509485,0.490515,0.487805,0.512195,1,1,2.168022e-02
1107,0.509025,0.490975,0.487365,0.512635,1,1,2.166065e-02
1108,0.508566,0.491434,0.486925,0.513075,1,1,2.164112e-02
1109,0.508108,0.491892,0.486486,0.513514,1,1,2.162162e-02
1110,0.507651,0.492349,0.486049,0.513951,1,1,2.160216e-02
1111,0.507194,0.492806,0.485612,0.514388,1,1,2.158273e-02
1112,0.506739,0.493261,0.485175,0.514825,1,1,2.156334e-02
1113,0.506284,0.493716,0.484740,0.515260,1,1,2.154399e-02
1114,0.505830,0.494170,0.484305,0.515695,1,1,2.152466e-02
1115,0.505376,0.494624,0.483871,0.516129,1,1,2.150538e-02
1116,0.504924,0.495076,0.483438,0.516562,1,1,2.148612e-02
1117,0.504472,0.495528,0.483005,0.516995,1,1,2.146691e-02
1118,0.504021,0.495979,0.482574,0.517426,1,1,2.144772e-02
1119,0.503571,0.496429,0.482143,0.517857,1,1,2.142857e-02
1120,0.503122,0.496878,0.481713,0.518287,1,1,2.140946e-02
1121,0.502674,0.497326,0.481283,0.518717,1,1,2.139037e-02
1122,0.502226,0.497774,0.480855,0.519145,1,1,2.137133e-02
1123,0.501779,0.498221,0.480427,0.519573,1,1,2.135231e-02
1124,0.501333,0.498667,0.480000,0.520000,1,1,2.133333e-02
1125,0.500888,0.499112,0.479574,0.520426,1,1,2.131439e-02
1126,0.500444,0.499556,0.479148,0.520852,1,1,2.129547e-02
1127,0.500000,0.500000,0.478723,0.521277,1,1,2.127660e-02
1128,0.499557,0.500443,0.479185,0.520815,1,0,2.125775e-02
1129,0.499115,0.500885,0.479646,0.520354,1,0,2.123894e-02
1130,0.498674,0.501326,0.480106,0.519894,1,0,2.122016e-02
1131,0.498233,0.501767,0.480565,0.519435,1,0,2.120141e-02
1132,0.497793,0.502207,0.481024,0.518976,1,0,2.118270e-02
1133,0.497354,0.502646,0.481481,0.518519,1,0,2.116402e-02
1134,0.496916,0.503084,0.481938,0.518062,1,0,2.114537e-02
1135,0.496479,0.503521,0.482394,0.517606,1,0,2.112676e-02
1136,0.496042,0.503958,0.482850,0.517150,1,0,2.110818e-02
1137,0.495606,0.504394,0.483304,0.516696,1,0,2.108963e-02
1138,0.495171,0.504829,0.483758,0.516242,1,0,2.107112e-02
1139,0.494737,0.505263,0.484211,0.515789,1,0,2.105263e-02
1140,0.494303,0.505697,0.484663,0.515337,1,0,2.103418e-02
1141,0.493870,0.506130,0.485114,0.514886,1,0,2.101576e-02
1142,0.493438,0.506562,0.485564,0.514436,1,0,2.099738e-02
1143,0.493007,0.506993,0.486014,0.513986,1,0,2.097902e-02
1144,0.492576,0.507424,0.486463,0.513537,1,0,2.096070e-02
1145,0.492147,0.507853,0.486911,0.513089,1,0,2.094241e-02
1146,0.491718,0.508282,0.487358,0.512642,1,0,2.092415e-02
1147,0.491289,0.508711,0.487805,0.512195,1,0,2.090592e-02
1148,0.490862,0.509138,0.488251,0.511749,1,0,2.088773e-02
1149,0.490435,0.509565,0.488696,0.511304,1,0,2.086957e-02
1150,0.490009,0.509991,0.489140,0.510860,1,0,2.085143e-02
1151,0.489583,0.510417,0.489583,0.510417,1,0,2.083333e-02
1152,0.489159,0.510841,0.490026,0.509974,1,0,2.081526e-02
1153,0.488735,0.511265,0.490468,0.509532,1,0,2.079723e-02
1154,0.488312,0.511688,0.490909,0.509091,1,0,2.077922e-02
1155,0.487889,0.512111,0.491349,0.508651,1,0,2.076125e-02
1156,0.487468,0.512532,0.491789,0.508211,1,0,2.074330e-02
1157,0.487047,0.512953,0.492228,0.507772,1,0,2.072539e-02
1158,0.486626,0.513374,0.492666,0.507334,1,0,2.070751e-02
1159,0.486207,0.513793,0.493103,0.506897,1,0,2.068966e-02
1160,0.485788,0.514212,0.493540,0.506460,1,0,2.067183e-02
1161,0.485370,0.514630,0.493976,0.506024,1,0,2.065404e-02
1162,0.484953,0.515047,0.494411,0.505589,1,0,2.063629e-02
1163,0.484536,0.515464,0.494845,0.505155,1,0,2.061856e-02
1164,0.484120,0.515880,0.495279,0.504721,1,0,2.060086e-02
1165,0.483705,0.516295,0.495712,0.504288,1,0,2.058319e-02
1166,0.483290,0.516710,0.496144,0.503856,1,0,2.056555e-02
1167,0.482877,0.517123,0.496575,0.503425,1,0,2.054795e-02
1168,0.482464,0.517536,0.497006,0.502994,1,0,2.053037e-02
1169,0.482051,0.517949,0.497436,0.502564,1,0,2.051282e-02
1170,0.481640,0.518360,0.497865,0.502135,1,0,2.049530e-02
1171,0.481229,0.518771,0.498294,0.501706,1,0,2.047782e-02
1172,0.480818,0.519182,0.498721,0.501279,1,0,2.046036e-02
1173,0.480409,0.519591,0.499148,0.500852,1,0,2.044293e-02
1174,0.480000,0.520000,0.499574,0.500426,1,0,2.042553e-02
1175,0.479592,0.520408,0.500000,0.500000,1,0,2.040816e-02
1176,0.480034,0.519966,0.500425,0.499575,0,0,2.039082e-02
1177,0.480475,0.519525,0.500849,0.499151,0,0,2.037351e-02
1178,0.480916,0.519084,0.501272,0.498728,0,0,2.035623e-02
1179,0.481356,0.518644,0.501695,0.498305,0,0,2.033898e-02
1180,0.481795,0.518205,0.502117,0.497883,0,0,2.032176e-02
1181,0.482234,0.517766,0.502538,0.497462,0,0,2.030457e-02
1182,0.482671,0.517329,0.502959,0.497041,0,0,2.028740e-02
1183,0.483108,0.516892,0.503378,0.496622,0,0,2.027027e-02
1184,0.483544,0.516456,0.503797,0.496203,0,0,2.025316e-02
1185,0.483980,0.516020,0.504216,0.495784,0,0,2.023609e-02
1186,0.484414,0.515586,0.504634,0.495366,0,0,2.021904e-02
1187,0.484848,0.515152,0.505051,0.494949,0,0,2.020202e-02
1188,0.485282,0.514718,0.505467,0.494533,0,0,2.018503e-02
1189,0.485714,0.514286,0.505882,0.494118,0,0,2.016807e-02
1190,0.486146,0.513854,0.506297,0.493703,0,0,2.015113e-02
1191,0.486577,0.513423,0.506711,0.493289,0,0,2.013423e-02
1192,0.487008,0.512992,0.507125,0.492875,0,0,2.011735e-02
1193,0.487437,0.512563,0.507538,0.492462,0,0,2.010050e-02
1194,0.487866,0.512134,0.507950,0.492050,0,0,2.008368e-02
1195,0.488294,0.511706,0.508361,0.491639,0,0,2.006689e-02
1196,0.488722,0.511278,0.508772,0.491228,0,0,2.005013e-02
1197,0.489149,0.510851,0.509182,0.490818,0,0,2.003339e-02
1198,0.489575,0.510425,0.509591,0.490409,0,0,2.001668e-02
1199,0.490000,0.510000,0.510000,0.490000,0,0,2.000000e-02
1200,0.490425,0.509575,0.510408,0.489592,0,0,1.998335e-02
1201,0.490849,0.509151,0.510815,0.489185,0,0,1.996672e-02
1202,0.491272,0.508728,0.511222,0.488778,0,0,1.995012e-02
1203,0.491694,0.508306,0.511628,0.488372,0,0,1.993355e-02
1204,0.492116,0.507884,0.512033,0.487967,0,0,1.991701e-02
1205,0.492537,0.507463,0.512438,0.487562,0,0,1.990050e-02
1206,0.492958,0.507042,0.512842,0.487158,0,0,1.988401e-02
1207,0.493377,0.506623,0.513245,0.486755,0,0,1.986755e-02
1208,0.493797,0.506203,0.513648,0.486352,0,0,1.985112e-02
1209,0.494215,0.505785,0.514050,0.485950,0,0,1.983471e-02
1210,0.494633,0.505367,0.514451,0.485549,0,0,1.981833e-02
1211,0.495050,0.504950,0.514851,0.485149,0,0,1.980198e-02
1212,0.495466,0.504534,0.515251,0.484749,0,0,1.978566e-02
1213,0.495881,0.504119,0.515651,0.484349,0,0,1.976936e-02
1214,0.496296,0.503704,0.516049,0.483951,0,0,1.975309e-02
1215,0.496711,0.503289,0.516447,0.483553,0,0,1.973684e-02
1216,0.497124,0.502876,0.516845,0.483155,0,0,1.972062e-02
1217,0.497537,0.502463,0.517241,0.482759,0,0,1.970443e-02
1218,0.497949,0.502051,0.517637,0.482363,0,0,1.968827e-02
1219,0.498361,0.501639,0.518033,0.481967,0,0,1.967213e-02
1220,0.498771,0.501229,0.518428,0.481572,0,0,1.965602e-02
1221,0.499182,0.500818,0.518822,0.481178,0,0,1.963993e-02
1222,0.499591,0.500409,0.519215,0.480785,0,0,1.962388e-02
1223,0.500000,0.500000,0.519608,0.480392,0,0,1.960784e-02
1224,0.500408,0.499592,0.520000,0.480000,0,0,2.040816e-02
1225,0.500816,0.499184,0.519576,0.480424,0,1,2.039152e-02
1226,0.501222,0.498778,0.519152,0.480848,0,1,2.037490e-02
1227,0.501629,0.498371,0.518730,0.481270,0,1,2.035831e-02
1228,0.502034,0.497966,0.518308,0.481692,0,1,2.034174e-02
1229,0.502439,0.497561,0.517886,0.482114,0,1,2.032520e-02
1230,0.502843,0.497157,0.517465,0.482535,0,1,2.030869e-02
1231,0.503247,0.496753,0.517045,0.482955,0,1,2.029221e-02
1232,0.503650,0.496350,0.516626,0.483374,0,1,2.027575e-02
1233,0.504052,0.495948,0.516207,0.483793,0,1,2.025932e-02
1234,0.504453,0.495547,0.515789,0.484211,0,1,2.024291e-02
1235,0.504854,0.495146,0.515372,0.484628,0,1,2.022654e-02
1236,0.505255,0.494745,0.514956,0.485044,0,1,2.021019e-02
1237,0.505654,0.494346,0.514540,0.485460,0,1,2.019386e-02
1238,0.506053,0.493947,0.514124,0.485876,0,1,2.017756e-02
1239,0.506452,0.493548,0.513710,0.486290,0,1,2.016129e-02
1240,0.506849,0.493151,0.513296,0.486704,0,1,2.014504e-02
1241,0.507246,0.492754,0.512882,0.487118,0,1,2.012882e-02
1242,0.507643,0.492357,0.512470,0.487530,0,1,2.011263e-02
1243,0.508039,0.491961,0.512058,0.487942,0,1,2.009646e-02
1244,0.508434,0.491566,0.511647,0.488353,0,1,2.008032e-02
1245,0.508828,0.491172,0.511236,0.488764,0,1,2.006421e-02
1246,0.509222,0.490778,0.510826,0.489174,0,1,2.004812e-02
1247,0.509615,0.490385,0.510417,0.489583,0,1,2.003205e-02
1248,0.510008,0.489992,0.510008,0.489992,0,1,2.001601e-02
1249,0.510400,0.489600,0.509600,0.490400,0,1,2.000000e-02
1250,0.510791,0.489209,0.509193,0.490807,0,1,1.998401e-02
1251,0.511182,0.488818,0.508786,0.491214,0,1,1.996805e-02
1252,0.511572,0.488428,0.508380,0.491620,0,1,1.995211e-02
1253,0.511962,0.488038,0.507974,0.492026,0,1,1.993620e-02
1254,0.512351,0.487649,0.507570,0.492430,0,1,1.992032e-02
1255,0.512739,0.487261,0.507166,0.492834,0,1,1.990446e-02
1256,0.513126,0.486874,0.506762,0.493238,0,1,1.988862e-02
1257,0.513514,0.486486,0.506359,0.493641,0,1,1.987281e-02
1258,0.513900,0.486100,0.505957,0.494043,0,1,1.985703e-02
1259,0.514286,0.485714,0.505556,0.494444,0,1,1.984127e-02
1260,0.514671,0.485329,0.505155,0.494845,0,1,1.982554e-02
1261,0.515055,0.484945,0.504754,0.495246,0,1,1.980983e-02
1262,0.515439,0.484561,0.504355,0.495645,0,1,1.979414e-02
1263,0.515823,0.484177,0.503956,0.496044,0,1,1.977848e-02
1264,0.516206,0.483794,0.503557,0.496443,0,1,1.976285e-02
1265,0.516588,0.483412,0.503160,0.496840,0,1,1.974724e-02
1266,0.516969,0.483031,0.502762,0.497238,0,1,1.973165e-02
1267,0.517350,0.482650,0.502366,0.497634,0,1,1.971609e-02
1268,0.517730,0.482270,0.501970,0.498030,0,1,1.970055e-02
1269,0.518110,0.481890,0.501575,0.498425,0,1,1.968504e-02
1270,0.518489,0.481511,0.501180,0.498820,0,1,1.966955e-02
1271,0.518868,0.481132,0.500786,0.499214,0,1,1.965409e-02
1272,0.519246,0.480754,0.500393,0.499607,0,1,1.963865e-02
1273,0.519623,0.480377,0.500000,0.500000,0,1,1.962323e-02
1274,0.520000,0.480000,0.499608,0.500392,0,1,2.039216e-02
1275,0.519592,0.480408,0.499216,0.500784,1,1,2.037618e-02
1276,0.519186,0.480814,0.498825,0.501175,1,1,2.036022e-02
1277,0.518779,0.481221,0.498435,0.501565,1,1,2.034429e-02
1278,0.518374,0.481626,0.498045,0.501955,1,1,2.032838e-02
1279,0.517969,0.482031,0.497656,0.502344,1,1,2.031250e-02
1280,0.517564,0.482436,0.497268,0.502732,1,1,2.029664e-02
1281,0.517161,0.482839,0.496880,0.503120,1,1,2.028081e-02
1282,0.516758,0.483242,0.496493,0.503507,1,1,2.026500e-02
1283,0.516355,0.483645,0.496106,0.503894,1,1,2.024922e-02
1284,0.515953,0.484047,0.495720,0.504280,1,1,2.023346e-02
1285,0.515552,0.484448,0.495334,0.504666,1,1,2.021773e-02
1286,0.515152,0.484848,0.494949,0.505051,1,1,2.020202e-02
1287,0.514752,0.485248,0.494565,0.505435,1,1,2.018634e-02
1288,0.514352,0.485648,0.494182,0.505818,1,1,2.017067e-02
1289,0.513953,0.486047,0.493798,0.506202,1,1,2.015504e-02
1290,0.513555,0.486445,0.493416,0.506584,1,1,2.013943e-02
1291,0.513158,0.486842,0.493034,0.506966,1,1,2.012384e-02
1292,0.512761,0.487239,0.492653,0.507347,1,1,2.010828e-02
1293,0.512365,0.487635,0.492272,0.507728,1,1,2.009274e-02
1294,0.511969,0.488031,0.491892,0.508108,1,1,2.007722e-02
1295,0.511574,0.488426,0.491512,0.508488,1,1,2.006173e-02
1296,0.511180,0.488820,0.491133,0.508867,1,1,2.004626e-02
1297,0.510786,0.489214,0.490755,0.509245,1,1,2.003082e-02
1298,0.510393,0.489607,0.490377,0.509623,1,1,2.001540e-02
1299,0.510000,0.490000,0.490000,0.510000,1,1,2.000000e-02
1300,0.509608,0.490392,0.489623,0.510377,1,1,1.998463e-02
1301,0.509217,0.490783,0.489247,0.510753,1,1,1.996928e-02
1302,0.508826,0.491174,0.488872,0.511128,1,1,1.995395e-02
1303,0.508436,0.491564,0.488497,0.511503,1,1,1.993865e-02
1304,0.508046,0.491954,0.488123,0.511877,1,1,1.992337e-02
1305,0.507657,0.492343,0.487749,0.512251,1,1,1.990812e-02
1306,0.507269,0.492731,0.487376,0.512624,1,1,1.989288e-02
1307,0.506881,0.493119,0.487003,0.512997,1,1,1.987768e-02
1308,0.506494,0.493506,0.486631,0.513369,1,1,1.986249e-02
1309,0.506107,0.493893,0.486260,0.513740,1,1,1.984733e-02
1310,0.505721,0.494279,0.485889,0.514111,1,1,1.983219e-02
1311,0.505335,0.494665,0.485518,0.514482,1,1,1.981707e-02
1312,0.504950,0.495050,0.485149,0.514851,1,1,1.980198e-02
1313,0.504566,0.495434,0.484779,0.515221,1,1,1.978691e-02
1314,0.504183,0.495817,0.484411,0.515589,1,1,1.977186e-02
1315,0.503799,0.496201,0.484043,0.515957,1,1,1.975684e-02
1316,0.503417,0.496583,0.483675,0.516325,1,1,1.974184e-02
1317,0.503035,0.496965,0.483308,0.516692,1,1,1.972686e-02
1318,0.502654,0.497346,0.482942,0.517058,1,1,1.971190e-02
1319,0.502273,0.497727,0.482576,0.517424,1,1,1.969697e-02
1320,0.501893,0.498107,0.482210,0.517790,1,1,1.968206e-02
1321,0.501513,0.498487,0.481846,0.518154,1,1,1.966717e-02
1322,0.501134,0.498866,0.481481,0.518519,1,1,1.965231e-02
1323,0.500755,0.499245,0.481118,0.518882,1,1,1.963746e-02
1324,0.500377,0.499623,0.480755,0.519245,1,1,1.962264e-02
1325,0.500000,0.500000,0.480392,0.519608,1,1,1.960784e-02
1326,0.499623,0.500377,0.480784,0.519216,1,0,1.959307e-02
1327,0.499247,0.500753,0.481175,0.518825,1,0,1.957831e-02
1328,0.498871,0.501129,0.481565,0.518435,1,0,1.956358e-02
1329,0.498496,0.501504,0.481955,0.518045,1,0,1.954887e-02
1330,0.498122,0.501878,0.482344,0.517656,1,0,1.953418e-02
1331,0.497748,0.502252,0.482733,0.517267,1,0,1.951952e-02
1332,0.497374,0.502626,0.483121,0.516879,1,0,1.950488e-02
1333,0.497001,0.502999,0.483508,0.516492,1,0,1.949025e-02
1334,0.496629,0.503371,0.483895,0.516105,1,0,1.947566e-02
1335,0.496257,0.503743,0.484281,0.515719,1,0,1.946108e-02
1336,0.495886,0.504114,0.484667,0.515333,1,0,1.944652e-02
1337,0.495516,0.504484,0.485052,0.514948,1,0,1.943199e-02
1338,0.495146,0.504854,0.485437,0.514563,1,0,1.941748e-02
1339,0.494776,0.505224,0.485821,0.514179,1,0,1.940299e-02
1340,0.494407,0.505593,0.486204,0.513796,1,0,1.938852e-02
1341,0.494039,0.505961,0.486587,0.513413,1,0,1.937407e-02
1342,0.493671,0.506329,0.486969,0.513031,1,0,1.935964e-02
1343,0.493304,0.506696,0.487351,0.512649,1,0,1.934524e-02
1344,0.492937,0.507063,0.487732,0.512268,1,0,1.933086e-02
1345,0.492571,0.507429,0.488113,0.511887,1,0,1.931649e-02
1346,0.492205,0.507795,0.488493,0.511507,1,0,1.930215e-02
1347,0.491840,0.508160,0.488872,0.511128,1,0,1.928783e-02
1348,0.491475,0.508525,0.489251,0.510749,1,0,1.927354e-02
1349,0.491111,0.508889,0.489630,0.510370,1,0,1.925926e-02
1350,0.490748,0.509252,0.490007,0.509993,1,0,1.924500e-02
1351,0.490385,0.509615,0.490385,0.509615,1,0,1.923077e-02
1352,0.490022,0.509978,0.490761,0.509239,1,0,1.921656e-02
1353,0.489660,0.510340,0.491137,0.508863,1,0,1.920236e-02
1354,0.489299,0.510701,0.491513,0.508487,1,0,1.918819e-02
1355,0.488938,0.511062,0.491888,0.508112,1,0,1.917404e-02
1356,0.488578,0.511422,0.492262,0.507738,1,0,1.915991e-02
1357,0.488218,0.511782,0.492636,0.507364,1,0,1.914580e-02
1358,0.487859,0.512141,0.493010,0.506990,1,0,1.913171e-02
1359,0.487500,0.512500,0.493382,0.506618,1,0,1.911765e-02
1360,0.487142,0.512858,0.493755,0.506245,1,0,1.910360e-02
1361,0.486784,0.513216,0.494126,0.505874,1,0,1.908957e-02
1362,0.486427,0.513573,0.494497,0.505503,1,0,1.907557e-02
1363,0.486070,0.513930,0.494868,0.505132,1,0,1.906158e-02
1364,0.485714,0.514286,0.495238,0.504762,1,0,1.904762e-02
1365,0.485359,0.514641,0.495608,0.504392,1,0,1.903367e-02
1366,0.485004,0.514996,0.495977,0.504023,1,0,1.901975e-02
1367,0.484649,0.515351,0.496345,0.503655,1,0,1.900585e-02
1368,0.484295,0.515705,0.496713,0.503287,1,0,1.899196e-02
1369,0.483942,0.516058,0.497080,0.502920,1,0,1.897810e-02
1370,0.483589,0.516411,0.497447,0.502553,1,0,1.896426e-02
1371,0.483236,0.516764,0.497813,0.502187,1,0,1.895044e-02
1372,0.482884,0.517116,0.498179,0.501821,1,0,1.893664e-02
1373,0.482533,0.517467,0.498544,0.501456,1,0,1.892285e-02
1374,0.482182,0.517818,0.498909,0.501091,1,0,1.890909e-02
1375,0.481831,0.518169,0.499273,0.500727,1,0,1.889535e-02
1376,0.481481,0.518519,0.499637,0.500363,1,0,1.888163e-02
1377,0.481132,0.518868,0.500000,0.500000,1,0,1.886792e-02
1378,0.481508,0.518492,0.500363,0.499637,0,0,1.885424e-02
1379,0.481884,0.518116,0.500725,0.499275,0,0,1.884058e-02
1380,0.482259,0.517741,0.501086,0.498914,0,0,1.882694e-02
1381,0.482634,0.517366,0.501447,0.498553,0,0,1.881331e-02
1382,0.483008,0.516992,0.501808,0.498192,0,0,1.879971e-02
1383,0.483382,0.516618,0.502168,0.497832,0,0,1.878613e-02
1384,0.483755,0.516245,0.502527,0.497473,0,0,1.877256e-02
1385,0.484127,0.515873,0.502886,0.497114,0,0,1.875902e-02
1386,0.484499,0.515501,0.503244,0.496756,0,0,1.874549e-02
1387,0.484870,0.515130,0.503602,0.496398,0,0,1.873199e-02
1388,0.485241,0.514759,0.503960,0.496040,0,0,1.871850e-02
1389,0.485612,0.514388,0.504317,0.495683,0,0,1.870504e-02
1390,0.485981,0.514019,0.504673,0.495327,0,0,1.869159e-02
1391,0.486351,0.513649,0.505029,0.494971,0,0,1.867816e-02
1392,0.486719,0.513281,0.505384,0.494616,0,0,1.866475e-02
1393,0.487088,0.512912,0.505739,0.494261,0,0,1.865136e-02
1394,0.487455,0.512545,0.506093,0.493907,0,0,1.863799e-02
1395,0.487822,0.512178,0.506447,0.493553,0,0,1.862464e-02
1396,0.488189,0.511811,0.506800,0.493200,0,0,1.861131e-02
1397,0.488555,0.511445,0.507153,0.492847,0,0,1.859800e-02
1398,0.488921,0.511079,0.507505,0.492495,0,0,1.858470e-02
1399,0.489286,0.510714,0.507857,0.492143,0,0,1.857143e-02
1400,0.489650,0.510350,0.508208,0.491792,0,0,1.855817e-02
1401,0.490014,0.509986,0.508559,0.491441,0,0,1.854494e-02
1402,0.490378,0.509622,0.508909,0.491091,0,0,1.853172e-02
1403,0.490741,0.509259,0.509259,0.490741,0,0,1.851852e-02
1404,0.491103,0.508897,0.509609,0.490391,0,0,1.850534e-02
1405,0.491465,0.508535,0.509957,0.490043,0,0,1.849218e-02
1406,0.491827,0.508173,0.510306,0.489694,0,0,1.847903e-02
1407,0.492188,0.507812,0.510653,0.489347,0,0,1.846591e-02
1408,0.492548,0.507452,0.511001,0.488999,0,0,1.845280e-02
1409,0.492908,0.507092,0.511348,0.488652,0,0,1.843972e-02
1410,0.493267,0.506733,0.511694,0.488306,0,0,1.842665e-02
1411,0.493626,0.506374,0.512040,0.487960,0,0,1.841360e-02
1412,0.493984,0.506016,0.512385,0.487615,0,0,1.840057e-02
1413,0.494342,0.505658,0.512730,0.487270,0,0,1.838755e-02
1414,0.494700,0.505300,0.513074,0.486926,0,0,1.837456e-02
1415,0.495056,0.504944,0.513418,0.486582,0,0,1.836158e-02
1416,0.495413,0.504587,0.513761,0.486239,0,0,1.834862e-02
1417,0.495769,0.504231,0.514104,0.485896,0,0,1.833568e-02
1418,0.496124,0.503876,0.514447,0.485553,0,0,1.832276e-02
1419,0.496479,0.503521,0.514789,0.485211,0,0,1.830986e-02
1420,0.496833,0.503167,0.515130,0.484870,0,0,1.829697e-02
1421,0.497187,0.502813,0.515471,0.484529,0,0,1.828411e-02
1422,0.497540,0.502460,0.515812,0.484188,0,0,1.827126e-02
1423,0.497893,0.502107,0.516152,0.483848,0,0,1.825843e-02
1424,0.498246,0.501754,0.516491,0.483509,0,0,1.824561e-02
1425,0.498597,0.501403,0.516830,0.483170,0,0,1.823282e-02
1426,0.498949,0.501051,0.517169,0.482831,0,0,1.822004e-02
1427,0.499300,0.500700,0.517507,0.482493,0,0,1.820728e-02
1428,0.499650,0.500350,0.517845,0.482155,0,0,1.819454e-02
1429,0.500000,0.500000,0.518182,0.481818,0,0,1.818182e-02
1430,0.500349,0.499651,0.518519,0.481481,0,0,1.886792e-02
1431,0.500698,0.499302,0.518156,0.481844,0,1,1.885475e-02
1432,0.501047,0.498953,0.517795,0.482205,0,1,1.884159e-02
1433,0.501395,0.498605,0.517434,0.482566,0,1,1.882845e-02
1434,0.501742,0.498258,0.517073,0.482927,0,1,1.881533e-02
1435,0.502089,0.497911,0.516713,0.483287,0,1,1.880223e-02
1436,0.502436,0.497564,0.516354,0.483646,0,1,1.878914e-02
1437,0.502782,0.497218,0.515994,0.484006,0,1,1.877608e-02
1438,0.503127,0.496873,0.515636,0.484364,0,1,1.876303e-02
1439,0.503472,0.496528,0.515278,0.484722,0,1,1.875000e-02
1440,0.503817,0.496183,0.514920,0.485080,0,1,1.873699e-02
1441,0.504161,0.495839,0.514563,0.485437,0,1,1.872399e-02
1442,0.504505,0.495495,0.514207,0.485793,0,1,1.871102e-02
1443,0.504848,0.495152,0.513850,0.486150,0,1,1.869806e-02
1444,0.505190,0.494810,0.513495,0.486505,0,1,1.868512e-02
1445,0.505533,0.494467,0.513140,0.486860,0,1,1.867220e-02
1446,0.505874,0.494126,0.512785,0.487215,0,1,1.865930e-02
1447,0.506215,0.493785,0.512431,0.487569,0,1,1.864641e-02
1448,0.506556,0.493444,0.512077,0.487923,0,1,1.863354e-02
1449,0.506897,0.493103,0.511724,0.488276,0,1,1.862069e-02
1450,0.507236,0.492764,0.511371,0.488629,0,1,1.860786e-02
1451,0.507576,0.492424,0.511019,0.488981,0,1,1.859504e-02
1452,0.507915,0.492085,0.510668,0.489332,0,1,1.858224e-02
1453,0.508253,0.491747,0.510316,0.489684,0,1,1.856946e-02
1454,0.508591,0.491409,0.509966,0.490034,0,1,1.855670e-02
1455,0.508929,0.491071,0.509615,0.490385,0,1,1.854396e-02
1456,0.509266,0.490734,0.509266,0.490734,0,1,1.853123e-02
1457,0.509602,0.490398,0.508916,0.491084,0,1,1.851852e-02
1458,0.509938,0.490062,0.508568,0.491432,0,1,1.850583e-02
1459,0.510274,0.489726,0.508219,0.491781,0,1,1.849315e-02
1460,0.510609,0.489391,0.507871,0.492129,0,1,1.848049e-02
1461,0.510944,0.489056,0.507524,0.492476,0,1,1.846785e-02
1462,0.511278,0.488722,0.507177,0.492823,0,1,1.845523e-02
1463,0.511612,0.488388,0.506831,0.493169,0,1,1.844262e-02
1464,0.511945,0.488055,0.506485,0.493515,0,1,1.843003e-02
1465,0.512278,0.487722,0.506139,0.493861,0,1,1.841746e-02
1466,0.512611,0.487389,0.505794,0.494206,0,1,1.840491e-02
1467,0.512943,0.487057,0.505450,0.494550,0,1,1.839237e-02
1468,0.513274,0.486726,0.505106,0.494894,0,1,1.837985e-02
1469,0.513605,0.486395,0.504762,0.495238,0,1,1.836735e-02
1470,0.513936,0.486064,0.504419,0.495581,0,1,1.835486e-02
1471,0.514266,0.485734,0.504076,0.495924,0,1,1.834239e-02
1472,0.514596,0.485404,0.503734,0.496266,0,1,1.832994e-02
1473,0.514925,0.485075,0.503392,0.496608,0,1,1.831750e-02
1474,0.515254,0.484746,0.503051,0.496949,0,1,1.830508e-02
1475,0.515583,0.484417,0.502710,0.497290,0,1,1.829268e-02
1476,0.515911,0.484089,0.502370,0.497630,0,1,1.828030e-02
1477,0.516238,0.483762,0.502030,0.497970,0,1,1.826793e-02
1478,0.516565,0.483435,0.501690,0.498310,0,1,1.825558e-02
1479,0.516892,0.483108,0.501351,0.498649,0,1,1.824324e-02
1480,0.517218,0.482782,0.501013,0.498987,0,1,1.823093e-02
1481,0.517544,0.482456,0.500675,0.499325,0,1,1.821862e-02
1482,0.517869,0.482131,0.500337,0.499663,0,1,1.820634e-02
1483,0.518194,0.481806,0.500000,0.500000,0,1,1.819407e-02
1484,0.518519,0.481481,0.499663,0.500337,0,1,1.885522e-02
1485,0.518170,0.481830,0.499327,0.500673,1,1,1.884253e-02
1486,0.517821,0.482179,0.498991,0.501009,1,1,1.882986e-02
1487,0.517473,0.482527,0.498656,0.501344,1,1,1.881720e-02
1488,0.517126,0.482874,0.498321,0.501679,1,1,1.880457e-02
1489,0.516779,0.483221,0.497987,0.502013,1,1,1.879195e-02
1490,0.516432,0.483568,0.497653,0.502347,1,1,1.877934e-02
1491,0.516086,0.483914,0.497319,0.502681,1,1,1.876676e-02
