iteration,p0_avg_heads,p0_avg_tails,p1_avg_heads,p1_avg_tails,p0_best_response,p1_best_response,full_exploitability
2760,0.511047,0.488953,0.502354,0.497646,0,1,1.340094e-02
2761,0.511224,0.488776,0.502172,0.497828,0,1,1.339609e-02
2762,0.511401,0.488599,0.501991,0.498009,0,1,1.339124e-02
2763,0.511577,0.488423,0.501809,0.498191,0,1,1.338640e-02
2764,0.511754,0.488246,0.501627,0.498373,0,1,1.338156e-02
2765,0.511931,0.488069,0.501446,0.498554,0,1,1.337672e-02
2766,0.512107,0.487893,0.501265,0.498735,0,1,1.337188e-02
2767,0.512283,0.487717,0.501084,0.498916,0,1,1.336705e-02
2768,0.512459,0.487541,0.500903,0.499097,0,1,1.336222e-02
2769,0.512635,0.487365,0.500722,0.499278,0,1,1.335740e-02
2770,0.512811,0.487189,0.500541,0.499459,0,1,1.335258e-02
2771,0.512987,0.487013,0.500361,0.499639,0,1,1.334776e-02
2772,0.513163,0.486837,0.500180,0.499820,0,1,1.334295e-02
2773,0.513338,0.486662,0.500000,0.500000,0,1,1.333814e-02
2774,0.513514,0.486486,0.499820,0.500180,0,1,1.369369e-02
2775,0.513329,0.486671,0.499640,0.500360,1,1,1.368876e-02
2776,0.513144,0.486856,0.499460,0.500540,1,1,1.368383e-02
2777,0.512959,0.487041,0.499280,0.500720,1,1,1.367891e-02
2778,0.512774,0.487226,0.499100,0.500900,1,1,1.367398e-02
2779,0.512590,0.487410,0.498921,0.501079,1,1,1.366906e-02
2780,0.512406,0.487594,0.498741,0.501259,1,1,1.366415e-02
2781,0.512221,0.487779,0.498562,0.501438,1,1,1.365924e-02
2782,0.512037,0.487963,0.498383,0.501617,1,1,1.365433e-02
2783,0.511853,0.488147,0.498204,0.501796,1,1,1.364943e-02
2784,0.511670,0.488330,0.498025,0.501975,1,1,1.364452e-02
2785,0.511486,0.488514,0.497846,0.502154,1,1,1.363963e-02
2786,0.511302,0.488698,0.497668,0.502332,1,1,1.363473e-02
2787,0.511119,0.488881,0.497489,0.502511,1,1,1.362984e-02
2788,0.510936,0.489064,0.497311,0.502689,1,1,1.362496e-02
2789,0.510753,0.489247,0.497133,0.502867,1,1,1.362007e-02
2790,0.510570,0.489430,0.496954,0.503046,1,1,1.361519e-02
2791,0.510387,0.489613,0.496777,0.503223,1,1,1.361032e-02
2792,0.510204,0.489796,0.496599,0.503401,1,1,1.360544e-02
2793,0.510021,0.489979,0.496421,0.503579,1,1,1.360057e-02
2794,0.509839,0.490161,0.496243,0.503757,1,1,1.359571e-02
2795,0.509657,0.490343,0.496066,0.503934,1,1,1.359084e-02
2796,0.509474,0.490526,0.495888,0.504112,1,1,1.358598e-02
2797,0.509292,0.490708,0.495711,0.504289,1,1,1.358113e-02
2798,0.509110,0.490890,0.495534,0.504466,1,1,1.357628e-02
2799,0.508929,0.491071,0.495357,0.504643,1,1,1.357143e-02
2800,0.508747,0.491253,0.495180,0.504820,1,1,1.356658e-02
2801,0.508565,0.491435,0.495004,0.504996,1,1,1.356174e-02
2802,0.508384,0.491616,0.494827,0.505173,1,1,1.355690e-02
2803,0.508203,0.491797,0.494650,0.505350,1,1,1.355207e-02
2804,0.508021,0.491979,0.494474,0.505526,1,1,1.354724e-02
2805,0.507840,0.492160,0.494298,0.505702,1,1,1.354241e-02
2806,0.507659,0.492341,0.494122,0.505878,1,1,1.353758e-02
2807,0.507479,0.492521,0.493946,0.506054,1,1,1.353276e-02
2808,0.507298,0.492702,0.493770,0.506230,1,1,1.352795e-02
2809,0.507117,0.492883,0.493594,0.506406,1,1,1.352313e-02
2810,0.506937,0.493063,0.493419,0.506581,1,1,1.351832e-02
2811,0.506757,0.493243,0.493243,0.506757,1,1,1.351351e-02
2812,0.506577,0.493423,0.493068,0.506932,1,1,1.350871e-02
2813,0.506397,0.493603,0.492893,0.507107,1,1,1.350391e-02
2814,0.506217,0.493783,0.492718,0.507282,1,1,1.349911e-02
2815,0.506037,0.493963,0.492543,0.507457,1,1,1.349432e-02
2816,0.505857,0.494143,0.492368,0.507632,1,1,1.348953e-02
2817,0.505678,0.494322,0.492193,0.507807,1,1,1.348474e-02
2818,0.505498,0.494502,0.492018,0.507982,1,1,1.347996e-02
2819,0.505319,0.494681,0.491844,0.508156,1,1,1.347518e-02
2820,0.505140,0.494860,0.491670,0.508330,1,1,1.347040e-02
2821,0.504961,0.495039,0.491495,0.508505,1,1,1.346563e-02
2822,0.504782,0.495218,0.491321,0.508679,1,1,1.346086e-02
2823,0.504603,0.495397,0.491147,0.508853,1,1,1.345609e-02
2824,0.504425,0.495575,0.490973,0.509027,1,1,1.345133e-02
2825,0.504246,0.495754,0.490800,0.509200,1,1,1.344657e-02
2826,0.504068,0.495932,0.490626,0.509374,1,1,1.344181e-02
2827,0.503890,0.496110,0.490453,0.509547,1,1,1.343706e-02
2828,0.503712,0.496288,0.490279,0.509721,1,1,1.343231e-02
2829,0.503534,0.496466,0.490106,0.509894,1,1,1.342756e-02
2830,0.503356,0.496644,0.489933,0.510067,1,1,1.342282e-02
2831,0.503178,0.496822,0.489760,0.510240,1,1,1.341808e-02
2832,0.503000,0.497000,0.489587,0.510413,1,1,1.341334e-02
2833,0.502823,0.497177,0.489414,0.510586,1,1,1.340861e-02
2834,0.502646,0.497354,0.489242,0.510758,1,1,1.340388e-02
2835,0.502468,0.497532,0.489069,0.510931,1,1,1.339915e-02
2836,0.502291,0.497709,0.488897,0.511103,1,1,1.339443e-02
2837,0.502114,0.497886,0.488724,0.511276,1,1,1.338971e-02
2838,0.501937,0.498063,0.488552,0.511448,1,1,1.338499e-02
2839,0.501761,0.498239,0.488380,0.511620,1,1,1.338028e-02
2840,0.501584,0.498416,0.488208,0.511792,1,1,1.337557e-02
2841,0.501407,0.498593,0.488037,0.511963,1,1,1.337087e-02
2842,0.501231,0.498769,0.487865,0.512135,1,1,1.336616e-02
2843,0.501055,0.498945,0.487693,0.512307,1,1,1.336146e-02
2844,0.500879,0.499121,0.487522,0.512478,1,1,1.335677e-02
2845,0.500703,0.499297,0.487351,0.512649,1,1,1.335207e-02
2846,0.500527,0.499473,0.487179,0.512821,1,1,1.334738e-02
2847,0.500351,0.499649,0.487008,0.512992,1,1,1.334270e-02
2848,0.500176,0.499824,0.486837,0.513163,1,1,1.333801e-02
2849,0.500000,0.500000,0.486667,0.513333,1,1,1.333333e-02
2850,0.499825,0.500175,0.486847,0.513153,1,0,1.332866e-02
2851,0.499649,0.500351,0.487027,0.512973,1,0,1.332398e-02
2852,0.499474,0.500526,0.487206,0.512794,1,0,1.331931e-02
2853,0.499299,0.500701,0.487386,0.512614,1,0,1.331465e-02
2854,0.499124,0.500876,0.487566,0.512434,1,0,1.330998e-02
2855,0.498950,0.501050,0.487745,0.512255,1,0,1.330532e-02
2856,0.498775,0.501225,0.487924,0.512076,1,0,1.330067e-02
2857,0.498600,0.501400,0.488104,0.511896,1,0,1.329601e-02
2858,0.498426,0.501574,0.488283,0.511717,1,0,1.329136e-02
2859,0.498252,0.501748,0.488462,0.511538,1,0,1.328671e-02
2860,0.498078,0.501922,0.488640,0.511360,1,0,1.328207e-02
2861,0.497904,0.502096,0.488819,0.511181,1,0,1.327743e-02
2862,0.497730,0.502270,0.488998,0.511002,1,0,1.327279e-02
2863,0.497556,0.502444,0.489176,0.510824,1,0,1.326816e-02
2864,0.497382,0.502618,0.489354,0.510646,1,0,1.326353e-02
2865,0.497209,0.502791,0.489532,0.510468,1,0,1.325890e-02
2866,0.497035,0.502965,0.489710,0.510290,1,0,1.325427e-02
2867,0.496862,0.503138,0.489888,0.510112,1,0,1.324965e-02
2868,0.496689,0.503311,0.490066,0.509934,1,0,1.324503e-02
2869,0.496516,0.503484,0.490244,0.509756,1,0,1.324042e-02
2870,0.496343,0.503657,0.490421,0.509579,1,0,1.323581e-02
2871,0.496170,0.503830,0.490599,0.509401,1,0,1.323120e-02
2872,0.495997,0.504003,0.490776,0.509224,1,0,1.322659e-02
2873,0.495825,0.504175,0.490953,0.509047,1,0,1.322199e-02
2874,0.495652,0.504348,0.491130,0.508870,1,0,1.321739e-02
2875,0.495480,0.504520,0.491307,0.508693,1,0,1.321280e-02
2876,0.495308,0.504692,0.491484,0.508516,1,0,1.320820e-02
2877,0.495136,0.504864,0.491661,0.508339,1,0,1.320361e-02
2878,0.494964,0.505036,0.491837,0.508163,1,0,1.319903e-02
2879,0.494792,0.505208,0.492014,0.507986,1,0,1.319444e-02
2880,0.494620,0.505380,0.492190,0.507810,1,0,1.318986e-02
2881,0.494448,0.505552,0.492366,0.507634,1,0,1.318529e-02
2882,0.494277,0.505723,0.492542,0.507458,1,0,1.318071e-02
2883,0.494105,0.505895,0.492718,0.507282,1,0,1.317614e-02
2884,0.493934,0.506066,0.492894,0.507106,1,0,1.317158e-02
2885,0.493763,0.506237,0.493070,0.506930,1,0,1.316701e-02
2886,0.493592,0.506408,0.493246,0.506754,1,0,1.316245e-02
2887,0.493421,0.506579,0.493421,0.506579,1,0,1.315789e-02
2888,0.493250,0.506750,0.493596,0.506404,1,0,1.315334e-02
2889,0.493080,0.506920,0.493772,0.506228,1,0,1.314879e-02
2890,0.492909,0.507091,0.493947,0.506053,1,0,1.314424e-02
2891,0.492739,0.507261,0.494122,0.505878,1,0,1.313970e-02
2892,0.492568,0.507432,0.494297,0.505703,1,0,1.313515e-02
2893,0.492398,0.507602,0.494471,0.505529,1,0,1.313062e-02
2894,0.492228,0.507772,0.494646,0.505354,1,0,1.312608e-02
2895,0.492058,0.507942,0.494820,0.505180,1,0,1.312155e-02
2896,0.491888,0.508112,0.494995,0.505005,1,0,1.311702e-02
2897,0.491718,0.508282,0.495169,0.504831,1,0,1.311249e-02
2898,0.491549,0.508451,0.495343,0.504657,1,0,1.310797e-02
2899,0.491379,0.508621,0.495517,0.504483,1,0,1.310345e-02
2900,0.491210,0.508790,0.495691,0.504309,1,0,1.309893e-02
2901,0.491041,0.508959,0.495865,0.504135,1,0,1.309442e-02
2902,0.490872,0.509128,0.496039,0.503961,1,0,1.308991e-02
2903,0.490702,0.509298,0.496212,0.503788,1,0,1.308540e-02
2904,0.490534,0.509466,0.496386,0.503614,1,0,1.308090e-02
2905,0.490365,0.509635,0.496559,0.503441,1,0,1.307639e-02
2906,0.490196,0.509804,0.496732,0.503268,1,0,1.307190e-02
2907,0.490028,0.509972,0.496905,0.503095,1,0,1.306740e-02
2908,0.489859,0.510141,0.497078,0.502922,1,0,1.306291e-02
2909,0.489691,0.510309,0.497251,0.502749,1,0,1.305842e-02
2910,0.489523,0.510477,0.497424,0.502576,1,0,1.305393e-02
2911,0.489354,0.510646,0.497596,0.502404,1,0,1.304945e-02
2912,0.489186,0.510814,0.497769,0.502231,1,0,1.304497e-02
2913,0.489019,0.510981,0.497941,0.502059,1,0,1.304049e-02
2914,0.488851,0.511149,0.498113,0.501887,1,0,1.303602e-02
2915,0.488683,0.511317,0.498285,0.501715,1,0,1.303155e-02
2916,0.488516,0.511484,0.498457,0.501543,1,0,1.302708e-02
2917,0.488348,0.511652,0.498629,0.501371,1,0,1.302262e-02
2918,0.488181,0.511819,0.498801,0.501199,1,0,1.301816e-02
2919,0.488014,0.511986,0.498973,0.501027,1,0,1.301370e-02
2920,0.487847,0.512153,0.499144,0.500856,1,0,1.300924e-02
2921,0.487680,0.512320,0.499316,0.500684,1,0,1.300479e-02
2922,0.487513,0.512487,0.499487,0.500513,1,0,1.300034e-02
2923,0.487346,0.512654,0.499658,0.500342,1,0,1.299590e-02
2924,0.487179,0.512821,0.499829,0.500171,1,0,1.299145e-02
2925,0.487013,0.512987,0.500000,0.500000,1,0,1.298701e-02
2926,0.487188,0.512812,0.500171,0.499829,0,0,1.298258e-02
2927,0.487363,0.512637,0.500342,0.499658,0,0,1.297814e-02
2928,0.487538,0.512462,0.500512,0.499488,0,0,1.297371e-02
2929,0.487713,0.512287,0.500683,0.499317,0,0,1.296928e-02
2930,0.487888,0.512112,0.500853,0.499147,0,0,1.296486e-02
2931,0.488063,0.511937,0.501023,0.498977,0,0,1.296044e-02
2932,0.488237,0.511763,0.501193,0.498807,0,0,1.295602e-02
2933,0.488412,0.511588,0.501363,0.498637,0,0,1.295160e-02
2934,0.488586,0.511414,0.501533,0.498467,0,0,1.294719e-02
2935,0.488760,0.511240,0.501703,0.498297,0,0,1.294278e-02
2936,0.488934,0.511066,0.501873,0.498127,0,0,1.293837e-02
2937,0.489108,0.510892,0.502042,0.497958,0,0,1.293397e-02
2938,0.489282,0.510718,0.502212,0.497788,0,0,1.292957e-02
2939,0.489456,0.510544,0.502381,0.497619,0,0,1.292517e-02
2940,0.489629,0.510371,0.502550,0.497450,0,0,1.292078e-02
2941,0.489803,0.510197,0.502719,0.497281,0,0,1.291638e-02
2942,0.489976,0.510024,0.502888,0.497112,0,0,1.291199e-02
2943,0.490149,0.509851,0.503057,0.496943,0,0,1.290761e-02
2944,0.490323,0.509677,0.503226,0.496774,0,0,1.290323e-02
2945,0.490496,0.509504,0.503394,0.496606,0,0,1.289885e-02
2946,0.490668,0.509332,0.503563,0.496437,0,0,1.289447e-02
2947,0.490841,0.509159,0.503731,0.496269,0,0,1.289009e-02
2948,0.491014,0.508986,0.503900,0.496100,0,0,1.288572e-02
2949,0.491186,0.508814,0.504068,0.495932,0,0,1.288136e-02
2950,0.491359,0.508641,0.504236,0.495764,0,0,1.287699e-02
2951,0.491531,0.508469,0.504404,0.495596,0,0,1.287263e-02
2952,0.491703,0.508297,0.504572,0.495428,0,0,1.286827e-02
2953,0.491875,0.508125,0.504739,0.495261,0,0,1.286391e-02
2954,0.492047,0.507953,0.504907,0.495093,0,0,1.285956e-02
2955,0.492219,0.507781,0.505074,0.494926,0,0,1.285521e-02
2956,0.492391,0.507609,0.505242,0.494758,0,0,1.285086e-02
2957,0.492563,0.507437,0.505409,0.494591,0,0,1.284652e-02
2958,0.492734,0.507266,0.505576,0.494424,0,0,1.284218e-02
2959,0.492905,0.507095,0.505743,0.494257,0,0,1.283784e-02
2960,0.493077,0.506923,0.505910,0.494090,0,0,1.283350e-02
2961,0.493248,0.506752,0.506077,0.493923,0,0,1.282917e-02
2962,0.493419,0.506581,0.506244,0.493756,0,0,1.282484e-02
2963,0.493590,0.506410,0.506410,0.493590,0,0,1.282051e-02
2964,0.493761,0.506239,0.506577,0.493423,0,0,1.281619e-02
2965,0.493931,0.506069,0.506743,0.493257,0,0,1.281187e-02
2966,0.494102,0.505898,0.506909,0.493091,0,0,1.280755e-02
2967,0.494272,0.505728,0.507075,0.492925,0,0,1.280323e-02
2968,0.494443,0.505557,0.507241,0.492759,0,0,1.279892e-02
2969,0.494613,0.505387,0.507407,0.492593,0,0,1.279461e-02
2970,0.494783,0.505217,0.507573,0.492427,0,0,1.279031e-02
2971,0.494953,0.505047,0.507739,0.492261,0,0,1.278600e-02
2972,0.495123,0.504877,0.507904,0.492096,0,0,1.278170e-02
2973,0.495293,0.504707,0.508070,0.491930,0,0,1.277740e-02
2974,0.495462,0.504538,0.508235,0.491765,0,0,1.277311e-02
2975,0.495632,0.504368,0.508401,0.491599,0,0,1.276882e-02
2976,0.495801,0.504199,0.508566,0.491434,0,0,1.276453e-02
2977,0.495970,0.504030,0.508731,0.491269,0,0,1.276024e-02
2978,0.496140,0.503860,0.508896,0.491104,0,0,1.275596e-02
2979,0.496309,0.503691,0.509060,0.490940,0,0,1.275168e-02
2980,0.496478,0.503522,0.509225,0.490775,0,0,1.274740e-02
2981,0.496647,0.503353,0.509390,0.490610,0,0,1.274313e-02
2982,0.496815,0.503185,0.509554,0.490446,0,0,1.273885e-02
2983,0.496984,0.503016,0.509718,0.490282,0,0,1.273458e-02
2984,0.497152,0.502848,0.509883,0.490117,0,0,1.273032e-02
2985,0.497321,0.502679,0.510047,0.489953,0,0,1.272605e-02
2986,0.497489,0.502511,0.510211,0.489789,0,0,1.272179e-02
2987,0.497657,0.502343,0.510375,0.489625,0,0,1.271754e-02
2988,0.497825,0.502175,0.510539,0.489461,0,0,1.271328e-02
2989,0.497993,0.502007,0.510702,0.489298,0,0,1.270903e-02
2990,0.498161,0.501839,0.510866,0.489134,0,0,1.270478e-02
2991,0.498329,0.501671,0.511029,0.488971,0,0,1.270053e-02
2992,0.498496,0.501504,0.511193,0.488807,0,0,1.269629e-02
2993,0.498664,0.501336,0.511356,0.488644,0,0,1.269205e-02
2994,0.498831,0.501169,0.511519,0.488481,0,0,1.268781e-02
2995,0.498999,0.501001,0.511682,0.488318,0,0,1.268358e-02
2996,0.499166,0.500834,0.511845,0.488155,0,0,1.267935e-02
2997,0.499333,0.500667,0.512008,0.487992,0,0,1.267512e-02
2998,0.499500,0.500500,0.512171,0.487829,0,0,1.267089e-02
2999,0.499667,0.500333,0.512333,0.487667,0,0,1.266667e-02
3000,0.499833,0.500167,0.512496,0.487504,0,0,1.266245e-02
3001,0.500000,0.500000,0.512658,0.487342,0,0,1.265823e-02
3002,0.500167,0.499833,0.512821,0.487179,0,0,1.298701e-02
3003,0.500333,0.499667,0.512650,0.487350,0,1,1.298269e-02
3004,0.500499,0.499501,0.512479,0.487521,0,1,1.297837e-02
3005,0.500665,0.499335,0.512309,0.487691,0,1,1.297405e-02
3006,0.500831,0.499169,0.512138,0.487862,0,1,1.296974e-02
3007,0.500997,0.499003,0.511968,0.488032,0,1,1.296543e-02
3008,0.501163,0.498837,0.511798,0.488202,0,1,1.296112e-02
3009,0.501329,0.498671,0.511628,0.488372,0,1,1.295681e-02
3010,0.501495,0.498505,0.511458,0.488542,0,1,1.295251e-02
3011,0.501660,0.498340,0.511288,0.488712,0,1,1.294821e-02
3012,0.501825,0.498175,0.511118,0.488882,0,1,1.294391e-02
3013,0.501991,0.498009,0.510949,0.489051,0,1,1.293962e-02
3014,0.502156,0.497844,0.510779,0.489221,0,1,1.293532e-02
3015,0.502321,0.497679,0.510610,0.489390,0,1,1.293103e-02
3016,0.502486,0.497514,0.510441,0.489559,0,1,1.292675e-02
3017,0.502651,0.497349,0.510272,0.489728,0,1,1.292247e-02
3018,0.502816,0.497184,0.510103,0.489897,0,1,1.291818e-02
3019,0.502980,0.497020,0.509934,0.490066,0,1,1.291391e-02
3020,0.503145,0.496855,0.509765,0.490235,0,1,1.290963e-02
3021,0.503309,0.496691,0.509596,0.490404,0,1,1.290536e-02
3022,0.503473,0.496527,0.509428,0.490572,0,1,1.290109e-02
3023,0.503638,0.496362,0.509259,0.490741,0,1,1.289683e-02
3024,0.503802,0.496198,0.509091,0.490909,0,1,1.289256e-02
3025,0.503966,0.496034,0.508923,0.491077,0,1,1.288830e-02
3026,0.504130,0.495870,0.508755,0.491245,0,1,1.288404e-02
3027,0.504293,0.495707,0.508587,0.491413,0,1,1.287979e-02
3028,0.504457,0.495543,0.508419,0.491581,0,1,1.287554e-02
3029,0.504620,0.495380,0.508251,0.491749,0,1,1.287129e-02
3030,0.504784,0.495216,0.508083,0.491917,0,1,1.286704e-02
3031,0.504947,0.495053,0.507916,0.492084,0,1,1.286280e-02
3032,0.505110,0.494890,0.507748,0.492252,0,1,1.285856e-02
3033,0.505274,0.494726,0.507581,0.492419,0,1,1.285432e-02
3034,0.505437,0.494563,0.507414,0.492586,0,1,1.285008e-02
3035,0.505599,0.494401,0.507246,0.492754,0,1,1.284585e-02
3036,0.505762,0.494238,0.507079,0.492921,0,1,1.284162e-02
3037,0.505925,0.494075,0.506912,0.493088,0,1,1.283739e-02
3038,0.506088,0.493912,0.506746,0.493254,0,1,1.283317e-02
3039,0.506250,0.493750,0.506579,0.493421,0,1,1.282895e-02
3040,0.506412,0.493588,0.506412,0.493588,0,1,1.282473e-02
3041,0.506575,0.493425,0.506246,0.493754,0,1,1.282051e-02
3042,0.506737,0.493263,0.506080,0.493920,0,1,1.281630e-02
3043,0.506899,0.493101,0.505913,0.494087,0,1,1.281209e-02
3044,0.507061,0.492939,0.505747,0.494253,0,1,1.280788e-02
3045,0.507223,0.492777,0.505581,0.494419,0,1,1.280368e-02
3046,0.507384,0.492616,0.505415,0.494585,0,1,1.279947e-02
3047,0.507546,0.492454,0.505249,0.494751,0,1,1.279528e-02
3048,0.507707,0.492293,0.505084,0.494916,0,1,1.279108e-02
3049,0.507869,0.492131,0.504918,0.495082,0,1,1.278689e-02
3050,0.508030,0.491970,0.504753,0.495247,0,1,1.278269e-02
3051,0.508191,0.491809,0.504587,0.495413,0,1,1.277851e-02
3052,0.508352,0.491648,0.504422,0.495578,0,1,1.277432e-02
3053,0.508513,0.491487,0.504257,0.495743,0,1,1.277014e-02
3054,0.508674,0.491326,0.504092,0.495908,0,1,1.276596e-02
3055,0.508835,0.491165,0.503927,0.496073,0,1,1.276178e-02
3056,0.508996,0.491004,0.503762,0.496238,0,1,1.275761e-02
3057,0.509156,0.490844,0.503597,0.496403,0,1,1.275343e-02
3058,0.509317,0.490683,0.503432,0.496568,0,1,1.274926e-02
3059,0.509477,0.490523,0.503268,0.496732,0,1,1.274510e-02
3060,0.509637,0.490363,0.503104,0.496896,0,1,1.274093e-02
3061,0.509798,0.490202,0.502939,0.497061,0,1,1.273677e-02
3062,0.509958,0.490042,0.502775,0.497225,0,1,1.273262e-02
3063,0.510117,0.489883,0.502611,0.497389,0,1,1.272846e-02
3064,0.510277,0.489723,0.502447,0.497553,0,1,1.272431e-02
3065,0.510437,0.489563,0.502283,0.497717,0,1,1.272016e-02
3066,0.510597,0.489403,0.502119,0.497881,0,1,1.271601e-02
3067,0.510756,0.489244,0.501956,0.498044,0,1,1.271186e-02
3068,0.510916,0.489084,0.501792,0.498208,0,1,1.270772e-02
3069,0.511075,0.488925,0.501629,0.498371,0,1,1.270358e-02
3070,0.511234,0.488766,0.501465,0.498535,0,1,1.269945e-02
3071,0.511393,0.488607,0.501302,0.498698,0,1,1.269531e-02
3072,0.511552,0.488448,0.501139,0.498861,0,1,1.269118e-02
3073,0.511711,0.488289,0.500976,0.499024,0,1,1.268705e-02
3074,0.511870,0.488130,0.500813,0.499187,0,1,1.268293e-02
3075,0.512029,0.487971,0.500650,0.499350,0,1,1.267880e-02
3076,0.512187,0.487813,0.500487,0.499513,0,1,1.267468e-02
3077,0.512346,0.487654,0.500325,0.499675,0,1,1.267057e-02
3078,0.512504,0.487496,0.500162,0.499838,0,1,1.266645e-02
3079,0.512662,0.487338,0.500000,0.500000,0,1,1.266234e-02
3080,0.512821,0.487179,0.499838,0.500162,0,1,1.298280e-02
3081,0.512654,0.487346,0.499676,0.500324,1,1,1.297859e-02
3082,0.512488,0.487512,0.499513,0.500487,1,1,1.297438e-02
3083,0.512322,0.487678,0.499351,0.500649,1,1,1.297017e-02
3084,0.512156,0.487844,0.499190,0.500810,1,1,1.296596e-02
3085,0.511990,0.488010,0.499028,0.500972,1,1,1.296176e-02
3086,0.511824,0.488176,0.498866,0.501134,1,1,1.295756e-02
3087,0.511658,0.488342,0.498705,0.501295,1,1,1.295337e-02
3088,0.511492,0.488508,0.498543,0.501457,1,1,1.294917e-02
3089,0.511327,0.488673,0.498382,0.501618,1,1,1.294498e-02
3090,0.511161,0.488839,0.498221,0.501779,1,1,1.294080e-02
3091,0.510996,0.489004,0.498060,0.501940,1,1,1.293661e-02
3092,0.510831,0.489169,0.497898,0.502102,1,1,1.293243e-02
3093,0.510666,0.489334,0.497738,0.502262,1,1,1.292825e-02
3094,0.510501,0.489499,0.497577,0.502423,1,1,1.292407e-02
3095,0.510336,0.489664,0.497416,0.502584,1,1,1.291990e-02
3096,0.510171,0.489829,0.497255,0.502745,1,1,1.291572e-02
3097,0.510006,0.489994,0.497095,0.502905,1,1,1.291156e-02
3098,0.509842,0.490158,0.496934,0.503066,1,1,1.290739e-02
3099,0.509677,0.490323,0.496774,0.503226,1,1,1.290323e-02
3100,0.509513,0.490487,0.496614,0.503386,1,1,1.289906e-02
3101,0.509349,0.490651,0.496454,0.503546,1,1,1.289491e-02
3102,0.509185,0.490815,0.496294,0.503706,1,1,1.289075e-02
3103,0.509021,0.490979,0.496134,0.503866,1,1,1.288660e-02
3104,0.508857,0.491143,0.495974,0.504026,1,1,1.288245e-02
3105,0.508693,0.491307,0.495815,0.504185,1,1,1.287830e-02
3106,0.508529,0.491471,0.495655,0.504345,1,1,1.287416e-02
3107,0.508366,0.491634,0.495495,0.504505,1,1,1.287001e-02
3108,0.508202,0.491798,0.495336,0.504664,1,1,1.286587e-02
3109,0.508039,0.491961,0.495177,0.504823,1,1,1.286174e-02
3110,0.507875,0.492125,0.495018,0.504982,1,1,1.285760e-02
3111,0.507712,0.492288,0.494859,0.505141,1,1,1.285347e-02
3112,0.507549,0.492451,0.494700,0.505300,1,1,1.284934e-02
3113,0.507386,0.492614,0.494541,0.505459,1,1,1.284522e-02
3114,0.507223,0.492777,0.494382,0.505618,1,1,1.284109e-02
3115,0.507060,0.492940,0.494223,0.505777,1,1,1.283697e-02
3116,0.506898,0.493102,0.494065,0.505935,1,1,1.283285e-02
3117,0.506735,0.493265,0.493906,0.506094,1,1,1.282874e-02
3118,0.506573,0.493427,0.493748,0.506252,1,1,1.282462e-02
3119,0.506410,0.493590,0.493590,0.506410,1,1,1.282051e-02
3120,0.506248,0.493752,0.493432,0.506568,1,1,1.281640e-02
3121,0.506086,0.493914,0.493274,0.506726,1,1,1.281230e-02
3122,0.505924,0.494076,0.493116,0.506884,1,1,1.280820e-02
3123,0.505762,0.494238,0.492958,0.507042,1,1,1.280410e-02
3124,0.505600,0.494400,0.492800,0.507200,1,1,1.280000e-02
3125,0.505438,0.494562,0.492642,0.507358,1,1,1.279591e-02
3126,0.505277,0.494723,0.492485,0.507515,1,1,1.279181e-02
3127,0.505115,0.494885,0.492327,0.507673,1,1,1.278772e-02
3128,0.504954,0.495046,0.492170,0.507830,1,1,1.278364e-02
3129,0.504792,0.495208,0.492013,0.507987,1,1,1.277955e-02
3130,0.504631,0.495369,0.491856,0.508144,1,1,1.277547e-02
3131,0.504470,0.495530,0.491699,0.508301,1,1,1.277139e-02
3132,0.504309,0.495691,0.491542,0.508458,1,1,1.276732e-02
3133,0.504148,0.495852,0.491385,0.508615,1,1,1.276324e-02
3134,0.503987,0.496013,0.491228,0.508772,1,1,1.275917e-02
3135,0.503827,0.496173,0.491071,0.508929,1,1,1.275510e-02
3136,0.503666,0.496334,0.490915,0.509085,1,1,1.275104e-02
3137,0.503505,0.496495,0.490758,0.509242,1,1,1.274697e-02
3138,0.503345,0.496655,0.490602,0.509398,1,1,1.274291e-02
3139,0.503185,0.496815,0.490446,0.509554,1,1,1.273885e-02
3140,0.503025,0.496975,0.490290,0.509710,1,1,1.273480e-02
3141,0.502864,0.497136,0.490134,0.509866,1,1,1.273074e-02
3142,0.502704,0.497296,0.489978,0.510022,1,1,1.272669e-02
3143,0.502545,0.497455,0.489822,0.510178,1,1,1.272265e-02
3144,0.502385,0.497615,0.489666,0.510334,1,1,1.271860e-02
3145,0.502225,0.497775,0.489510,0.510490,1,1,1.271456e-02
3146,0.502065,0.497935,0.489355,0.510645,1,1,1.271052e-02
3147,0.501906,0.498094,0.489199,0.510801,1,1,1.270648e-02
3148,0.501747,0.498253,0.489044,0.510956,1,1,1.270245e-02
3149,0.501587,0.498413,0.488889,0.511111,1,1,1.269841e-02
3150,0.501428,0.498572,0.488734,0.511266,1,1,1.269438e-02
3151,0.501269,0.498731,0.488579,0.511421,1,1,1.269036e-02
3152,0.501110,0.498890,0.488424,0.511576,1,1,1.268633e-02
3153,0.500951,0.499049,0.488269,0.511731,1,1,1.268231e-02
3154,0.500792,0.499208,0.488114,0.511886,1,1,1.267829e-02
3155,0.500634,0.499366,0.487959,0.512041,1,1,1.267427e-02
3156,0.500475,0.499525,0.487805,0.512195,1,1,1.267026e-02
3157,0.500317,0.499683,0.487650,0.512350,1,1,1.266624e-02
