step,p0_heads,p1_heads
11923,0.336661,0.443237
11924,0.317616,0.482787
11925,0.293908,0.441865
11926,0.342981,0.485367
11927,0.319175,0.525339
11928,0.365277,0.487561
11929,0.344359,0.521543
11930,0.396130,0.564071
11931,0.442098,0.599517
11932,0.411353,0.554543
11933,0.385744,0.515569
11934,0.353288,0.557017
11935,0.395777,0.587334
11936,0.433204,0.612601
11937,0.465645,0.633618
11938,0.493461,0.651094
11939,0.442407,0.682569
11940,0.473561,0.696413
11941,0.425767,0.721269
11942,0.459232,0.732184
11943,0.487981,0.741247
11944,0.512488,0.748791
11945,0.458422,0.767561
11946,0.510616,0.716740
11947,0.480075,0.671594
11948,0.454224,0.630508
11949,0.432437,0.594004
11950,0.488260,0.538483
11951,0.461138,0.505865
11952,0.512938,0.457875
11953,0.466949,0.504985
11954,0.502766,0.539030
11955,0.533203,0.567696
11956,0.484171,0.606583
11957,0.517435,0.629853
11958,0.561232,0.578206
11959,0.524006,0.537890
11960,0.552120,0.566627
11961,0.501352,0.605652
11962,0.458136,0.637816
11963,0.501149,0.590180
11964,0.537722,0.548275
11965,0.575397,0.586216
11966,0.532080,0.541069
11967,0.489582,0.576520
11968,0.528387,0.608247
11969,0.491144,0.565184
11970,0.524136,0.592415
11971,0.477230,0.627824
11972,0.445746,0.586494
11973,0.480642,0.609321
11974,0.510466,0.628359
11975,0.535767,0.644237
11976,0.557134,0.657489
11977,0.575134,0.668564
11978,0.621309,0.609173
11979,0.588688,0.573573
11980,0.632386,0.519306
11981,0.667921,0.472766
11982,0.613274,0.516412
11983,0.572970,0.478558
11984,0.537909,0.446558
11985,0.582048,0.407829
11986,0.618587,0.375768
11987,0.641414,0.420197
11988,0.670627,0.385986
11989,0.621115,0.432006
11990,0.576898,0.472102
11991,0.603517,0.442106
11992,0.553226,0.402526
11993,0.509561,0.369834
11994,0.472305,0.342941
11995,0.433524,0.389384
11996,0.474873,0.437164
11997,0.518151,0.404911
11998,0.478637,0.446511
11999,0.440715,0.408528
12000,0.409000,0.377061
12001,0.455501,0.351023
12002,0.421339,0.325912
12003,0.392869,0.305319
12004,0.432984,0.350299
12005,0.408546,0.332083
12006,0.388119,0.316982
12007,0.371057,0.304441
12008,0.356801,0.294004
12009,0.321141,0.350162
12010,0.358036,0.390642
12011,0.390797,0.426301
12012,0.348642,0.480529
12013,0.314555,0.527038
12014,0.287057,0.566236
12015,0.327192,0.596769
12016,0.297251,0.628674
12017,0.273089,0.654950
12018,0.253543,0.676571
12019,0.237673,0.694378
12020,0.224731,0.709073
12021,0.268901,0.730580
12022,0.320264,0.687455
12023,0.301101,0.633656
12024,0.280966,0.655581
12025,0.328330,0.614376
12026,0.371587,0.577985
12027,0.352427,0.597698
12028,0.406389,0.638147
12029,0.445930,0.601823
12030,0.406221,0.545432
12031,0.445784,0.512774
12032,0.406099,0.463788
12033,0.373285,0.422656
12034,0.419921,0.469205
12035,0.464951,0.434608
12036,0.506342,0.479548
12037,0.545037,0.443291
12038,0.503154,0.408644
12039,0.542348,0.379036
12040,0.575275,0.354550
12041,0.529209,0.327482
12042,0.489475,0.372380
12043,0.524836,0.351681
12044,0.491054,0.390856
12045,0.537251,0.445243
12046,0.576052,0.492582
12047,0.608330,0.532959
12048,0.635052,0.566964
12049,0.657137,0.595392
12050,0.683707,0.546269
12051,0.701191,0.578109
12052,0.722166,0.531213
12053,0.673714,0.566544
12054,0.696219,0.600191
12055,0.714282,0.555763
12056,0.732032,0.591229
12057,0.685429,0.547454
12058,0.708194,0.503423
12059,0.663350,0.465512
12060,0.690219,0.428405
12061,0.646935,0.397128
12062,0.676860,0.367000
12063,0.634853,0.341902
12064,0.667023,0.317921
12065,0.626016,0.298049
12066,0.659824,0.279118
12067,0.676534,0.325801
12068,0.703315,0.301770
12069,0.651855,0.350201
12070,0.675609,0.328925
12071,0.695117,0.311373
12072,0.645901,0.287800
12073,0.601435,0.268624
12074,0.562244,0.252974
12075,0.512431,0.299049
12076,0.478197,0.277781
12077,0.449246,0.260454
12078,0.424897,0.246288
12079,0.404479,0.234662
12080,0.364173,0.281652
12081,0.400787,0.330739
12082,0.383740,0.310916
12083,0.415358,0.354546
12084,0.400676,0.337051
12085,0.388335,0.322521
12086,0.344738,0.377989
12087,0.309599,0.427859
12088,0.281350,0.471476
12089,0.320127,0.513246
12090,0.355193,0.548628
12091,0.318011,0.585416
12092,0.375933,0.541370
12093,0.343330,0.572801
12094,0.384880,0.608493
12095,0.421597,0.637959
12096,0.475382,0.592238
12097,0.521603,0.552042
12098,0.479070,0.578652
12099,0.517875,0.617178
12100,0.482207,0.567008
12101,0.452016,0.523211
12102,0.501087,0.482309
12103,0.459179,0.519734
12104,0.426461,0.476587
12105,0.399137,0.440160
12106,0.437366,0.480095
12107,0.470475,0.514261
12108,0.521467,0.468361
12109,0.474896,0.512123
12110,0.435620,0.549201
12111,0.402840,0.580310
12112,0.445193,0.541859
12113,0.417122,0.568428
12114,0.453362,0.535603
12115,0.410543,0.483537
12116,0.460325,0.530277
12117,0.503313,0.569624
12118,0.541113,0.528848
12119,0.572891,0.493861
12120,0.599448,0.464156
12121,0.562080,0.494782
12122,0.603264,0.544363
12123,0.625314,0.511722
12124,0.643661,0.483887
12125,0.588687,0.435330
12126,0.540090,0.394974
12127,0.501190,0.433443
12128,0.459241,0.393415
12129,0.501011,0.443333
12130,0.461669,0.482998
12131,0.503089,0.526600
12132,0.463425,0.560249
12133,0.430051,0.588433
12134,0.468896,0.551281
12135,0.502232,0.519227
12136,0.530563,0.491846
12137,0.554498,0.468605
12138,0.574650,0.448952
12139,0.546374,0.473304
12140,0.563585,0.456567
12141,0.503740,0.403512
12142,0.452719,0.360077
12143,0.428669,0.393748
12144,0.386693,0.352138
12145,0.367213,0.386746
12146,0.421967,0.445664
12147,0.386378,0.403270
12148,0.428434,0.380960
12149,0.402952,0.417491
12150,0.439053,0.398276
12151,0.417219,0.429689
12152,0.472523,0.487314
12153,0.445354,0.514833
12154,0.476638,0.489216
12155,0.453499,0.512609
12156,0.433984,0.532454
12157,0.417553,0.549243
12158,0.371503,0.488774
12159,0.358265,0.512233
12160,0.347179,0.532135
12161,0.337884,0.548975
12162,0.368945,0.527326
12163,0.327140,0.466811
12164,0.387880,0.523233
12165,0.351381,0.471778
12166,0.321648,0.428465
12167,0.305545,0.465815
12168,0.282058,0.423488
12169,0.269359,0.461512
12170,0.258854,0.494206
12171,0.240819,0.447257
12172,0.232519,0.481995
12173,0.282276,0.529965
12174,0.329289,0.570344
12175,0.379135,0.530466
12176,0.353271,0.559903
12177,0.401447,0.599580
12178,0.371689,0.623552
12179,0.415925,0.584957
12180,0.463508,0.623842
12181,0.502851,0.585212
12182,0.536285,0.551511
12183,0.576811,0.596274
12184,0.610485,0.633131
12185,0.566616,0.652823
12186,0.520475,0.599744
12187,0.555706,0.558913
12188,0.517407,0.585098
12189,0.559386,0.622750
12190,0.514797,0.572529
12191,0.551482,0.531471
12192,0.512579,0.561771
12193,0.543803,0.526760
12194,0.495550,0.477789
12195,0.462400,0.511113
12196,0.509089,0.555874
12197,0.548683,0.593249
12198,0.507726,0.547548
12199,0.547637,0.505200
12200,0.506829,0.465593
12201,0.465669,0.506825
12202,0.431244,0.466969
12203,0.476235,0.431240
12204,0.440106,0.398320
12205,0.483882,0.369288
12206,0.449022,0.413237
12207,0.486299,0.388177
12208,0.443373,0.354799
12209,0.414208,0.396616
12210,0.451809,0.375590
12211,0.501348,0.429541
12212,0.468625,0.467032
12213,0.441010,0.499213
12214,0.417815,0.526582
12215,0.377187,0.474913
12216,0.358475,0.505933
12217,0.342899,0.532275
12218,0.399259,0.579367
12219,0.376840,0.601061
12220,0.358186,0.619197
12221,0.413026,0.656651
12222,0.461462,0.687042
12223,0.425863,0.634401
12224,0.393818,0.657289
12225,0.367269,0.676190
12226,0.409364,0.634959
12227,0.459499,0.667789
12228,0.497098,0.627417
12229,0.540410,0.661651
12230,0.572029,0.621929
12231,0.534370,0.638778
12232,0.576427,0.673285
12233,0.538172,0.686661
12234,0.490477,0.631068
12235,0.532464,0.660802
12236,0.493239,0.680546
12237,0.527605,0.638034
12238,0.556625,0.600084
12239,0.523471,0.618176
12240,0.495115,0.633303
12241,0.445186,0.574766
12242,0.421502,0.597004
12243,0.380573,0.542627
12244,0.417742,0.508511
12245,0.377483,0.461398
12246,0.344522,0.421854
12247,0.395271,0.467170
12248,0.366624,0.433424
12249,0.413378,0.398485
12250,0.381588,0.371051
12251,0.355330,0.348362
12252,0.333669,0.329598
12253,0.383861,0.303157
12254,0.428613,0.281654
12255,0.400780,0.330160
12256,0.450238,0.378521
12257,0.418830,0.425229
12258,0.465985,0.469674
12259,0.432010,0.510963
12260,0.397515,0.471126
12261,0.369909,0.512201
12262,0.417786,0.550259
12263,0.461895,0.507921
12264,0.499891,0.471820
12265,0.457354,0.432155
12266,0.421657,0.399090
12267,0.391930,0.371679
12268,0.367268,0.349004
12269,0.407738,0.390248
12270,0.386426,0.370538
12271,0.368644,0.354114
12272,0.333365,0.410613
12273,0.387618,0.374994
12274,0.428235,0.416330
12275,0.463560,0.452440
12276,0.419595,0.503205
12277,0.383175,0.546344
12278,0.424335,0.577104
12279,0.400188,0.539424
12280,0.363721,0.581292
12281,0.403564,0.606905
12282,0.438484,0.628228
12283,0.491990,0.574780
12284,0.522430,0.601477
12285,0.548183,0.623712
12286,0.519069,0.586589
12287,0.540991,0.605762
12288,0.590218,0.549150
12289,0.534864,0.590275
12290,0.502534,0.551761
12291,0.454806,0.592443
12292,0.489010,0.616950
12293,0.536416,0.565567
12294,0.565282,0.594567
12295,0.604448,0.545897
12296,0.636736,0.503787
12297,0.593352,0.464184
12298,0.627606,0.428708
12299,0.655762,0.399105
12300,0.678872,0.374501
12301,0.697855,0.354080
12302,0.718353,0.407063
12303,0.670741,0.374964
12304,0.627261,0.348507
12305,0.646755,0.393092
12306,0.608834,0.370104
12307,0.625764,0.408739
12308,0.639918,0.442509
12309,0.607537,0.422186
12310,0.650137,0.378402
12311,0.661823,0.413022
12312,0.695656,0.370898
12313,0.658963,0.354626
12314,0.626179,0.341053
12315,0.597356,0.329717
12316,0.572309,0.320234
12317,0.550717,0.312287
12318,0.532210,0.305619
12319,0.516406,0.300014
12320,0.502946,0.295296
12321,0.566111,0.264999
12322,0.502504,0.323150
12323,0.556285,0.295853
12324,0.527415,0.283243
12325,0.473072,0.336141
12326,0.523309,0.312348
12327,0.551902,0.358588
12328,0.593707,0.330709
12329,0.555920,0.311252
12330,0.523266,0.295218
12331,0.472759,0.346448
12332,0.445014,0.324203
12333,0.496041,0.301643
12334,0.528043,0.347805
12335,0.480309,0.398058
12336,0.514687,0.441668
12337,0.483260,0.413012
12338,0.437811,0.462299
12339,0.485770,0.425851
12340,0.526777,0.395476
12341,0.486686,0.364942
12342,0.452724,0.339805
12343,0.424185,0.319120
12344,0.400311,0.302077
12345,0.363600,0.353179
12346,0.333580,0.399485
12347,0.376493,0.446622
12348,0.414590,0.487492
12349,0.447816,0.522386
12350,0.476441,0.551888
12351,0.500902,0.576689
12352,0.479971,0.544149
12353,0.462231,0.516179
12354,0.522014,0.462694
12355,0.572404,0.417850
12356,0.541079,0.394825
12357,0.486982,0.448131
12358,0.460082,0.420139
12359,0.437391,0.396736
12360,0.418305,0.377204
12361,0.374258,0.432556
12362,0.408394,0.468487
12363,0.438135,0.499303
12364,0.421890,0.473204
12365,0.447340,0.499407
12366,0.508058,0.446903
12367,0.484841,0.425065
12368,0.432269,0.480631
12369,0.388706,0.528298
12370,0.442330,0.483534
12371,0.404960,0.524060
12372,0.446456,0.560698
12373,0.418943,0.520456
12374,0.381602,0.560714
12375,0.350910,0.594336
12376,0.394726,0.624209
12377,0.372201,0.580453
12378,0.424632,0.532786
12379,0.397082,0.493985
12380,0.435801,0.527879
12381,0.486255,0.481751
12382,0.445347,0.523704
12383,0.488316,0.484487
12384,0.453494,0.520153
12385,0.498647,0.561497
12386,0.460438,0.517132
12387,0.502807,0.477553
12388,0.541208,0.518868
12389,0.573487,0.553806
12390,0.608361,0.508882
12391,0.637172,0.470555
12392,0.592513,0.507550
12393,0.553278,0.538947
12394,0.519379,0.565404
12395,0.565039,0.606516
12396,0.603031,0.640336
12397,0.634393,0.668040
12398,0.658225,0.623274
12399,0.683184,0.654071
12400,0.703608,0.679281
12401,0.720354,0.699924
12402,0.675870,0.654279
12403,0.623466,0.681402
12404,0.651271,0.632328
12405,0.674507,0.658566
12406,0.629701,0.613224
12407,0.650070,0.636076
12408,0.666966,0.655034
12409,0.612628,0.684519
12410,0.572075,0.642903
12411,0.610039,0.588659
12412,0.641311,0.540734
12413,0.597391,0.501165
12414,0.621025,0.534645
12415,0.569130,0.575411
12416,0.603439,0.529461
12417,0.559739,0.489594
12418,0.521823,0.455790
12419,0.564022,0.416930
12420,0.525512,0.389192
12421,0.479731,0.438136
12422,0.446905,0.406838
12423,0.493641,0.374860
12424,0.529664,0.419303
12425,0.560056,0.458168
12426,0.598922,0.417392
12427,0.551116,0.464420
12428,0.584392,0.429604
12429,0.543491,0.469743
12430,0.497426,0.429662
12431,0.536993,0.474273
12432,0.497812,0.440102
12433,0.539369,0.404307
12434,0.499844,0.376452
12435,0.458628,0.424542
12436,0.499867,0.394380
12437,0.539670,0.441518
12438,0.573128,0.482467
12439,0.607105,0.442741
12440,0.635206,0.409522
12441,0.658396,0.381908
12442,0.677533,0.359014
12443,0.635927,0.399094
12444,0.582025,0.362531
12445,0.543408,0.402208
12446,0.495357,0.365082
12447,0.454546,0.334721
12448,0.420309,0.309937
12449,0.391786,0.289690
12450,0.360480,0.336507
12451,0.337637,0.311395
12452,0.312751,0.356382
12453,0.292408,0.396761
12454,0.275041,0.360621
12455,0.320569,0.411896
12456,0.296123,0.453442
12457,0.276218,0.489298
12458,0.259965,0.519877
12459,0.306017,0.490903
12460,0.356812,0.541171
12461,0.402734,0.583289
12462,0.443192,0.618182
12463,0.404385,0.642412
12464,0.444632,0.670305
12465,0.405579,0.689540
12466,0.445672,0.711592
12467,0.493768,0.666526
12468,0.459918,0.614830
12469,0.505986,0.571662
12470,0.545095,0.534064
12471,0.505088,0.561029
12472,0.545849,0.602525
12473,0.580041,0.636696
12474,0.612142,0.594923
12475,0.568197,0.617015
12476,0.595772,0.580956
12477,0.558068,0.599975
12478,0.525466,0.615910
12479,0.474603,0.557015
12480,0.521652,0.599022
12481,0.478408,0.548521
12482,0.518407,0.584478
12483,0.556394,0.541329
12484,0.588190,0.504132
12485,0.547992,0.535152
12486,0.575179,0.503512
12487,0.524206,0.455050
12488,0.480436,0.414481
12489,0.443440,0.380865
12490,0.412463,0.353149
12491,0.379156,0.399711
12492,0.354178,0.368677
12493,0.327578,0.413518
12494,0.375049,0.387647
12495,0.422801,0.438114
12496,0.466544,0.408134
12497,0.429633,0.374843
12498,0.397973,0.418159
12499,0.440078,0.392988
12500,0.402819,0.358752
12501,0.376432,0.400136
12502,0.425788,0.451734
12503,0.395502,0.488961
12504,0.436790,0.458938
12505,0.398994,0.416408
12506,0.446192,0.465076
12507,0.413816,0.428761
12508,0.386860,0.398470
12509,0.355264,0.445705
12510,0.329354,0.486677
12511,0.375995,0.453799
12512,0.346891,0.414521
12513,0.325064,0.454802
12514,0.301993,0.415355
12515,0.284753,0.455527
12516,0.266559,0.415959
12517,0.252966,0.456050
12518,0.238608,0.416395
12519,0.227861,0.456429
12520,0.274580,0.503262
12521,0.257322,0.537798
12522,0.302570,0.577151
12523,0.344349,0.609868
12524,0.313991,0.637476
12525,0.354699,0.663682
12526,0.391068,0.685198
12527,0.422980,0.702887
12528,0.406995,0.659507
12529,0.466954,0.606332
12530,0.518752,0.559003
12531,0.546733,0.591829
12532,0.589957,0.546314
12533,0.612862,0.581249
12534,0.631950,0.610331
12535,0.576798,0.640772
12536,0.601887,0.664050
12537,0.622805,0.683234
12538,0.657311,0.632478
12539,0.673982,0.657217
12540,0.701329,0.608918
12541,0.723504,0.566071
12542,0.741531,0.528830
12543,0.753547,0.571413
12544,0.710096,0.524513
12545,0.732500,0.486123
12546,0.690427,0.446064
12547,0.701875,0.488203
12548,0.727465,0.449371
12549,0.674324,0.489972
12550,0.697312,0.456925
12551,0.716109,0.429118
12552,0.731520,0.405822
12553,0.687070,0.439637
12554,0.700986,0.419683
12555,0.647417,0.376076
12556,0.598702,0.340498
12557,0.555658,0.311591
12558,0.518375,0.288114
12559,0.486506,0.269010
12560,0.534351,0.255617
12561,0.488530,0.299495
12562,0.529211,0.287297
12563,0.488855,0.264590
12564,0.450025,0.305998
12565,0.417473,0.343881
12566,0.384502,0.310213
12567,0.429674,0.366064
12568,0.401334,0.336427
12569,0.368024,0.379928
12570,0.345264,0.347768
12571,0.318733,0.390069
12572,0.297063,0.427403
12573,0.279759,0.386731
12574,0.262673,0.424482
12575,0.308825,0.477038
12576,0.286368,0.510314
12577,0.268070,0.538538
12578,0.253111,0.562343
12579,0.299834,0.606181
12580,0.343173,0.642174
12581,0.314294,0.660740
12582,0.356310,0.689351
12583,0.410209,0.647486
12584,0.449497,0.678588
12585,0.483415,0.703846
12586,0.531882,0.660677
12587,0.560598,0.689300
12588,0.510522,0.703989
12589,0.551579,0.663140
12590,0.508944,0.676210
12591,0.547407,0.705935
12592,0.581860,0.666887
12593,0.613410,0.698421
12594,0.569755,0.643369
12595,0.531746,0.593320
12596,0.573590,0.550209
12597,0.608371,0.512934
12598,0.565332,0.467866
12599,0.601528,0.436344
12600,0.555620,0.472676
12601,0.512513,0.429280
12602,0.475699,0.393204
12603,0.444598,0.363413
12604,0.418490,0.338880
12605,0.396645,0.318681
12606,0.359018,0.368733
12607,0.328325,0.413673
12608,0.379261,0.387696
12609,0.352423,0.426418
12610,0.330313,0.460076
12611,0.379805,0.511995
12612,0.352871,0.540901
12613,0.328094,0.490639
12614,0.375043,0.459930
12615,0.346290,0.417795
12616,0.393161,0.465920
12617,0.362876,0.504486
12618,0.338735,0.462384
12619,0.382614,0.503813
12620,0.350563,0.542860
12621,0.399704,0.503241
12622,0.371898,0.536456
12623,0.343961,0.489810
12624,0.390438,0.531003
12625,0.431611,0.565710
12626,0.467391,0.594725
12627,0.516497,0.546076
12628,0.558024,0.503981
12629,0.514024,0.539195
12630,0.474566,0.494276
12631,0.441256,0.456139
12632,0.478376,0.495135
12633,0.510133,0.528346
12634,0.481616,0.495864
12635,0.457463,0.468272
12636,0.511747,0.422124
12637,0.463820,0.473021
12638,0.497962,0.508261
12639,0.544078,0.463305
12640,0.508488,0.432438
12641,0.462634,0.480498
12642,0.498527,0.517212
12643,0.529064,0.548289
12644,0.498748,0.514632
12645,0.449901,0.560604
12646,0.409090,0.598908
12647,0.384401,0.558390
12648,0.363867,0.523304
12649,0.401246,0.549694
12650,0.433967,0.571914
12651,0.462252,0.590579
12652,0.518534,0.532840
12653,0.467897,0.577228
12654,0.499767,0.601523
12655,0.526868,0.621793
12656,0.549786,0.638697
12657,0.569106,0.652802
12658,0.615345,0.594788
12659,0.653107,0.543229
12660,0.615662,0.506556
12661,0.559175,0.550124
12662,0.509863,0.586587
12663,0.542609,0.615619
12664,0.508384,0.573805
12665,0.461383,0.610600
12666,0.507126,0.562862
12667,0.467157,0.594442
12668,0.508095,0.625947
12669,0.542829,0.651922
12670,0.506881,0.607696
12671,0.536429,0.630270
12672,0.505849,0.591940
12673,0.554583,0.538267
12674,0.521398,0.504048
12675,0.567612,0.457692
12676,0.518191,0.503441
12677,0.482831,0.467460
12678,0.527727,0.428420
12679,0.565568,0.395904
12680,0.597159,0.368959
12681,0.555822,0.411159
12682,0.508648,0.375593
12683,0.472674,0.417013
12684,0.442304,0.453191
12685,0.491035,0.503802
12686,0.532628,0.546801
12687,0.567651,0.582834
12688,0.523138,0.612917
12689,0.559690,0.642046
12690,0.516270,0.666112
12691,0.550804,0.621664
12692,0.505479,0.571275
12693,0.468375,0.600830
12694,0.430117,0.552930
12695,0.471812,0.511895
12696,0.507588,0.476866
12697,0.463092,0.435474
12698,0.431877,0.474658
12699,0.395150,0.433625
12700,0.441995,0.478454
12701,0.408706,0.518238
12702,0.381042,0.551894
12703,0.351166,0.505841
12704,0.329078,0.541441
12705,0.305375,0.496878
12706,0.287921,0.533866
12707,0.269225,0.490403
12708,0.316549,0.528798
12709,0.294187,0.566447
12710,0.339669,0.598213
12711,0.380846,0.624591
12712,0.417274,0.646452
12713,0.398177,0.606523
12714,0.429504,0.625500
12715,0.487226,0.569831
12716,0.461762,0.533951
12717,0.489142,0.559464
12718,0.437799,0.602433
12719,0.416557,0.566048
12720,0.447053,0.587410
12721,0.503404,0.531874
12722,0.551290,0.483982
12723,0.577269,0.518219
12724,0.525330,0.561074
12725,0.555462,0.589518
12726,0.521536,0.551984
12727,0.547197,0.576318
12728,0.494259,0.617131
12729,0.465293,0.579725
12730,0.440847,0.547174
12731,0.494601,0.493350
12732,0.449655,0.540131
12733,0.495411,0.494347
12734,0.534395,0.455475
12735,0.567222,0.422836
12736,0.529248,0.462126
12737,0.482494,0.421569
12738,0.442961,0.387887
12739,0.483908,0.361494
12740,0.518905,0.339692
12741,0.486320,0.381413
12742,0.533558,0.434143
12743,0.488371,0.398667
12744,0.528537,0.443931
12745,0.490115,0.413536
12746,0.449456,0.461354
12747,0.489577,0.500759
12748,0.449003,0.541986
12749,0.491140,0.500645
12750,0.456611,0.535712
12751,0.502059,0.574979
12752,0.463093,0.530369
12753,0.501750,0.563866
12754,0.468614,0.525823
12755,0.515366,0.479595
12756,0.480160,0.447167
12757,0.450376,0.419941
12758,0.425328,0.397170
12759,0.404329,0.378154
12760,0.386748,0.362278
12761,0.418401,0.395851
12762,0.477053,0.354005
12763,0.505015,0.388559
12764,0.555255,0.348082
12765,0.523361,0.335065
12766,0.472188,0.393036
12767,0.429104,0.444877
12768,0.476353,0.408690
12769,0.516884,0.378675
12770,0.554666,0.425044
12771,0.588418,0.392221
12772,0.619307,0.436965
12773,0.646528,0.402113
12774,0.599513,0.373913
12775,0.558017,0.350590
12776,0.510729,0.400765
12777,0.470349,0.445163
12778,0.509120,0.415339
12779,0.542008,0.390459
12780,0.507752,0.427846
12781,0.460871,0.387195
12782,0.432013,0.424990
12783,0.481777,0.477452
12784,0.516845,0.447694
12785,0.471702,0.406920
12786,0.508268,0.382608
12787,0.550745,0.434134
12788,0.512173,0.473346
12789,0.543175,0.443923
12790,0.510347,0.477338
12791,0.557105,0.527107
12792,0.522296,0.555494
12793,0.567115,0.596825
12794,0.518955,0.547224
12795,0.482401,0.578614
12796,0.526286,0.613261
12797,0.485040,0.566976
12798,0.447557,0.600305
12799,0.416142,0.627934
12800,0.382497,0.579933
12801,0.357132,0.611058
12802,0.406036,0.639714
12803,0.377621,0.594837
12804,0.354103,0.555369
12805,0.395390,0.580882
12806,0.360125,0.619878
12807,0.400732,0.640478
12808,0.436379,0.657592
12809,0.489488,0.602635
12810,0.445841,0.635224
12811,0.416843,0.591990
12812,0.381104,0.626464
12813,0.357695,0.584245
12814,0.398400,0.608143
12815,0.434165,0.628062
12816,0.391811,0.662306
12817,0.428418,0.678160
12818,0.481571,0.623940
12819,0.452302,0.582617
12820,0.410309,0.619321
12821,0.448112,0.641872
12822,0.423534,0.601967
12823,0.382947,0.638604
12824,0.349664,0.668544
12825,0.391156,0.686523
12826,0.356381,0.710202
12827,0.407071,0.660680
12828,0.376968,0.681769
12829,0.423154,0.703991
12830,0.394826,0.656475
12831,0.443561,0.607406
12832,0.485897,0.563874
12833,0.522067,0.526052
12834,0.562678,0.568221
12835,0.596570,0.603327
12836,0.624683,0.632367
12837,0.576888,0.658462
12838,0.606602,0.613258
12839,0.637265,0.644494
12840,0.662488,0.670121
12841,0.685461,0.623745
12842,0.704305,0.582417
12843,0.723549,0.619127
12844,0.738406,0.578353
12845,0.693773,0.601799
12846,0.641538,0.548689
12847,0.597520,0.576989
12848,0.548531,0.527027
12849,0.580394,0.490966
12850,0.606971,0.460373
12851,0.556822,0.418066
12852,0.587320,0.392930
12853,0.539624,0.358677
12854,0.498467,0.330640
12855,0.533700,0.378965
12856,0.573168,0.351079
12857,0.532605,0.327425
12858,0.572253,0.305307
12859,0.531814,0.286616
12860,0.486851,0.334447
12861,0.452225,0.310462
12862,0.488823,0.357802
12863,0.459356,0.336648
12864,0.416293,0.387552
12865,0.380642,0.432892
12866,0.428663,0.403964
12867,0.470604,0.379882
12868,0.439249,0.418088
12869,0.401298,0.378688
12870,0.448291,0.430200
12871,0.414845,0.469824
12872,0.383092,0.429303
12873,0.428238,0.400658
12874,0.400117,0.439795
12875,0.449295,0.489423
12876,0.491931,0.531810
12877,0.528288,0.567505
12878,0.493141,0.527048
12879,0.524052,0.557476
12880,0.475381,0.596777
12881,0.520449,0.548915
12882,0.558525,0.507471
12883,0.517384,0.541614
12884,0.482206,0.570345
12885,0.452429,0.594407
12886,0.501858,0.631992
12887,0.534388,0.592798
12888,0.501579,0.612932
12889,0.473671,0.629751
12890,0.450070,0.643805
12891,0.477614,0.610990
12892,0.501141,0.582270
12893,0.521139,0.557404
12894,0.538087,0.536033
12895,0.477633,0.474033
12896,0.532391,0.530643
12897,0.504032,0.552711
12898,0.479899,0.571311
12899,0.428912,0.512856
12900,0.482912,0.560729
12901,0.454339,0.585094
12902,0.485473,0.551690
12903,0.536017,0.596696
12904,0.504098,0.616892
12905,0.551728,0.653160
12906,0.577845,0.614450
12907,0.599713,0.580344
12908,0.617997,0.550724
12909,0.655573,0.598951
12910,0.600823,0.543157
12911,0.624660,0.510232
12912,0.586026,0.536709
12913,0.533193,0.484340
12914,0.487643,0.440051
12915,0.523862,0.412592
12916,0.489496,0.448976
12917,0.520287,0.425491
12918,0.546347,0.405786
12919,0.568306,0.389270
12920,0.539426,0.419652
12921,0.483431,0.373567
12922,0.510753,0.359952
12923,0.560612,0.419360
12924,0.528514,0.452832
12925,0.501033,0.481635
12926,0.449437,0.431652
12927,0.426416,0.463443
12928,0.481010,0.516532
12929,0.511994,0.486728
12930,0.463408,0.439358
12931,0.510196,0.488718
12932,0.475044,0.523182
12933,0.434054,0.477524
12934,0.478782,0.519709
12935,0.517100,0.555370
12936,0.556709,0.511093
12937,0.515819,0.472286
12938,0.480874,0.439544
12939,0.438760,0.486191
12940,0.477415,0.523343
12941,0.510504,0.554736
12942,0.480799,0.519846
12943,0.455648,0.490022
12944,0.434441,0.464719
12945,0.490813,0.417285
12946,0.464111,0.396480
12947,0.417939,0.451789
12948,0.395983,0.425376
12949,0.430073,0.458986
12950,0.485280,0.413731
12951,0.457692,0.391797
12952,0.509057,0.355196
12953,0.464014,0.407623
12954,0.433103,0.381145
12955,0.481144,0.350298
12956,0.447499,0.329160
12957,0.483970,0.371668
12958,0.455329,0.353157
12959,0.431206,0.337760
12960,0.462001,0.374160
12961,0.414270,0.432343
12962,0.394259,0.409386
12963,0.377521,0.390175
12964,0.339611,0.446545
12965,0.308907,0.495627
12966,0.284061,0.537450
12967,0.326139,0.570804
12968,0.298007,0.605293
12969,0.338891,0.632362
12970,0.308325,0.660032
12971,0.283589,0.682730
12972,0.325705,0.703479
12973,0.363899,0.720483
12974,0.397793,0.734457
12975,0.356079,0.751164
12976,0.322235,0.764801
12977,0.376704,0.718919
12978,0.347059,0.731511
12979,0.391465,0.749930
12980,0.440978,0.706777
12981,0.484050,0.666877
12982,0.524577,0.697677
12983,0.561130,0.658609
12984,0.517745,0.601285
12985,0.480630,0.550201
12986,0.449233,0.505886
12987,0.483533,0.542711
12988,0.531657,0.499204
12989,0.560697,0.537067
12990,0.600555,0.494377
12991,0.624195,0.532984
12992,0.585795,0.495220
12993,0.624793,0.453214
12994,0.573126,0.495937
12995,0.601469,0.535058
12996,0.634234,0.493417
12997,0.661153,0.458072
