step,p0_heads,p1_heads
4794,0.409059,0.508582
4795,0.382595,0.540592
4796,0.432260,0.581560
4797,0.475617,0.615542
4798,0.442323,0.569498
4799,0.414413,0.529359
4800,0.450914,0.559180
4801,0.501528,0.510013
4802,0.458240,0.550368
4803,0.496264,0.582744
4804,0.464481,0.542853
4805,0.437680,0.508487
4806,0.469794,0.536450
4807,0.521737,0.485342
4808,0.474317,0.530998
4809,0.434337,0.569431
4810,0.474690,0.600015
4811,0.434650,0.631254
4812,0.474959,0.655815
4813,0.519123,0.607242
4814,0.553492,0.636015
4815,0.582322,0.659739
4816,0.545517,0.616423
4817,0.513820,0.578060
4818,0.538719,0.599465
4819,0.485028,0.638208
4820,0.532929,0.584858
4821,0.487273,0.618327
4822,0.448602,0.645932
4823,0.489181,0.601109
4824,0.531116,0.633587
4825,0.565425,0.590142
4826,0.600112,0.624556
4827,0.628840,0.652865
4828,0.655892,0.607298
4829,0.678125,0.567004
4830,0.696414,0.532020
4831,0.646256,0.482305
4832,0.600875,0.440284
4833,0.552859,0.479054
4834,0.511217,0.512227
4835,0.550484,0.556937
4836,0.583393,0.594257
4837,0.615912,0.552683
4838,0.642774,0.516731
4839,0.664928,0.486021
4840,0.683209,0.459991
4841,0.698318,0.438030
4842,0.710832,0.419549
4843,0.657132,0.374775
4844,0.608017,0.338301
4845,0.564430,0.308723
4846,0.526553,0.284746
4847,0.568661,0.271864
4848,0.530202,0.252961
4849,0.497209,0.237592
4850,0.450862,0.281605
4851,0.423240,0.260858
4852,0.458195,0.310874
4853,0.434610,0.292083
4854,0.464443,0.337013
4855,0.415819,0.388768
4856,0.469762,0.360052
4857,0.441503,0.335231
4858,0.400608,0.382800
4859,0.438901,0.429981
4860,0.489378,0.397585
4861,0.447994,0.440375
4862,0.413353,0.477484
4863,0.384554,0.509239
4864,0.432323,0.555617
4865,0.475090,0.520454
4866,0.437095,0.472499
4867,0.479208,0.442649
4868,0.521233,0.491832
4869,0.556742,0.533800
4870,0.591999,0.494569
4871,0.621255,0.461256
4872,0.574228,0.421050
4873,0.530125,0.460788
4874,0.488565,0.420659
4875,0.525615,0.466651
4876,0.556902,0.506227
4877,0.521778,0.471642
4878,0.548425,0.505293
4879,0.496345,0.550695
4880,0.526922,0.578836
4881,0.477974,0.616083
4882,0.511319,0.638832
4883,0.556030,0.587354
4884,0.583824,0.614996
4885,0.547681,0.574462
4886,0.516543,0.539179
4887,0.564601,0.488769
4888,0.531076,0.458467
4889,0.502346,0.432941
4890,0.451601,0.485577
4891,0.427509,0.455772
4892,0.407292,0.430676
4893,0.390349,0.409615
4894,0.420945,0.440969
4895,0.374962,0.497320
4896,0.360992,0.470487
4897,0.393091,0.497722
4898,0.421133,0.520888
4899,0.482710,0.465656
4900,0.507398,0.493599
4901,0.528359,0.517389
4902,0.580580,0.462693
4903,0.597852,0.491068
4904,0.568659,0.468272
4905,0.543455,0.448996
4906,0.483737,0.507318
4907,0.536963,0.456605
4908,0.486175,0.506221
4909,0.517934,0.537948
4910,0.562910,0.490053
4911,0.600372,0.449451
4912,0.559208,0.417310
4913,0.597302,0.384035
4914,0.556528,0.358070
4915,0.508775,0.406525
4916,0.548106,0.378437
4917,0.506813,0.349418
4918,0.466069,0.394557
4919,0.506340,0.443157
4920,0.465669,0.484014
4921,0.431433,0.518932
4922,0.476592,0.561100
4923,0.441616,0.516095
4924,0.486410,0.477212
4925,0.450311,0.513682
4926,0.414300,0.469738
4927,0.384734,0.507314
4928,0.360246,0.539205
4929,0.339983,0.566073
4930,0.312566,0.514557
4931,0.362654,0.556253
4932,0.337776,0.586498
4933,0.317308,0.611712
4934,0.366983,0.644988
4935,0.411604,0.672224
4936,0.450742,0.694505
4937,0.484516,0.712759
4938,0.513347,0.727751
4939,0.561521,0.678415
4940,0.601611,0.633037
4941,0.634669,0.592479
4942,0.591797,0.540779
4943,0.615255,0.578858
4944,0.649238,0.537307
4945,0.676994,0.501553
4946,0.694944,0.545973
4947,0.716871,0.508970
4948,0.731026,0.552217
4949,0.681365,0.581881
4950,0.634103,0.533261
4951,0.656119,0.569773
4952,0.682954,0.526590
4953,0.638882,0.484702
4954,0.657523,0.522607
4955,0.618914,0.486995
4956,0.584847,0.456814
4957,0.555225,0.431399
4958,0.529725,0.410071
4959,0.507922,0.392201
4960,0.525275,0.423329
4961,0.506734,0.407971
4962,0.490958,0.395055
4963,0.477561,0.384190
4964,0.418059,0.447534
4965,0.369226,0.502838
4966,0.329685,0.549845
4967,0.388123,0.502412
4968,0.353619,0.542407
4969,0.334717,0.501591
4970,0.307317,0.541714
4971,0.349873,0.575765
4972,0.333858,0.535480
4973,0.304353,0.575272
4974,0.357284,0.530172
4975,0.405257,0.491416
4976,0.450390,0.533390
4977,0.493484,0.494162
4978,0.532646,0.535714
4979,0.565639,0.570670
4980,0.601364,0.526187
4981,0.555883,0.560181
4982,0.586492,0.522265
4983,0.547555,0.551223
4984,0.588052,0.592848
4985,0.540456,0.543582
4986,0.573831,0.504847
4987,0.528101,0.462211
4988,0.488825,0.426376
4989,0.449088,0.470016
4990,0.490501,0.437293
4991,0.456683,0.474505
4992,0.502738,0.521404
4993,0.541879,0.561005
4994,0.576717,0.520210
4995,0.535620,0.551926
4996,0.574717,0.591157
4997,0.530291,0.544182
4998,0.566719,0.503359
4999,0.599436,0.543453
5000,0.626577,0.577115
5001,0.584834,0.536961
5002,0.534925,0.576814
5003,0.491904,0.609941
5004,0.530250,0.637205
5005,0.487915,0.663740
5006,0.526868,0.685414
5007,0.559742,0.703227
5008,0.587290,0.717899
5009,0.537065,0.737556
5010,0.574408,0.688680
5011,0.532077,0.640678
5012,0.570236,0.592633
5013,0.602046,0.550312
5014,0.559811,0.578991
5015,0.512972,0.529423
5016,0.550907,0.567298
5017,0.508475,0.598724
5018,0.468463,0.552326
5019,0.432617,0.586255
5020,0.476438,0.617408
5021,0.514001,0.643161
5022,0.554738,0.594615
5023,0.588816,0.551801
5024,0.619366,0.588820
5025,0.646848,0.546753
5026,0.669475,0.510438
5027,0.620418,0.464914
5028,0.576643,0.426644
5029,0.602915,0.470164
5030,0.637067,0.432949
5031,0.587825,0.474631
5032,0.617336,0.442911
5033,0.641767,0.416301
5034,0.600253,0.451416
5035,0.548741,0.407724
5036,0.578421,0.385633
5037,0.603219,0.367214
5038,0.623893,0.351855
5039,0.569604,0.318091
5040,0.532502,0.356297
5041,0.500663,0.390300
5042,0.527637,0.376894
5043,0.475637,0.336452
5044,0.448697,0.370732
5045,0.405428,0.331475
5046,0.456350,0.389428
5047,0.500407,0.441351
5048,0.463018,0.479447
5049,0.431545,0.512036
5050,0.479063,0.557268
5051,0.516440,0.521167
5052,0.556945,0.564922
5053,0.513975,0.517995
5054,0.473638,0.552613
5055,0.511880,0.515298
5056,0.477587,0.544767
5057,0.510098,0.513004
5058,0.555704,0.560610
5059,0.582815,0.526601
5060,0.620149,0.571982
5061,0.570573,0.522617
5062,0.600870,0.486616
5063,0.626039,0.456109
5064,0.656499,0.504971
5065,0.607776,0.462666
5066,0.634268,0.504226
5067,0.585715,0.543100
5068,0.616006,0.577951
5069,0.641074,0.606990
5070,0.591777,0.638120
5071,0.620818,0.591332
5072,0.578256,0.618251
5073,0.603261,0.577874
5074,0.624104,0.542693
5075,0.641469,0.512436
5076,0.585472,0.461454
5077,0.609278,0.435927
5078,0.629117,0.414487
5079,0.574433,0.373074
5080,0.526416,0.339254
5081,0.485177,0.311729
5082,0.450260,0.289325
5083,0.413282,0.334191
5084,0.455471,0.386069
5085,0.491867,0.432353
5086,0.536982,0.399059
5087,0.500457,0.370186
5088,0.544236,0.343445
5089,0.580945,0.321463
5090,0.611474,0.303376
5091,0.636763,0.288464
5092,0.587344,0.267649
5093,0.617072,0.317036
5094,0.641680,0.362589
5095,0.600025,0.342468
5096,0.563417,0.325797
5097,0.511182,0.379668
5098,0.466543,0.427979
5099,0.503507,0.470705
5100,0.534911,0.507389
5101,0.486714,0.549904
5102,0.529688,0.506281
5103,0.563361,0.543946
5104,0.598942,0.501171
5105,0.628401,0.464775
5106,0.582009,0.426531
5107,0.541364,0.394683
5108,0.506356,0.368288
5109,0.476536,0.346448
5110,0.451312,0.328376
5111,0.430062,0.313403
5112,0.385548,0.367566
5113,0.419979,0.409358
5114,0.449885,0.445968
5115,0.431820,0.422718
5116,0.384388,0.476996
5117,0.416291,0.508778
5118,0.401235,0.480443
5119,0.461756,0.432870
5120,0.514174,0.393350
5121,0.467475,0.442844
5122,0.437382,0.411795
5123,0.412151,0.385935
5124,0.464343,0.353642
5125,0.425113,0.402570
5126,0.392475,0.445786
5127,0.436213,0.416890
5128,0.400538,0.381059
5129,0.445699,0.429175
5130,0.415144,0.398361
5131,0.453794,0.439686
5132,0.413001,0.487389
5133,0.451933,0.523465
5134,0.485515,0.553952
5135,0.533964,0.505242
5136,0.574684,0.463723
5137,0.535234,0.429920
5138,0.501331,0.401680
5139,0.455120,0.450830
5140,0.501132,0.416126
5141,0.461823,0.458168
5142,0.428761,0.494404
5143,0.401139,0.525265
5144,0.378136,0.551355
5145,0.430528,0.595313
5146,0.469327,0.559424
5147,0.515559,0.601987
5148,0.554679,0.637016
5149,0.513329,0.657391
5150,0.546529,0.617292
5151,0.511331,0.635048
5152,0.464723,0.578939
5153,0.435003,0.603060
5154,0.484112,0.638915
5155,0.526135,0.668236
5156,0.486906,0.686769
5157,0.522220,0.644554
5158,0.552077,0.606779
5159,0.577172,0.573614
5160,0.598199,0.544880
5161,0.615796,0.520211
5162,0.558345,0.463317
5163,0.525224,0.489827
5164,0.571392,0.543652
5165,0.595279,0.514606
5166,0.615239,0.489832
5167,0.581262,0.512417
5168,0.624277,0.565969
5169,0.659386,0.610357
5170,0.675152,0.575589
5171,0.702969,0.618264
5172,0.715418,0.582504
5173,0.725748,0.551393
5174,0.734344,0.524619
5175,0.755319,0.576146
5176,0.772245,0.618722
5177,0.778700,0.582905
5178,0.729013,0.527848
5179,0.683389,0.555221
5180,0.641572,0.578233
5181,0.673285,0.619758
5182,0.621252,0.566650
5183,0.574659,0.520220
5184,0.603635,0.556746
5185,0.555378,0.591165
5186,0.588445,0.548292
5187,0.619885,0.585408
5188,0.646550,0.543283
5189,0.671660,0.581233
5190,0.624977,0.610052
5191,0.653961,0.640759
5192,0.609069,0.663828
5193,0.559965,0.614645
5194,0.517243,0.570867
5195,0.555466,0.524193
5196,0.513370,0.485649
5197,0.472369,0.527834
5198,0.512460,0.562470
5199,0.476507,0.523666
5200,0.435947,0.565065
5201,0.406143,0.525902
5202,0.373090,0.566937
5203,0.345886,0.601131
5204,0.323522,0.629453
5205,0.367816,0.586291
5206,0.418974,0.621193
5207,0.386901,0.573551
5208,0.359407,0.605356
5209,0.333743,0.559612
5210,0.312671,0.519885
5211,0.291604,0.560595
5212,0.274370,0.594589
5213,0.321961,0.624112
5214,0.365597,0.648510
5215,0.346818,0.606109
5216,0.384976,0.627294
5217,0.440755,0.573664
5218,0.475468,0.600268
5219,0.449576,0.562741
5220,0.502267,0.511397
5221,0.547060,0.467521
5222,0.510392,0.435058
5223,0.540034,0.472382
5224,0.490389,0.519476
5225,0.534049,0.476518
5226,0.496259,0.441827
5227,0.539013,0.406152
5228,0.496820,0.450491
5229,0.535827,0.494272
5230,0.571797,0.456732
5231,0.601802,0.425189
5232,0.561145,0.463197
5233,0.599581,0.510928
5234,0.624558,0.476576
5235,0.584958,0.509289
5236,0.622988,0.554853
5237,0.572409,0.507896
5238,0.601737,0.471843
5239,0.633656,0.516138
5240,0.657191,0.478836
5241,0.676611,0.447298
5242,0.701234,0.495138
5243,0.716569,0.461048
5244,0.673752,0.495867
5245,0.701248,0.541726
5246,0.723540,0.580188
5247,0.680180,0.608783
5248,0.706457,0.639919
5249,0.719384,0.595778
5250,0.667102,0.547051
5251,0.690017,0.581691
5252,0.709064,0.537314
5253,0.663776,0.569610
5254,0.680749,0.531733
5255,0.627780,0.484561
5256,0.580146,0.444646
5257,0.536013,0.485306
5258,0.493717,0.445273
5259,0.457812,0.411774
5260,0.494659,0.453430
5261,0.451220,0.499215
5262,0.489010,0.535242
5263,0.521248,0.565593
5264,0.473700,0.603488
5265,0.508228,0.628155
5266,0.552431,0.577606
5267,0.506994,0.609608
5268,0.543101,0.637842
5269,0.573455,0.661124
5270,0.598837,0.680323
5271,0.562562,0.638316
5272,0.604649,0.584669
5273,0.639266,0.537378
5274,0.659517,0.571125
5275,0.687048,0.525626
5276,0.644004,0.485873
5277,0.605456,0.452203
5278,0.571604,0.423911
5279,0.615270,0.386272
5280,0.651009,0.355296
5281,0.611670,0.333242
5282,0.577025,0.315049
5283,0.595365,0.356744
5284,0.637374,0.325086
5285,0.652095,0.365791
5286,0.594571,0.420452
5287,0.543473,0.468559
5288,0.506364,0.435317
5289,0.536978,0.473265
5290,0.505410,0.444934
5291,0.456598,0.495459
5292,0.504598,0.453141
5293,0.545367,0.417672
5294,0.503909,0.460137
5295,0.468604,0.496719
5296,0.428809,0.453024
5297,0.399659,0.490628
5298,0.375420,0.522692
5299,0.426569,0.566634
5300,0.393487,0.519292
5301,0.366102,0.478742
5302,0.409078,0.516400
5303,0.458439,0.473456
5304,0.496847,0.511901
5305,0.454700,0.552225
5306,0.493646,0.584305
5307,0.536325,0.537841
5308,0.569152,0.572279
5309,0.596597,0.601025
5310,0.631029,0.552439
5311,0.659298,0.510299
5312,0.682474,0.474342
5313,0.635160,0.434141
5314,0.662685,0.404364
5315,0.617279,0.371630
5316,0.576968,0.344691
5317,0.541855,0.322545
5318,0.585809,0.300254
5319,0.535600,0.347332
5320,0.566901,0.396714
5321,0.603781,0.368349
5322,0.562292,0.341571
5323,0.526302,0.319571
5324,0.478238,0.368125
5325,0.447571,0.341387
5326,0.481499,0.387168
5327,0.455390,0.363883
5328,0.410250,0.415087
5329,0.462053,0.383488
5330,0.432207,0.356284
5331,0.407210,0.333861
5332,0.386328,0.315370
5333,0.349967,0.366599
5334,0.333287,0.342362
5335,0.371378,0.385845
5336,0.335299,0.436626
5337,0.321396,0.406992
5338,0.358549,0.446051
5339,0.322823,0.495012
5340,0.359827,0.528932
5341,0.323855,0.570291
5342,0.360751,0.598322
5343,0.393481,0.621661
5344,0.380768,0.583877
5345,0.338991,0.623515
5346,0.372367,0.642883
5347,0.332208,0.674547
5348,0.366344,0.689914
5349,0.327351,0.714940
5350,0.362019,0.727060
5351,0.351566,0.686019
5352,0.381869,0.696946
5353,0.408382,0.706062
5354,0.431350,0.713683
5355,0.421880,0.678063
5356,0.441546,0.684891
5357,0.508049,0.623182
5358,0.525064,0.638949
5359,0.581119,0.581363
5360,0.554863,0.546164
5361,0.605723,0.494779
5362,0.576163,0.464412
5363,0.590241,0.495562
5364,0.528518,0.544580
5365,0.475281,0.585613
5366,0.524248,0.537921
5367,0.553763,0.571304
5368,0.594478,0.525501
5369,0.618575,0.560890
5370,0.580574,0.521681
5371,0.527716,0.562788
5372,0.568654,0.518432
5373,0.529201,0.478666
5374,0.483732,0.519823
5375,0.450016,0.479847
5376,0.496053,0.442119
5377,0.457474,0.482868
5378,0.496645,0.450740
5379,0.538688,0.498140
5380,0.497148,0.458091
5381,0.532903,0.498419
5382,0.488385,0.539213
5383,0.450662,0.573501
5384,0.490127,0.533350
5385,0.532878,0.573325
5386,0.491608,0.528359
5387,0.531444,0.487782
5388,0.492866,0.524112
5389,0.534982,0.564255
5390,0.493936,0.520500
5391,0.459090,0.483032
5392,0.429769,0.451318
5393,0.479072,0.411514
5394,0.440194,0.458584
5395,0.482208,0.424566
5396,0.523902,0.469696
5397,0.484388,0.510387
5398,0.450934,0.544887
5399,0.412631,0.499435
5400,0.458256,0.538182
5401,0.423239,0.573973
5402,0.467472,0.605891
5403,0.430949,0.634916
5404,0.472340,0.590386
5405,0.515924,0.623852
5406,0.551284,0.580601
5407,0.580953,0.542809
5408,0.605727,0.510275
5409,0.626371,0.482542
5410,0.572212,0.434120
5411,0.608063,0.485159
5412,0.637662,0.528830
5413,0.662035,0.565632
5414,0.682102,0.596370
5415,0.639114,0.555876
5416,0.600699,0.520841
5417,0.619114,0.547550
5418,0.634505,0.570046
5419,0.647375,0.588946
5420,0.615112,0.559648
5421,0.626304,0.575828
5422,0.598333,0.550768
5423,0.645276,0.489956
5424,0.654470,0.513111
5425,0.624475,0.491462
5426,0.667733,0.436492
5427,0.636200,0.418476
5428,0.677154,0.373531
5429,0.709976,0.336941
5430,0.674065,0.323106
5431,0.641823,0.311584
5432,0.681668,0.283208
5433,0.621470,0.337643
5434,0.567090,0.387639
5435,0.603824,0.360604
5436,0.634169,0.338292
5437,0.588933,0.312849
5438,0.549229,0.292068
5439,0.514960,0.275058
5440,0.485707,0.261093
5441,0.460911,0.249589
5442,0.439980,0.240081
5443,0.393368,0.289883
5444,0.355186,0.336682
5445,0.324101,0.379199
5446,0.365201,0.431337
5447,0.401780,0.476935
5448,0.433775,0.516028
5449,0.461423,0.549122
5450,0.485119,0.576926
5451,0.505317,0.600189
5452,0.562026,0.546843
5453,0.504520,0.585481
5454,0.530329,0.612951
5455,0.503842,0.572857
5456,0.556059,0.522678
5457,0.525859,0.487375
5458,0.472878,0.532304
5459,0.502776,0.563915
5460,0.528181,0.590392
5461,0.549667,0.612498
5462,0.597707,0.558785
5463,0.615248,0.586102
5464,0.653969,0.535633
5465,0.685372,0.492110
5466,0.710806,0.455183
5467,0.668614,0.419012
5468,0.697232,0.388698
5469,0.656232,0.359438
5470,0.600855,0.405146
5471,0.624136,0.452362
5472,0.586054,0.419103
5473,0.532720,0.464688
5474,0.573348,0.431069
5475,0.533776,0.396454
5476,0.574230,0.369150
5477,0.528722,0.411632
5478,0.564271,0.461207
5479,0.524421,0.424668
5480,0.479945,0.467653
5481,0.442362,0.504597
5482,0.408971,0.461118
5483,0.450947,0.503908
5484,0.496753,0.465402
5485,0.533122,0.507569
5486,0.497240,0.470579
5487,0.541602,0.431861
5488,0.497654,0.474984
5489,0.535158,0.516713
5490,0.572491,0.477227
5491,0.529898,0.514207
5492,0.561738,0.480639
5493,0.514354,0.437409
5494,0.477761,0.475082
5495,0.437533,0.432756
5496,0.477758,0.404972
5497,0.446826,0.442747
5498,0.495172,0.493232
5499,0.461514,0.526097
5500,0.495896,0.494247
5501,0.525164,0.467202
5502,0.475102,0.420783
5503,0.507493,0.398511
5504,0.478832,0.432508
5505,0.529413,0.487522
5506,0.482004,0.442535
5507,0.441927,0.404994
5508,0.408426,0.373919
5509,0.380592,0.348288
5510,0.357527,0.327165
5511,0.328720,0.377229
5512,0.305198,0.421998
5513,0.350908,0.468509
5514,0.392080,0.508512
5515,0.356961,0.548049
5516,0.407867,0.507236
5517,0.450094,0.547277
5518,0.486587,0.580858
5519,0.532393,0.535546
5520,0.496414,0.494338
5521,0.465847,0.459350
5522,0.440057,0.429908
5523,0.492644,0.392095
5524,0.462659,0.368213
5525,0.437373,0.348405
5526,0.416128,0.331967
5527,0.446689,0.370015
5528,0.399363,0.426925
5529,0.432153,0.461991
5530,0.414134,0.437763
5531,0.398995,0.417395
5532,0.386275,0.400298
5533,0.413817,0.429607
5534,0.365717,0.489104
5535,0.326799,0.539988
5536,0.385080,0.490738
5537,0.351080,0.534010
5538,0.392072,0.566726
5539,0.444690,0.520220
5540,0.416257,0.482065
5541,0.465862,0.442452
5542,0.433992,0.410717
5543,0.397414,0.457273
5544,0.371510,0.423091
5545,0.342131,0.468030
5546,0.318066,0.506671
5547,0.364658,0.547644
5548,0.343379,0.505670
5549,0.316064,0.544750
5550,0.365625,0.504820
5551,0.411896,0.545650
5552,0.379783,0.578444
5553,0.424419,0.611980
5554,0.470808,0.568077
5555,0.436026,0.521810
5556,0.406935,0.482155
5557,0.382702,0.448604
5558,0.349746,0.494756
5559,0.391526,0.531119
5560,0.356970,0.570078
5561,0.328708,0.602543
5562,0.305615,0.629458
5563,0.352760,0.587506
5564,0.401890,0.623368
5565,0.373814,0.574593
5566,0.345709,0.605360
5567,0.391333,0.635416
5568,0.431703,0.660168
5569,0.393381,0.683995
5570,0.369661,0.637405
5571,0.408987,0.658443
5572,0.443378,0.675852
5573,0.422399,0.635969
5574,0.478619,0.580434
5575,0.452066,0.543446
5576,0.429703,0.511608
5577,0.386161,0.559177
5578,0.440137,0.509867
5579,0.402765,0.550366
5580,0.371846,0.584294
5581,0.346355,0.612530
5582,0.390393,0.571840
5583,0.429318,0.536449
5584,0.480308,0.580358
5585,0.514511,0.543813
5586,0.468642,0.493902
5587,0.512336,0.537267
5588,0.548161,0.499257
5589,0.503887,0.456844
5590,0.466179,0.421255
5591,0.428792,0.464930
5592,0.397674,0.428014
5593,0.367312,0.470785
5594,0.342297,0.507506
5595,0.321696,0.538671
5596,0.371692,0.580670
5597,0.345904,0.606291
5598,0.390260,0.568736
5599,0.429479,0.536162
5600,0.463547,0.508218
5601,0.439946,0.530753
5602,0.494402,0.581259
5603,0.523689,0.550331
5604,0.495242,0.569241
5605,0.520140,0.542821
5606,0.466375,0.484240
5607,0.442385,0.509346
5608,0.397834,0.455808
5609,0.450967,0.507945
5610,0.412819,0.462410
5611,0.385267,0.498573
5612,0.362406,0.529339
5613,0.413875,0.573256
5614,0.459204,0.609726
5615,0.423899,0.634339
5616,0.465302,0.593689
5617,0.435174,0.614968
5618,0.470493,0.579897
5619,0.519576,0.622069
5620,0.561038,0.656544
5621,0.590635,0.616586
5622,0.615295,0.581312
5623,0.648307,0.623229
5624,0.606419,0.640823
5625,0.554745,0.584979
5626,0.516854,0.608952
5627,0.484476,0.628929
5628,0.514327,0.593022
5629,0.486803,0.610278
5630,0.437510,0.552230
5631,0.470042,0.520291
5632,0.521591,0.567584
5633,0.549344,0.533494
5634,0.572702,0.504256
5635,0.541980,0.528482
5636,0.515604,0.548973
5637,0.567691,0.597953
5638,0.610863,0.638140
5639,0.646266,0.670866
5640,0.675164,0.697451
5641,0.698730,0.719061
5642,0.715427,0.674528
5643,0.666062,0.622186
5644,0.688622,0.579185
5645,0.641401,0.530964
5646,0.668422,0.492879
5647,0.623098,0.451506
5648,0.653426,0.419649
5649,0.674215,0.466452
5650,0.691366,0.506737
5651,0.714678,0.466076
5652,0.671099,0.431167
5653,0.617862,0.475744
5654,0.575954,0.439274
5655,0.612548,0.405516
5656,0.564700,0.448312
5657,0.522318,0.411273
5658,0.480315,0.453327
5659,0.444807,0.489630
5660,0.489218,0.535154
5661,0.453033,0.491185
5662,0.490835,0.529895
5663,0.523067,0.562536
5664,0.566807,0.515854
5665,0.603211,0.475923
5666,0.556880,0.513477
5667,0.588080,0.479530
5668,0.541015,0.436798
5669,0.500392,0.401175
5670,0.540693,0.373778
5671,0.500116,0.345137
5672,0.540460,0.323303
5673,0.574361,0.305326
5674,0.534412,0.348001
5675,0.488681,0.318049
5676,0.454423,0.359525
5677,0.416176,0.327415
5678,0.457399,0.311994
5679,0.418656,0.286608
5680,0.463765,0.338007
5681,0.428112,0.383403
5682,0.398368,0.423695
5683,0.373653,0.458782
5684,0.413278,0.435000
5685,0.465284,0.489182
5686,0.435499,0.519426
5687,0.484566,0.565426
5688,0.519857,0.530179
5689,0.561563,0.574410
5690,0.516881,0.525661
5691,0.553441,0.488723
5692,0.588415,0.532259
5693,0.617470,0.568907
5694,0.570042,0.601048
5695,0.526725,0.555373
5696,0.489560,0.515768
5697,0.458044,0.481926
5698,0.416903,0.528113
5699,0.382797,0.567027
5700,0.357742,0.525807
5701,0.399863,0.557068
5702,0.364990,0.595758
5703,0.406286,0.621256
5704,0.457427,0.570988
5705,0.427181,0.530126
5706,0.390527,0.569595
5707,0.366013,0.528923
5708,0.336633,0.568589
5709,0.312606,0.601647
5710,0.359719,0.558403
5711,0.332497,0.512618
5712,0.310199,0.473503
5713,0.290620,0.515202
5714,0.336415,0.477471
5715,0.377962,0.445585
5716,0.344282,0.406935
5717,0.395685,0.453696
5718,0.369165,0.494962
5719,0.340750,0.455271
5720,0.319639,0.496312
5721,0.363325,0.461952
5722,0.344768,0.496865
5723,0.329356,0.526579
5724,0.316537,0.551696
5725,0.372952,0.596392
5726,0.412346,0.561177
5727,0.391351,0.582218
5728,0.446234,0.624584
5729,0.481161,0.588953
5730,0.529089,0.630099
5731,0.569444,0.663670
5732,0.598451,0.623559
5733,0.622584,0.588054
5734,0.571217,0.532201
5735,0.604787,0.575063
5736,0.632695,0.537446
5737,0.655744,0.505114
5738,0.681837,0.552381
5739,0.637005,0.578688
5740,0.666528,0.617453
5741,0.685255,0.578326
5742,0.700716,0.544256
5743,0.713508,0.514954
5744,0.673290,0.537645
5745,0.684734,0.512712
5746,0.627205,0.457164
5747,0.646384,0.436158
5748,0.608785,0.463565
5749,0.552977,0.412935
5750,0.504407,0.371260
5751,0.545077,0.425785
5752,0.504874,0.463119
5753,0.470630,0.495199
5754,0.441727,0.522508
5755,0.401319,0.470782
5756,0.377768,0.501740
5757,0.345252,0.453220
5758,0.326474,0.486728
5759,0.310935,0.515315
5760,0.285865,0.464685
5761,0.273609,0.496536
5762,0.325612,0.544812
5763,0.303660,0.497056
5764,0.350036,0.538118
5765,0.330607,0.497498
5766,0.304481,0.537834
5767,0.289128,0.497255
5768,0.268520,0.537629
5769,0.317631,0.497667
5770,0.299051,0.532002
5771,0.283759,0.560963
5772,0.271139,0.585265
5773,0.260694,0.605605
5774,0.252022,0.622615
5775,0.304381,0.660281
5776,0.284006,0.604813
5777,0.268442,0.627715
5778,0.316754,0.659648
5779,0.361240,0.685709
5780,0.412554,0.641247
5781,0.381193,0.659959
5782,0.355283,0.675485
5783,0.403574,0.703422
5784,0.376012,0.650931
5785,0.417753,0.675704
5786,0.454210,0.696021
5787,0.504449,0.647620
5788,0.535907,0.672990
5789,0.578136,0.626661
5790,0.604032,0.655807
5791,0.625601,0.679702
5792,0.643553,0.699302
5793,0.676204,0.650632
5794,0.690444,0.675459
5795,0.716248,0.628893
5796,0.737128,0.587293
5797,0.687194,0.610247
5798,0.640972,0.629385
5799,0.591213,0.574106
5800,0.547349,0.525556
5801,0.503408,0.558591
5802,0.465423,0.512150
5803,0.433430,0.472478
5804,0.480558,0.435688
5805,0.518070,0.478790
5806,0.474999,0.520020
5807,0.438654,0.554873
5808,0.408254,0.584094
5809,0.375279,0.535177
5810,0.418894,0.497165
5811,0.466752,0.539723
5812,0.430891,0.497591
5813,0.474649,0.458928
5814,0.515874,0.500894
5815,0.553231,0.461718
5816,0.513494,0.500759
5817,0.545294,0.467443
5818,0.497551,0.426189
5819,0.538529,0.472315
5820,0.572977,0.511930
5821,0.606174,0.470664
5822,0.633654,0.435879
5823,0.656354,0.406787
5824,0.614374,0.445414
5825,0.648302,0.494831
5826,0.667272,0.462094
5827,0.682984,0.434512
5828,0.629115,0.394335
5829,0.587198,0.432922
5830,0.550519,0.466394
5831,0.518888,0.495097
5832,0.566476,0.546259
5833,0.516057,0.495832
5834,0.472902,0.452996
5835,0.511164,0.422097
5836,0.468754,0.386918
5837,0.434863,0.429354
5838,0.473431,0.403418
5839,0.431909,0.367766
5840,0.470883,0.346931
5841,0.429778,0.318529
5842,0.469042,0.302025
5843,0.440202,0.343788
5844,0.473677,0.329152
5845,0.427837,0.299540
5846,0.389794,0.275611
5847,0.366542,0.317419
5848,0.347251,0.355469
5849,0.317558,0.320801
5850,0.359207,0.308782
5851,0.327276,0.281390
5852,0.379426,0.335158
5853,0.426114,0.384566
5854,0.396950,0.358425
5855,0.372716,0.336842
5856,0.423696,0.311123
5857,0.394939,0.294051
5858,0.363206,0.344214
5859,0.340154,0.321251
5860,0.314912,0.369125
5861,0.294277,0.411995
5862,0.276745,0.376950
5863,0.260476,0.418902
5864,0.307059,0.468259
5865,0.285213,0.505452
5866,0.330070,0.547837
5867,0.370839,0.583350
5868,0.407030,0.612885
